tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
630,Long Bay,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,42.25624374,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,763","1,842","1,944","2,033","2,569","3,396","4,337","5,346","6,109","1,060","1,166","1,250","1,328","1,410","1,492","1,563","1,622","1,691"
631,Randwick Golf Club,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,72.13711965,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,123","2,164","2,258","2,314","2,379","2,474","2,607","2,630","2,734",108,115,125,131,138,148,158,167,177
632,La Perouse Museum,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,135.9550915,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,682","2,775","2,949","3,003","3,119","3,288","3,517","3,578","3,735",281,306,332,348,366,389,415,439,464
633,Prince Henry Hospital,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,101.7010283,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,345","2,690","2,861","3,592","4,291","5,129","6,070","7,119","7,543",211,227,246,257,269,286,305,323,342
634,Congwong Beach,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,68.27313179,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,783,898,955,"1,199","1,403","1,636","1,897","2,189","2,290",142,152,165,172,181,192,205,217,230
635,NSW Golf Club_St Michaels Golf Club,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,177.8690621,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,4,4,5,6,7,8,10,11,369,397,431,449,471,500,533,565,599
636,Maroubra Junction Public School,Maroubra - North,118021566,11566,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,33.78555114,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,499","2,822","3,127","3,236","3,389","3,578","3,775","4,051","4,279","1,115","1,177","1,277","1,348","1,421","1,512","1,611","1,705","1,807"
637,Stocklands Mall Maroubra,Maroubra - West,118021568,11568,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,23.1310963,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,820","4,032","4,240","4,337","4,482","4,653","4,823","5,053","5,335","1,148","1,230","1,327","1,386","1,450","1,535","1,627","1,710","1,799"
638,Maroubra High School,Maroubra - North,118021566,11566,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,48.48808849,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,905","2,936","2,975","3,145","3,250","3,375","3,502","3,727","3,942",487,528,574,607,642,683,724,761,801
639,Maroubra_Storey St and Amour Ave,Maroubra - North,118021566,11566,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,38.97634644,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,632","1,662","1,688","1,771","1,822","1,887","1,951","2,084","2,203",244,252,278,294,311,333,357,380,404
640,South Sydney High School,Maroubra - West,118021568,11568,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,85.22329333,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,273","4,575","4,824","4,895","5,002","5,146","5,285","5,605","5,912",551,610,660,688,718,760,807,852,897
641,Maroubra_Torrington Rd and Duncan St,Maroubra - North,118021566,11566,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,59.89784485,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,423","3,477","3,534","3,643","3,750","3,869","3,985","4,145","4,379",372,391,426,444,467,497,531,562,595
642,Maroubra_Robey St and Wise St,Maroubra - West,118021568,11568,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,31.56714935,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,976","2,126","2,307","2,489","2,668","2,880","3,102","3,378","3,578",471,512,549,573,599,633,670,704,739
643,Maroubra Mons Ave,Maroubra - South,118021567,11567,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,50.80156818,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,020","3,200","3,481","3,628","3,813","3,997","4,212","4,431","4,683",581,627,677,706,737,778,824,866,911
644,Maroubra Beach,Maroubra - South,118021567,11567,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,62.33497676,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,464","2,483","2,544","2,603","2,690","2,791","2,920","3,023","3,193",423,465,504,528,551,582,617,650,683
645,Heffron Park,Maroubra - West,118021568,11568,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,64.75863708,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,754,791,838,852,890,951,"1,030","1,070","1,130",167,185,200,208,217,230,243,254,266
646,Coral Sea Park,Maroubra - South,118021567,11567,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,55.09997043,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,662","3,785","4,038","4,130","4,394","4,836","5,406","5,635","5,959",110,116,125,129,134,142,151,159,168
647,South Maroubra Village Shopping Centre,Maroubra - South,118021567,11567,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,38.28697213,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,200","2,250","2,422","2,492","2,681","2,994","3,398","3,548","3,754",372,393,429,449,468,497,530,561,595
650,Randwick_Monmouth St and Stephen St,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,33.39126895,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,863","2,877","2,901","2,946","2,999","3,059","3,112","3,212","3,389",644,718,773,812,856,911,970,"1,026","1,083"
651,Randwick_Park Av and Gilderthorpe Av,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,40.15792207,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,694","3,752","3,913","3,990","4,173","4,477","4,867","5,064","5,352",718,752,828,872,923,990,"1,064","1,134","1,208"
652,Roma Private Hospital,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,31.40884213,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,271","2,313","2,406","2,459","2,555","2,700","2,884","3,005","3,175","1,408","1,514","1,612","1,675","1,763","1,869","1,984","2,095","2,212"
653,Clovelly_Bishops Ave and Douglas St,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,16.79553808,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,506","1,526","1,583","1,610","1,670","1,767","1,892","1,964","2,075",206,225,245,258,271,289,308,326,345
654,Randwick North High School,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,28.61810459,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,687","2,702","2,735","2,758","2,811","2,874","2,955","3,054","3,222",835,949,"1,017","1,079","1,142","1,212","1,278","1,337","1,399"
655,Randwick,Randwick - North,118021569,11569,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,43.26690267,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,827","4,871","4,986","5,045","5,198","5,406","5,673","5,877","6,205",684,745,810,843,883,940,"1,003","1,062","1,124"
656,Randwick Racecourse,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Commercial,87.28342673,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,51,53,55,165,246,347,461,597,641,474,540,589,601,618,651,691,729,766
657,Randwick Plaza,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,42.70127788,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,483","4,577","4,740","4,910","5,130","5,376","5,690","5,910","6,248","5,877","6,105","6,669","7,027","7,472","8,043","8,694","9,338","10,027"
658,Coogee St,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,24.38605049,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,304","2,384","2,550","2,611","2,788","3,085","3,468","3,617","3,826",263,293,320,337,359,386,414,441,468
659,Prince of Wales Hospital,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Hospital/Medical,20.66335003,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,657,"1,548","2,062","2,098","2,134","2,182","2,233","2,334","2,452","2,881","2,927","3,229","3,435","3,692","4,001","4,350","4,702","5,087"
660,St Pauls,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,38.22421995,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,203","3,568","3,723","4,359","4,712","5,145","5,606","6,355","6,750",763,829,891,928,974,"1,037","1,107","1,173","1,240"
661,Coogee_Canberra St and Creer St,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,32.6738086,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,218","2,224","2,229","2,298","2,340","2,394","2,442","2,566","2,710",395,441,475,504,538,574,606,633,662
662,Navy Oval,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,69.27384628,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,815,966,"1,321","2,188","2,609","3,114","3,665","4,469","4,778",173,191,205,219,234,250,263,275,287
663,Randwick Boys High School_Randwick Girls High School,Randwick - South,118021570,11570,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Education,22.06213838,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,228,537,715,728,740,757,774,809,850,"3,076","3,125","3,448","3,668","3,941","4,272","4,644","5,021","5,431"
664,Breakfast Point,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,27.15400215,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,742","3,532","4,296","4,636","4,846","5,245","5,688","6,164","6,810",567,609,664,698,732,773,814,852,892
665,Concord_Rothwell Park,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,34.37430829,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,508","1,556","1,664","1,821","2,036","2,253","2,436","2,601","2,766",281,347,416,522,574,641,682,722,763
666,Burwood_Milton St,Burwood - Croydon,120031391,11391,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Burwood (A),11300,Greater Sydney,1GSYD,Central,Residential,17.02311268,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,575","1,937","2,109","2,240","2,474","3,005","3,400","3,658","3,895","1,227","1,284","1,414","1,510","1,659","1,801","1,933","2,058","2,178"
667,Rhodes_North Eastern Side,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,31.87130808,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,696,758,"1,530","4,090","5,277","5,306","5,350","5,403","5,475","6,581","7,867","8,611","9,405","10,263","11,124","11,895","12,557","13,292"
668,Rhodes Station_West,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,11.34297765,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,119","2,786","3,285","3,378","3,399","3,440","3,482","3,529","3,587",84,91,98,104,111,118,124,130,136
700,Mortlake,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,27.7217609,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,004","2,580","3,138","3,387","3,541","3,832","4,156","4,503","4,975",581,625,681,716,751,793,835,874,915
701,Cabarita Point Ferry Wharf,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,71.32842134,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,808","2,828","2,849","2,866","2,897","2,978","3,058","3,142","3,166",312,354,384,400,421,445,469,491,515
702,Concord_Anderson Rd and Brays Rd,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,85.89128263,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,376","3,478","3,632","3,750","3,828","4,063","4,336","4,655","4,656",531,600,657,697,739,788,836,881,929
703,Concord,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Parkland,118.6431065,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,222","2,309","2,516","2,704","2,833","2,909","2,997","3,101","3,102","1,041","1,172","1,267","1,333","1,403","1,487","1,570","1,645","1,729"
704,Bayview Park Ferry Wharf,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,81.04941401,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,113","2,141","2,169","2,187","2,210","2,305","2,410","2,527","2,539",336,387,410,428,446,466,485,503,522
705,Concord_Cross St and Wellbank St,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,58.14779278,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,365","2,404","2,440","2,462","2,489","2,604","2,729","2,867","2,882",299,313,340,357,375,396,417,437,460
706,Westside Private Hospital,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Parkland,64.69811089,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,413","1,458","1,559","1,706","1,908","2,111","2,282","2,437","2,591",527,652,782,980,"1,079","1,205","1,282","1,356","1,434"
707,Queen Elizabeth Park,Concord - Mortlake - Cabarita,120011383,11383,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,62.92746167,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,210","2,292","2,464","2,655","2,851","3,064","3,258","3,444","3,526",516,590,673,793,860,939,"1,003","1,065","1,129"
710,Rhodes_Walker St and Darling Ave,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,16.3850884,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"6,240","6,242","6,244","6,351","6,675","7,125","7,538","7,940","8,487",381,421,456,482,510,542,573,600,630
711,Rhodes Station_East,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Commercial,22.20847843,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,98,107,216,577,745,749,755,763,773,"1,180","1,411","1,544","1,687","1,841","1,995","2,133","2,252","2,384"
712,Rhodes_South Western Side,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Commercial,18.81655155,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,414","4,490","5,294","5,444","5,479","5,543","5,612","5,687","5,781","4,398","4,740","5,114","5,453","5,790","6,144","6,475","6,764","7,085"
713,Concord West,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,48.56650924,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,623","1,668","1,737","1,790","1,817","1,983","2,170","2,387","2,394",896,939,"1,039","1,104","1,170","1,248","1,331","1,415","1,506"
714,Liberty Grove,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,22.81297144,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,454","2,455","2,456","2,459","2,470","2,489","2,508","2,524","2,546",361,378,397,415,434,455,477,496,518
715,Concord Repatriation General Hospital,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Parkland,79.64042434,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,60,63,69,74,79,83,88,93,98,"3,261","3,220","3,578","3,811","4,052","4,328","4,631","4,940","5,282"
716,Concord_WestQuandong St and Myall St,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,50.244177,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,887","1,914","1,943","1,962","1,982","2,056","2,139","2,231","2,240",339,384,420,441,462,487,514,538,565
717,Concord West Station_West,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Parkland,64.26805431,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,555","1,598","1,757","2,016","2,378","2,776","3,105","3,394","3,787","1,787","2,323","2,688","3,079","3,496","3,920","4,299","4,624","4,984"
718,Concord West Station_East,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,59.65716928,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,301","2,429","2,708","2,958","3,120","3,158","3,204","3,256","3,258",809,890,918,883,914,946,980,"1,011","1,050"
719,North Strathfield Station_West,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,16.56075238,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,600,638,753,891,"1,075","1,317","1,546","1,768","2,069",708,846,960,"1,075","1,148","1,229","1,294","1,356","1,415"
720,North Strathfield_Princess Ave,Concord West - North Strathfield,120011384,11384,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,15.8801432,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,583,630,719,842,"1,057","1,341","1,627","1,916","2,290",259,296,320,341,362,386,409,430,450
723,Drummoyne Wharf,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,42.0880141,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,526","2,608","2,819","2,925","2,983","2,995","3,015","3,040","3,072",400,453,487,512,539,571,600,626,655
724,Drummoyne,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,28.92734215,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,335","1,341","1,347","1,353","1,367","1,399","1,431","1,463","1,479",160,179,192,203,213,225,237,248,260
725,Birkenhead Wharf and Shopping Centre,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,72.72580274,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,706","4,201","4,849","5,090","5,198","5,229","5,271","5,325","5,396","2,550","2,796","2,985","3,165","3,327","3,515","3,703","3,870","4,055"
726,Russell Lea,Drummoyne - Rodd Point,120011385,11385,Canada Bay,12001,Sydney - Inner West,120,Canada Bay (A),11520,Greater Sydney,1GSYD,Central,Residential,64.79295584,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,684","3,719","3,776","3,822","3,864","3,968","4,083","4,207","4,221",373,409,450,476,503,534,565,594,626
