"MB_ID","JobsA10","JobsA15","JobsA20","JobsA25","JobsA30","JobsA35","JobsA40","JobsA45","JobsA5_","JobsA50","JobsA55","JobsA60"
10476580000,45079,199066,411396,805348,1222965,1859692,2287116,2754307,7722,3781586,4077004,4164749
10476590000,81665,243957,564803,957895,1521661,2060709,2459574,3200345,9427,4000082,4105883,4194121
10476600000,47380,178426,364534,754786,1176391,1815799,2238354,2703479,6603,3652356,4067128,4147647
10476610000,49020,180178,367316,763224,1184182,1829712,2262011,2714463,6353,3661157,4069152,4153322
10476620000,70261,213177,476518,869687,1341221,1956645,2350743,2884734,8203,3872176,4087183,4179829
10476630000,83894,246113,563669,954330,1511193,2048882,2450720,3169289,10318,3995730,4104844,4193576
10476640000,69221,230730,484701,884045,1333755,2107053,2476411,3422635,4694,3997174,4107643,4195572
10476650000,89188,246110,554430,946934,1481423,2046682,2437310,3152877,12393,4001640,4101557,4192173
10476660000,110629,245420,566709,968142,1487771,2111563,2466228,3291433,16481,4014992,4105154,4193505
10476670000,95688,276470,586200,957170,1468248,2185348,2529353,3519850,7844,4026322,4117167,4203040
10476680000,81032,179557,372915,782618,1311975,1880535,2282337,2835761,7221,3855099,4075959,4175987
10476690000,69526,194559,392916,801891,1230488,1927156,2334889,2899000,8405,3871531,4081915,4167878
10476700000,108321,290243,561463,954392,1444175,2191524,2558024,3576306,8338,4026240,4124944,4205069
10476710000,59403,171213,358149,746208,1213376,1822502,2263423,2744346,6456,3747744,4066391,4156290
10476720000,81364,184403,389916,796553,1342385,1903974,2308481,2916669,7653,3880237,4079722,4178736
10476730000,81955,175211,370306,754369,1239204,1872239,2293318,2812674,5960,3784524,4070416,4164290
10476740000,81996,182534,377120,769300,1257367,1892070,2304688,2851450,6699,3812972,4076675,4165480
10476750000,110987,245426,533625,948961,1462257,2129000,2492523,3388440,18387,4014007,4111435,4196493
10476760000,72079,224516,454655,870331,1268472,2063287,2460760,3359889,5300,3969884,4104279,4192404
10476770000,92957,200752,418967,819812,1331470,1971243,2357928,2968492,8423,3914954,4086606,4175513
10476780000,81850,215744,423140,865898,1282546,2066394,2454331,3350875,11377,3977345,4103823,4191731
10476790000,85934,192439,407002,824231,1398470,1965561,2348255,3045869,8301,3940768,4087304,4186453
10476820000,78229,222313,434469,858494,1295324,2081370,2481354,3494442,9183,3967987,4110123,4194754
10476830000,79323,223946,421429,838459,1306645,2075958,2505847,3529124,9526,3978808,4112898,4195876
10476840000,97570,216755,416112,841601,1318242,2094468,2473187,3472905,12681,3966197,4108308,4194415
10476850000,85865,244189,466987,896755,1359855,2139830,2552769,3572826,8844,3998848,4121887,4200459
10476860000,90393,209597,408772,831186,1281373,2070398,2462699,3443843,9161,3954738,4105581,4192446
10476870000,77620,167551,378387,743558,1275762,1903466,2313283,2928875,3443,3842218,4075860,4172748
10476880000,82477,249767,471753,891497,1332355,2117481,2502679,3512598,5560,3986596,4112673,4197713
10476890000,96535,228522,445254,844946,1427526,2091856,2546998,3601166,12209,3986104,4118309,4199117
10476900000,103925,213946,435039,856578,1436088,2028301,2400920,3282457,10612,3958021,4099416,4189105
10476910000,94546,193780,422254,818312,1440410,2017157,2400057,3233332,6137,3970473,4092930,4190216
10476920000,101961,238199,470560,890192,1495666,2168884,2574172,3605594,15412,4003282,4124127,4202150
10476930000,85835,180806,393383,772217,1294229,1904098,2319212,2995681,4581,3860703,4078286,4176295
10476940000,79740,176149,380768,750760,1270396,1885405,2303225,2909569,3742,3833636,4074052,4170106
10476950000,109465,214086,482437,922800,1539321,2095875,2457678,3428639,17544,4001411,4106794,4197967
10476960000,54779,190978,399985,760794,1186112,1942708,2420875,3340750,2299,3927477,4091040,4180153
10476970000,119770,265683,538610,943085,1641724,2225104,2987621,3844876,21491,4031291,4158268,4211367
10476980000,96988,232948,450569,860679,1367877,2102567,2556372,3618406,4405,3989191,4124042,4199887
10476990000,102298,232429,460322,857472,1495348,2120187,2685074,3735356,10659,4005918,4137197,4202238
10477000000,112512,254958,521392,924627,1608242,2207747,2951859,3834063,16109,4026445,4154250,4209199
10477010000,113985,258119,502146,916675,1465626,2178677,2709182,3758729,9889,4020636,4143775,4206288
10477020000,124229,274348,552313,971813,1690181,2262073,3082657,3858371,20241,4037776,4164327,4212831
10477030000,107534,249820,504182,911060,1590313,2193910,2894036,3827403,14912,4023248,4151004,4207833
10477040000,123402,266200,542055,948627,1642820,2231888,2986618,3845942,19412,4032285,4158634,4211529
10477050000,85068,180551,381708,787794,1411512,1937425,2491037,3609330,7710,4015622,4133084,4203399
10477060000,94077,197918,411406,889537,1478011,2004098,2562358,3679163,11906,4033192,4145637,4205975
10477070000,116432,260033,534821,953677,1642203,2241905,2970466,3846412,14981,4034400,4157946,4211003
10477080000,99146,218551,430224,949765,1535413,2045848,2801739,3780400,16581,4048448,4162294,4211758
10477090000,144107,307361,608443,1036192,1780104,2326534,3114966,3885978,22090,4061753,4168551,4216665
10477100000,124236,260952,532081,935485,1675469,2206324,2913895,3833893,52591,4030776,4153856,4208116
10477110000,128794,267672,524079,934920,1647772,2158671,2791876,3802064,55835,4038019,4149746,4206460
10477120000,114433,248767,481926,969296,1573224,2108991,2632633,3716805,47814,4045124,4152704,4207725
10477130000,104039,226970,457977,793300,1479094,2053027,2584886,3673737,49644,3997276,4129151,4199955
10477140000,104059,244283,458603,861787,1491446,2031814,2532227,3554546,51453,4006237,4120655,4200298
10477150000,101742,235531,464650,827975,1496905,2053376,2572304,3645552,49644,3996963,4127817,4199663
10477160000,150641,305586,590830,1063303,1809320,2358734,3316925,3899419,35994,4059764,4175157,4216712
10477180000,147257,299678,581324,1042260,1793801,2330212,3227843,3890292,49169,4054636,4171698,4215101
10477190000,143256,296857,576695,1039036,1784126,2319677,3214121,3886286,50705,4051880,4171056,4214944
10477200000,130841,280657,555626,980447,1722709,2282351,3145156,3870142,30968,4044670,4167235,4213489
10477210000,131066,280370,552900,981181,1724124,2283331,3171289,3871178,30842,4044737,4167561,4213479
10477220000,99821,203221,412406,831403,1411446,1925253,2588402,3679815,37763,4014356,4143181,4203594
10477230000,102457,217524,439551,864811,1436714,1949761,2695375,3735983,40255,4024178,4150104,4206763
10477240000,100952,205228,423119,842682,1420839,1934205,2641739,3711072,38371,4018638,4147626,4205418
10477250000,119180,275302,512986,972746,1711065,2259804,3309601,3878304,16776,4044599,4168841,4213875
10477260000,42928,189121,379101,687366,1301696,1991378,2631012,3700577,2747,3983823,4117725,4197575
10477270000,25619,157404,319287,605757,1129170,1824399,2396563,3433476,2266,3933959,4070311,4187007
10477290000,88775,208686,388271,718230,1341251,1969611,2472471,3482071,10824,3954708,4092420,4190859
10477300000,107559,241947,454775,875389,1555634,2080869,2732061,3769332,18693,4000970,4132876,4201652
10477310000,96269,238697,471425,873123,1585151,2125760,3035715,3828613,9617,4017975,4150023,4208199
10477320000,102215,234788,438385,825348,1520621,2064586,2697830,3743246,17504,3995956,4129358,4200480
10477330000,94195,221169,412060,754146,1461264,2017611,2597993,3660217,14258,3980609,4113662,4196880
10477340000,64399,216900,436979,833672,1482321,2089262,2866525,3809793,5545,4010026,4142227,4205197
10477350000,98504,250712,485612,918580,1598931,2184422,3074980,3844961,8475,4026303,4156997,4210161
10477360000,32780,176914,357043,654855,1245590,1916776,2499920,3582540,3446,3958506,4089884,4193396
10477370000,39021,186674,375040,690391,1292905,1973384,2592443,3656844,4021,3974935,4110348,4196220
10477390000,108427,269362,508263,955960,1663547,2231657,3153722,3861186,14171,4037946,4163763,4211867
10477400000,92010,223124,418949,759327,1498304,2037827,2709565,3752798,8732,3988870,4123743,4199411
10477410000,86031,221504,418182,757665,1500289,2043096,2729268,3757511,8282,3989621,4124663,4199691
10477420000,98054,227999,429373,795216,1504956,2039088,2651660,3714059,15517,3990341,4122956,4198598
10477430000,30602,172738,347220,646767,1218151,1898306,2465977,3536015,3714,3950947,4080575,4191881
10477440000,107906,268893,503993,955487,1682865,2192688,3079519,3846252,12787,4029238,4157612,4210489
10477450000,105634,243197,447966,848018,1567801,2085731,2827283,3791828,17801,4005017,4137873,4203470
10477460000,105695,266243,502425,949153,1683997,2196222,3081152,3847592,12781,4029485,4159417,4210621
10477470000,80924,227044,456428,852267,1507717,2107961,2930994,3817364,5091,4015371,4145187,4206458
10477480000,77284,181951,350161,696097,1235450,1811115,2304719,3506119,8197,3934677,4097933,4191469
10477490000,62134,149738,337291,693491,1154420,1675981,2543973,3644976,2221,3965812,4130581,4197059
10477500000,64998,158738,326056,643086,1127506,1726250,2227010,3368007,4324,3899758,4074526,4179316
10477510000,64414,220150,439730,839097,1491348,2092131,2866428,3809636,4859,4009995,4141999,4205176
10477520000,49544,198082,398476,735198,1356358,2020068,2674084,3734384,3292,3990027,4123108,4199930
10477530000,85672,202682,374074,700536,1404269,1938231,2577510,3698173,9512,3970737,4114754,4196423
10477540000,42089,188538,384590,707501,1317812,1993740,2624618,3696214,2880,3982924,4117804,4197425
10477560000,60792,160467,319749,599280,1094353,1723889,2216015,3304992,4935,3876725,4062995,4173092
10477570000,95969,234904,425647,805880,1549613,2041074,2886388,3804538,10117,4003634,4138039,4204178
10477580000,76165,184808,352816,682073,1221256,1815983,2301664,3459502,8278,3930110,4087103,4187195
10477590000,36759,177361,364466,672489,1271449,1935953,2530938,3611180,2673,3967609,4094509,4194610
10477600000,86938,195679,375164,710876,1331735,1886961,2412216,3579272,9920,3948476,4100533,4192877
10477610000,89914,198706,375916,724569,1377955,1921592,2486516,3621108,8310,3960984,4106707,4194901
10477620000,89918,198738,375950,724818,1377905,1921751,2486998,3621201,8310,3960961,4106736,4194908
10477630000,101202,226082,417351,795540,1529902,2017101,2869953,3801514,10202,3996024,4136864,4203865
10477640000,10294,100397,222555,568113,924106,1374747,2141195,3428104,474,3881490,4087139,4180423
10477650000,110656,252987,446935,852745,1595243,2080550,3000945,3822843,12095,4012880,4149375,4207224
10477660000,69361,182793,354907,651090,1280891,1840132,2434950,3617848,6856,3950799,4099552,4192331
10477670000,34154,136971,340531,719813,1097101,1588157,2731066,3654759,2300,3974910,4134682,4195142
10477680000,54391,208615,438969,825292,1326404,1889624,2298481,2831318,8524,3847734,4081579,4177306
10477690000,50034,212728,464905,850318,1319050,1924475,2330478,2840973,9607,3843498,4083412,4176885
10477700000,62030,231082,515362,905552,1407116,1990935,2374209,2973978,11926,3927586,4092436,4187179
10477710000,52752,210850,464548,858273,1325756,1939266,2338300,2860785,9732,3859514,4085224,4178418
10477720000,74334,242570,574354,963158,1549472,2072132,2483925,3249044,10741,4013734,4108505,4195505
10477730000,80209,249880,588957,980646,1588865,2101302,2514109,3311675,11725,4025982,4114216,4198074
10477740000,80561,215183,419693,862963,1279615,2060400,2450557,3343474,11457,3975602,4103290,4190601
10477750000,70218,213939,430017,853940,1262080,2055375,2457296,3355251,9399,3964660,4103888,4190294
10477760000,51460,195822,400494,797257,1264239,1855607,2278268,2758599,7200,3788146,4074167,4163194
10477780000,53110,190501,385584,790420,1267879,1852152,2268281,2773068,6830,3783141,4073524,4164509
10477800000,76773,186619,372672,783069,1327073,1879320,2271690,2902206,6660,3858481,4076620,4179335
10477810000,87027,199579,425003,822524,1396773,1926023,2327031,3009010,8701,3936744,4086368,4186727
10477820000,45713,192324,395775,795039,1212242,1844643,2274264,2734806,7574,3724363,4072618,4159926
10477830000,49691,190432,389140,790107,1212186,1842674,2272215,2743055,6922,3763344,4072451,4158639
10477840000,49528,186687,382243,787667,1209615,1839144,2264511,2740202,6988,3757721,4071886,4157922
10477850000,56162,186367,361934,767135,1279354,1835022,2232889,2786104,6645,3802482,4071851,4171098
