TZ16_CODE,TZ16_NAME,Tz16_Area
"616",Australian Golf Course,637441.91010900005
"617",Kensington Park,150105.55144600000
"609",Kingsford_Town Centre,197602.53103600000
"610",Kensington_Tresidder Ave,274251.32787699997
"618",Kingsford_Castellorizian Club,163333.49665099999
"619",Kingsford_Kennedy St and Middle St,266386.26060799998
"620",Kingsford_Botany St and Sturt St,354172.67484300002
"621",Kingsford,527864.87074799999
"622",Kingsford_Borrowdale Rd,226714.74114200001
"636",Maroubra Junction Public School,337262.12666499999
"638",Maroubra High School,484029.79142899998
"639",Maroubra_Storey St and Amour Ave,389079.53957299999
"641",Maroubra_Torrington Rd and Duncan St,597927.85224399995
"643",Maroubra Mons Ave,507125.28531399998
"644",Maroubra Beach,622258.04372700001
"646",Coral Sea Park,550035.07368100004
"647",South Maroubra Village Shopping Centre,382200.20727200003
"637",Stocklands Mall Maroubra,230904.96950199999
"640",South Sydney High School,850737.99778300000
"642",Maroubra_Robey St and Wise St,315118.21292999998
"645",Heffron Park,646452.83574600006
"650",Randwick_Monmouth St and Stephen St,333322.29264000000
"651",Randwick_Park Av and Gilderthorpe Av,400869.09605900000
"652",Roma Private Hospital,313533.06526700000
"653",Clovelly_Bishops Ave and Douglas St,167658.63504200001
"654",Randwick North High School,285675.56859899999
"655",Randwick,431904.82660600002
"656",Randwick Racecourse,871293.05357600003
"657",Randwick Plaza,426259.27444900002
"658",Coogee St,243430.32448800001
"659",Prince of Wales Hospital,206269.20445799999
"660",St Pauls,381568.62238100002
"661",Coogee_Canberra St and Creer St,326162.98734599998
"662",Navy Oval,691520.52652399999
"663",Randwick Boys High School_Randwick Girls High School,220232.79694900001
"2318",Villawood,1192369.51934999996
"2319",Bass Hill_Chester Hill Rd and Cann St,771404.43749699998
"2320",Mirambeena Regional Park,1899935.18350999989
"2321",Bass Hill Plaza,533641.97328699997
"2322",Setfon Golf Course,619827.84594699997
"2323",Whitemore Reserve,1079626.04484999995
"2324",Crest Sporting Complex,1629308.18326000008
"2325",Georges Hall,1173333.53300000005
"2328",Fairfax Printers,1812622.43739000009
"2329",Potts Hill,1106962.43855000008
"2330",Chullora Industrial Area_Southern End,756042.44251600001
"2331",Yagoona Business Park,367231.66508300003
"2334",Condell Park_South St and Norman St,565998.91243400006
"2335",Fairfax Comm Newspapers,630378.84810199996
"2336",Condell Park_Jocarm Av and Dalton Av,617023.90314499999
"2337",Bankstown Airport,3558829.15835999977
"2338",Condell Park,682060.65348700003
"2339",Condell Primary School,719112.90362799994
"2340",Condell Park_Woorang St and Milperra Rd,291072.42890699999
"2341",Bankstown Paceway,915866.72851699998
"2342",Milperra Industrial Area_Western End,1009939.39376000001
"2343",Milperra Industrial Area_Eastern End,996815.53466400004
"2346",Woolworths Greenacre,1117107.06768000009
"2347",Bankstown Private Hospital,750767.82912000001
"2348",Greenacre_Waterloo Rd and Rawson Rd,1166854.38042000006
"2349",Greenacre,1038303.86176000000
"2350",Greenacre Civic Centre,983824.17681099998
"2351",Greenacre_Ethel Pyers Res,534976.95911399997
"2352",Greenacre Primary School,735725.71560000000
"2353",Mount Lewis Public School,642381.85435899999
"2356",Padstow_Playford Park,510890.50843500003
"2357",Padstow Industrial Area_Southern End,867764.43948499998
"2358",Padstow Station_North,679432.90864599997
"2359",Padstow_Spring St and Baldwin St,280374.14071399998
"2360",Padstow Station_South,979861.54094500002
"2361",Padstow Hts Primary School,1013271.48857000005
"2362",Padstow_Adelaide Rd and Alma Rd,684755.19737399998
"2363",Padstow Heights,1480801.62352999998
"2366",Milperra,2164399.25436000014
"2367",Mount St Joseph High School,1435967.04787999997
"2368",Killara Res_Panania,738348.96580300003
"2369",Blue Gum Farm Milperra,1984587.97301999992
"2370",Panania Station_North,767568.47802899999
"2371",Revesby_Tower St Public School,293005.74140000000
"2372",Panania Station_South,908283.31916900002
"2373",East Hills Station,930462.50892399997
"2374",Panania_West,562586.76037799998
"2375",Picnic Point,1177559.81927999994
"2376",Picnic Point High School,584805.33842399996
"2377",Picnic Point_Georges River National Park,2817525.68432000000
"2380",Sir Joseph Banks High School,689692.91522199998
"2381",Greenway Shopping Village,1289739.56218999997
"2382",Revesby_Wilberforce Rd and English St,431730.48520800000
"2383",Revesby Station_North,592185.68357800005
"2384",Revesby Station_South,342254.23596100003
"2385",Padstow_Montgomery Av and Jamieson St,329150.80127300002
"2386",Panania_East,340632.96732300002
"2387",Revesby Heights,1068554.40237000003
"2390",Birrong Station,1193787.17769999988
"2391",Yagoona_O'Neil Park,386306.06743200001
"2392",Yagoona West,458867.41733500001
"2393",Yagoona,770061.03931999998
"2394",Yagoona_Graf Park,703153.08798399998
"2395",Yagoona Station_East,498950.08933500003
"2396",Yagoona_Edgar St and Elizabeth Cr,332746.21559099999
"2397",Yagoona Station_West,373558.77402100002
"2398",Yagoona_Saltash St and Glassop St,831785.59781299997
"2298",Bankstown RSL Club,106842.82636700000
"2300",Bankstown North Primary School,266636.57215999998
"2301",La Salle Catholic College,340956.13857900002
"2302",Bankstown_Sir Joseph Banks St and Milton St,266021.24404199998
"2303",Bankstown West Primary School,537605.31186899997
"2304",Bankstown_Gordon St and Cairds Ave,179665.22688199999
"2305",Bankstown Square,293582.92593199998
"2306",Mount Lewis,303322.22373500001
"2316",Bankstown_Mitcham Rd and Little Rd,441079.81883200002
"2299",Bankstown_St Euphemia College,175738.82331300000
"2307",Bankstown Station_South,136725.23173999999
"2308",Bankstown_Oxford Av and Brandon Av,503594.73880300001
"2309",Bankstown,332316.93917500001
"2310",Bankstown_Dorothy Park,174669.40114999999
"2311",Bankstown Girls High School,579386.43642100005
"2312",Bankstown_Oxford Av and Koonya Av,315030.30735399999
"2313",Bankstown_Lidcombe Hospital,713968.01857399999
"2314",Bankstown_Home Central,681281.68351799995
"2315",Padstow Industrial Area_Northern End,803106.62257699994
"2500",Belfield_Water St and Punchbowl Rd,543606.81160100002
"2501",Belfield Plaza,1235967.78481999994
"2502",Belmore Boys High School,589939.05039800005
"2503",Belmore Station_North,171134.86002100000
"2504",Belmore Station_South,300477.48160200001
"2505",Belmore Sportsground,631868.26698199997
"2506",Belmore South Primary School,706840.25034100004
"2507",Belmore_All Saints Greek Orthodox Church,325642.31844900001
"2508",Campsie_Anzac Square,321373.68684699998
"2509",Campsie_Seventh Av and Fifth Av,418074.45026399998
"2510",Campsie_Brighton Av and Moore St,574747.25297100004
"2511",Campsie_Beamish St and Ninth Av,213334.93174599999
"2512",Harcourt Primary School,358676.31361100002
"2513",Canterbury_Wonga St and Wairoa St,426547.40379800001
"2514",Canterbury Memorial Hospital,311357.49237100000
"2515",Campsie,155671.94469500001
"2516",Canterbury,560726.98034000001
"2517",Campsie Industrial Area,408437.64408100001
"2518",Clemton Park_Yatama Park,500065.11555300001
"2529",Campsie_Elizabeth Ln and Perry Ln,191723.98700299999
"2530",Cantebury_Fore St and High St,328814.56988000002
"2519",Earlwood_ Ann St and Karrol Av,507979.50012300001
"2520",Earlwood_Turrella Reserve,1008412.68258000002
"2521",Earlwood_Wardell Rd and Permanent Av,982372.37833500002
"2522",Earlwood_Woolcott St and Fuller Av,677305.80835499999
"2523",Waterworth Park,634605.47588100005
"2524",Earlwood,1131434.48459000001
"2525",Earlwood_Homer St and Malley Av,638096.43254199997
"2526",Kingsgrove_Homer St and Bexley Rd,992073.14560499997
"2527",Kingsgrove Industrial Area,1221367.04501000000
"2528",Kingsgrove Station_North,394006.55793700001
"2541",Punchbowl Boys High School,364546.80066800001
"2542",Punchbowl_Scott St and South Tce,487783.77750299999
"2543",Punchbowl Station,326257.89140700002
"2544",Punchbowl_James St and Lancaster Av,436663.86901600001
"2545",Punchbowl Primary School,540666.77530800004
"2546",George Cayley Reserve,491675.97383500001
"2547",Punchbowl Industrial Complex,290622.44751199998
"2548",Whitmarsh Park,709482.29496099998
"2549",Industrial Area,856376.12984199997
"2551",St Charbels College,470026.74049400003
"2557",Punchbowl_Warren Parade,261327.91383100001
"2552",Roselands_Council Works Depot and Training Centre,591058.21850099997
"2553",Roselands_Ludgate St and Albion St,947428.44759300002
"2554",Roselands,764902.49459500005
"2555",Canterbury Golf Course,493584.51317100000
"2556",Roselands_Karne St and Shorter Av,842055.67939499998
"2531",Lakemba_Yerrick Rd and Yangoora Rd,514307.18857699999
"2532",Lakemba_Colin St and Punchbowl Rd,413695.71298800001
"2533",Lakemba_Jubilee Res,294002.07244600001
"2535",Lakemba Station_South,255668.91675199999
"2536",Lakemba,446413.82985300000
"2537",Lakemba_Sproule St and Myee St,259014.38458600000
"2534",Wiley Park Station_North,365426.91673000000
"2538",Wiley Park Station_South,296557.55417199997
"2539",Wiley Park_Hillard St and Lakemba St,179031.67309500001
"2540",Wiley Park,219817.12934700001
"2550",Wiley Park_Hillcrest St and Beuauchamp St,329778.21923500003
"2600",Hurstville_Emily St and Barnards Av,617264.41364200006
"2601",Beverly Hills Primary School,442952.55962100002
"2602",Hurstville,673893.93351500004
"2603",Hurstville Community Hospital,613794.80070200004
"2604",Hurstville_Forest Rd and Gloucester Rd,239541.76467800001
"2605",Allawah Station_North,360256.05684199999
"2606",Westfield_Hurstville,186277.82556400000
"2607",Hurstville Public School,344820.28334500000
"2608",Hurstville_Cross St and The Avenue,155231.05553700001
"2609",Penshurst_Penshurst St and Nicholson St,746274.72787299997
"2610",Penshurst_Penshurst St and Clarence St,527269.94797400001
"2611",Penshurst West Public School,260778.40171800001
"2612",Penshurst Station_North,395381.59440800000
"2613",Mortdale,597487.16842000000
"2614",Mortdale Station_West,357808.55534500000
"2615",Hurstville Golf Course,1013287.37456999999
"2616",Oatley Station_West,794061.37519000005
"2617",Oatley Park,1412590.92653999990
"2620",Beverly Hills Station_North,788135.34574400005
"2621",Narwee Station,735944.79963300005
"2622",Beverly Hills Station_South,420615.00108199997
"2623",Beverley Hills Girls High School,639485.00449500000
"2624",Narwee High School,801523.01531299995
"2627",Penshurst Station_South,468857.48515600001
"2628",Hurstville Grove North,588646.53080399998
"2629",Mortdale Station_East,633929.84921999997
"2630",Hurstville Grove,784617.04239099997
"2631",Oatley Station_East,610655.01972600003
"2632",Oatley_Rosa St and Herbert St,861874.32962500001
"2633",Oatley_Simpson Res,398878.49439499999
"2636",Peakhurst,540167.45458000002
"2637",Peakhurst_Belmore Rd and Richards Av,951276.14714400005
"2638",Peakhurst West Primary School,294367.74240300001
"2639",Hurstville Council Depot,771639.45909899997
"2640",Peakhurst Village Shopping Centre,1314465.35654999991
"2641",Peakhurst Heights,871271.96712299995
"2642",Lugarno,943156.84832899994
"2643",Lugarno Primary School,1730984.26582000009
"2646",Riverwood_Salt Pan Ck Res,764965.40702799999
"2647",Riverwood_Lance Hutchinson Oval,662155.75529400003
"2648",Riverwood Station,652473.67222900002
"2649",Riverwood Station East,688289.97178499994
"2652",Hurstville_Hillcrest Ave and Mabel St,408562.84294000000
"2653",Hurstville_Empress Res,300586.31619500002
"2654",South Hurstville_Woniora Rd and Connells Point Rd,569185.38224700000
"2655",South Hurstville,992405.92094900005
"2656",Blakehurst High School,414715.19304599997
"2657",Legacy House Blakehurst,610009.00458800001
"2658",Carss Park Lookout,796086.87241499999
"2659",Connells Point,1037947.68003000005
"2660",Bald Face Point Lookout Blakehurst,1109646.85358999996
"2699",Wolli Creek_Guess Ave and Arncliffe St,155994.82266800001
"2700",Wolli Creek Station North,160402.18634200000
"2701",Turrella Station,514747.92593999999
"2702",Wolli Creek Station,105987.23515600000
"2703",Turrella_Coolibah Res,405370.56475700001
"2704",Wolli Creek_Cahill Park,202431.39269099999
"2705",Arncliffe_Wollongong Rd and Kelsey St,301450.76007800002
"2706",Arncliffe_Arncliffe Park,164465.22595299999
"2707",Arncliffe Station,305454.06292400003
"2708",Kogarah Golf Club,457569.32583699998
"2709",Bardwell Valley Golf Club,471797.24013300001
"2710",Bardwell Valley,314649.01484800002
"2711",Arncliffe_Farrar St,248891.38442500000
"2712",Banksia Station_West,245824.89329499999
"2713",Barton Park Driving Range,929241.48372300004
"2716",Bardwell Valley Golf Club_South,376793.00787799997
"2717",Dolls Hospital Bexley,568019.94479700003
"2718",J. Downeys Cottage Bexley,661505.18278300005
"2719",Bexley,407460.66514100000
"2720",Kingsgrove Park,970138.49592599995
"2721",Bexley_Glenfarne St and Shirley St,392666.52958999999
"2722",Bexley Marist Brothers High School,465671.39253600000
"2723",Kogarah Station_West,388225.78597999999
"2724",Bexley_Verdun St and Washington St,567994.38203700003
"2725",Carlton Station_North,470213.93192499998
"2728",Bardwell Park Station,746913.79461200000
"2729",Bexley North Station,571960.68718100002
"2730",Kingsgrove_Caroline St and Edward St,848304.84769099997
"2731",Kingsgrove Station_South,503617.58560599998
"2732",Bexley North,712685.96781700000
"2733",Kingsgrove_Morgan St and Ashby St,396951.81870100001
"2736",Kogarah Station_East,425300.91337099997
"2737",Kogarah,257860.71463599999
"2738",St George District Hospital,379841.29645899998
"2739",Moorefield Girls High School,597477.79687399999
"2740",Calvary Hospital,107430.45276800000
"2741",Darrell Lea,448018.17539300001
"2744",Allawah Station_South,397818.45407699997
"2745",Carlton Station_South,598105.66221300000
"2746",St George Christian School,277219.23435300001
"2747",Carlton,556939.45452000003
"2748",Beverley Park,359280.00602099998
"2749",Beverley Park Golf Club,779719.65479099995
"2750",Kogarah Bay,528242.07030100003
"2753",Kyeemagh,593560.85193799995
"2754",Brighton-Le-Sands_Moate Av and Rowley St,616640.21520600002
"2755",Brighton-Le-Sands_Tony Baker Res,364213.09053699998
"2756",Brighton-Le-Sands,650093.32807799999
"2757",Lady Robinsons Beach,673806.56824099994
"2758",Lady Robinsons Beach South,476492.58607299998
"2761",Gardiner Park Rockdale,255482.65601899999
"2762",Lydham Hall Rockdale,253030.39966900001
"2763",Banksia Station_East,768273.00988899998
"2764",Rockdale,290856.59475400002
"2765",Rockdale West,279114.69858299999
"2766",Rockdale Station,412551.03665099997
"2767",Wilsons Farmhouse Rockdale,439114.17022199999
"2768",Rockdale Tennis Club,265171.90906799998
"2769",Rockdale South Side Plaza,606185.62515700003
"2772",Ramsgate Plaza,753306.16468399996
"2773",Ramsgate Plaza South,934482.76582600002
"2774",Fisheries Department Sans Souci,962215.76193799998
"2775",Sandringham,770443.64693000005
"2776",Sans Souci,1183173.08382999990
"664",Breakfast Point,271053.54430299997
"665",Concord_Rothwell Park,343129.37105600000
"700",Mortlake,276720.60133400001
"701",Cabarita Point Ferry Wharf,712007.23987100006
"702",Concord_Anderson Rd and Brays Rd,857375.82786099997
"703",Concord,1184309.53795000003
"704",Bayview Park Ferry Wharf,809045.92725199996
"705",Concord_Cross St and Wellbank St,580439.27816400002
"706",Westside Private Hospital,645827.26095400006
"707",Queen Elizabeth Park,628152.10441399994
"667",Rhodes_North Eastern Side,318140.20745300001
"668",Rhodes Station_West,113226.03176899999
"710",Rhodes_Walker St and Darling Ave,163556.36271900000
"711",Rhodes Station_East,221686.02766399999
"712",Rhodes_South Western Side,187827.81667100001
"713",Concord West,484794.41557800001
"714",Liberty Grove,227720.82711899999
"715",Concord Repatriation General Hospital,794976.09127400001
"716",Concord_WestQuandong St and Myall St,501542.14995100000
"717",Concord West Station_West,641530.16813999997
"718",Concord West Station_East,595504.40092599997
"719",North Strathfield Station_West,165311.79798700000
"720",North Strathfield_Princess Ave,158518.11932699999
"739",North Strathfield_Pomeroy St and George St,143706.84292400000
"740",Bakehouse Quarter,105820.06446400000
"741",North Strathfield_Beronga St and Tenterfield St,134621.15248100000
"742",North Strathfield Station_East,135116.71825500001
"723",Drummoyne Wharf,420127.08535600000
"724",Drummoyne,288756.28217100003
"725",Birkenhead Wharf and Shopping Centre,725957.94801199995
"726",Russell Lea,646772.10998700000
"727",Drummoyne Boys High School,527363.46965500002
"728",Rodd Point,745212.95248800004
"743",Drummoyne_Gladesville Bridge,343977.33050699998
"731",Abbotsford Ferry Wharf,434541.07242600003
"732",Chiswick Wharf,478491.57460599998
"733",Abbotsford Public School,531786.79008099996
"734",Wareemba,664692.25810800004
"735",Canada Bay,813245.35306400002
"736",Five Dock_Gt North Rd and Second Ave,37890.82723430000
"737",Five Dock,868277.26583799999
"738",Five Dock Public School,333086.32942500000
"744",Five Dock _Great N Rd and Queens Rd,448842.32790700003
"745",White Bay,163889.33879700000
"800",Cockatoo Island,178832.13600900001
"801",Birchgrove Louisa Rd Wharf,574672.13607200002
"802",Balmain West Elliott St Wharf,244694.76590299999
"803",Balmain_Thames St and Trouton St,227909.99493500000
"804",Balmain_Montague St and Darling St,341951.85772099998
"805",Balmain Ferry Wharf Darling Street,293610.08754799998
"806",Gladstone Park,246299.46908400001
"807",Balmain_Roseberry St,216037.22904300000
"808",Balmain_Punch Pk,88476.08753300000
"812",Rozelle Bay MLR,511553.96606300003
"813",Lilyfield MLR,600564.79259900004
"814",Leichhardt Darley Rd,523392.03129999997
"815",Leichhardt_Catherine St and Hill St,284237.47723900003
"816",Leichhardt_Foster St and Walter St,355258.75339799997
"817",Leichhardt_Town Hall,211166.85266999999
"818",Annandale_Johnston St and Booth St,437341.81640800001
"819",Leichhardt_Norton Plaza_Italian Forum,365859.49930899998
"820",Annandale,537083.96748899994
"821",Leichhardt_Market Place,637957.84811400005
"824",Balmain High School,254781.35374500000
"825",Rozelle_Cambridge St and Moodie St,226087.88637299999
"826",Rozelle Public School,317184.52701299998
"827",Balmain_Smith St and Marsfield St,51562.20955180000
"828",Balmain_Coal Berth,81327.83586209999
"829",Callan Park_Rozelle,648767.30776600004
"830",Glebe Island,266972.27116499998
"831",Rozelle_Easton Pk,365015.47454700002
"832",Rozelle Yard,96978.97408230000
"833",Lilyfield_Balmain Rd and Grove St,401654.87824200001
"834",Leichhardt Oval,555436.29555399995
"835",Lilyfield_War Memorial Pk,161148.67598700000
"836",White Bay Power Station,37850.17683400000
"837",Rozelle_Sydney Boathouse,132878.85669399999
"898",Ashfield RSL Club,237934.84653600000
"900",Ashfield_Frederick St and Henry St,488695.41323499999
"901",Ashfield_Chandos St and Loftus St,299709.62196700001
"902",Ashfield Station_North,480600.46552400000
"903",Ashfield Park,300307.49969800003
"904",Ashfield Station_South,205511.60307700001
"905",Ashfield,508461.79392199998
"906",Masonic Hospital,531286.06374400004
"907",Canterbury Boys High School,610289.00420800003
"666",Burwood_Milton St,169927.90480200000
"894",Burwood_Gladstone St,72964.19848510000
"895",Burwood Station_North,105403.07158200000
"896",Burwood Station_South,69837.56042480000
"910",Burwood Park,353991.46098999999
"911",Burwood Girls High School,567651.63579400000
"912",Croydon_Byron St and Bay St,410270.45611400000
"913",Burwood_Elsie St,86057.71709150000
"914",Burwood_Lucas Rd and Queen St,325008.59599300002
"915",Burwood Plaza,124940.11104100000
"916",Croydon Public School,332389.13864199998
"917",Burwood_Burwood Rd and Clarence St,250328.75534100001
"918",Burwood East,135314.35248199999
"919",Croydon Station_North,218232.30273400000
"920",Burwood_Angelo St and Minna St,420843.60493700003
"921",Croydon Station_South,436689.52167699998
"922",Burwood_Weldon St and Ethel St,404860.90609700000
"897",Canterbury Station_North,351661.50865300000
"899",Hurlstone Park Station,394826.95767600002
"924",Canterbury Station_South,141384.12230799999
"925",Chubb,967983.48661400005
"926",Canterbury Park Racecourse,475014.90169500001
"927",Hurlstone Memorial Reserve,257560.78964599999
"928",Hurlstone Park_Edgeware School,433586.13212600001
"931",Burwood Heights_Badminton Rd and Hume Hwy,520970.11295500002
"932",Henley Park,725155.53879400005
"933",Croydon_Wesley Private Hospital,348468.75813500001
"934",Croydon Park_Beaufort St and Kater Pl,554213.71558800002
"935",Croydon Park_Portland St and Georges River Rd,871352.31171899999
"936",Croydon Park,943867.58776200004
"939",Lewisham Station_South,511547.50096999999
"940",Dulwich Hill_Johnson Park,327875.55789599998
"941",Dulwich Hill Pigott St,351866.77339900000
"942",Dulwich High School,375386.87634999998
"943",Dulwich Hill_Dixon Av and Elizabeth Av,351426.77342400001
"944",Dulwich Hill Station_North,350826.65915700002
"945",Dulwich Hill_Terrace Rd and Consett St,228642.66863700000
"946",Dulwich Hill Station_South,199292.36973599999
"949",Dobroyd Pt Primary School,652429.91200100002
"950",Haberfield,929737.37769899995
"951",Haberfield_Marion St and Ramsay Rd,796042.15863500000
"952",Summer Hill Station_North,349592.87678100000
"953",Summer Hill Station_South,109748.02365200000
"954",Allied Mills,248630.20559100001
"955",Summer Hill_Henson St and Junction Rd,382112.26332799997
"958",Homebush Park Business Centre,944379.11451999994
"959",Campus Business Park,294570.24300399999
"960",Courallie Ave and Telopea Ave,185105.12960700001
"961",Flemington Markets_Flemington Station,710720.04325200000
"962",Db Business Park,220747.94460200000
"963",Homebush Station_North,122450.18504800000
"964",Homebush West Public School,248440.54564699999
"965",Homebush Boys High School,382803.22037499998
"966",Homebush Station_South,446590.45392000000
"967",Homebush_Parramatta Rd and Crane St,139223.94046099999
"968",Powells Creek,141406.64768600001
"969",Strathfield Station_North,163878.67733999999
"970",St John Of God Hospital Burwood,235445.69877399999
"971",Strathfield Station_South,70705.70509880000
"972",St Patricks College,901608.22981199995
"973",Strathfield Girls High School,573541.84924200003
"974",Strathfield_Saint Peter and Paul Cathedral,581261.33409599995
"975",Santa Sabina College,262502.59115300002
"976",Strathfield_Australia Post Letter Centre,446873.19174200000
"977",Chalmers Rd School,518717.01106699998
"978",Strathfield South High School,916381.34262100002
"979",Strathfield_Kingsland Rd and Llandilo Av,493280.17449499998
"980",Burwood_Emu St and Angel Rd,249419.63752500000
"981",Strathfield_Wallis Rd and Augusta St,555786.46935399994
"982",Strathfield South Primary School,471142.04703600000
"983",Strathfield_SouthDean St and Water St,889224.30799400003
"984",Enfield Marsharlling Yards_East Side,1617298.52004999993
"1800",Roseville_Penhurst St and William St East,650457.25314599997
"1801",Chatswood_Gibbs St and Smith St,392282.35706600000
"1802",Roseville,494141.23603099998
"1803",Chatswood Chase Shopping Centre,194876.95516700001
"1804",Chatswood,728236.26938900002
"1805",Westfield Chatswood_Chatswood Station_East,121598.68614999999
"1806",Chatswood Station_West,93233.08287180000
"1807",Legacy House Hospital,573847.60132300004
"1808",Artarmon Station_East,935529.43397899996
"1809",Artarmon_Reservoirs,295017.44603699999
"1810",Artarmon Station_West,425336.18336700002
"1811",Westfield Chatswood_Anderson St,83296.76123010000
"1812",Chatswood West_Zenith Centre,71611.84781500000
"1813",Chatswood West_Greville St Park,738236.39932600001
"1814",Chatswood Tennis Club,1098304.59146000003
"1815",Chatswood High School,701166.81556300004
"1816",Clifford Love Footbridge Lane Cove,1099940.84688000008
"1817",Chatswood Golf Club,630896.22621500003
"1818",Lane Cove North,259983.08181500001
"1819",Lane Cove_Helen St and Norton La,257580.04911600001
"1820",Lane Cove_Centennial Ave and Karilla Ave,555648.61508100003
"1821",Lane Cove North_Kullah Parade,185411.94442799999
"1823",Lane Cove Industrial Estate,912326.08397299994
"1824",Lane Cove West,541394.58033499995
"1825",Lane Cove_Rosenthal Av and Birdwood Av,138015.29327299999
"1826",Lane Cove,869367.52624000004
"1827",Carisbrook House Lane Cove,673359.33306099998
"1828",Lane Cove_Longueville Rd and Dorritt St,690690.20981399994
"1829",Lane Cove Country Club,636564.92431799998
"1830",Riverview,1369331.76307000010
"1831",Greenwich Hospital,783892.68622100004
"1832",St Leonards_Park Rd and River Rd,238638.25104000000
"1833",Northwood Ferry Wharf,381277.61633400002
"1834",Longueville Private Hospital,991300.89118799998
"1835",Greenwich Point Ferry Wharf,682616.94981899997
"1846",Wollstonecraft_Smoothey Park,131116.62743100000
"1836",St Leonards Station West,244193.26857799999
"1837",North Shore Veterinary Hospital,58499.92248870000
"1838",Artarmon,271258.82410000003
"1839",Naremburn Pk,397693.15597099997
"1840",Naremburn,561283.56307200005
"1841",Artarmon Industrial Area_Western End,547573.96945700003
"1842",St Leonards Station,285239.54073499999
"1843",Royal North Shore Hospital,232336.43709399999
"1844",St Leonards,80001.24838090000
"1845",St Leonards_Australian Medical Association (NSW),78233.19326689999
"1847",Castle Cove,2338621.51096000010
"1848",North Willoughby,676408.59523700003
"1849",The Sugarloaf Middle Cove,910493.55269000004
"1850",Willoughby Girls High School,773995.22744100005
"1851",Willoughby East,711825.94461200002
"1852",The Quadrangle Shopping Centre,1407979.02328000008
"1853",Willoughby_Edward St and Artarmon Rd,580836.64387200004
"1854",Willoughby,549569.92771399999
"1855",Northbridge Plaza,613250.57705500000
"1856",War Memorial Northbridge,1447844.99050999992
"1857",Northbridge,721312.53770900005
"1600",Hornsby Heights_Somerville Rd and Waninga Rd,4622500.48245999962
"1601",Mount Kuring-gai Station,10266871.75009999983
"1602",Mount Colah,2330037.05470000021
"1603",Galston Gorge Hornsby Heights,3308687.99787000008
"1604",Colonnade Shopping Centre,2307156.83962999983
"1605",Mount Colah Station,6404994.44386999961
"1606",Hornsby Heights,2061848.35905000009
"1607",Asquith_West,683054.36629399995
"1608",Asquith Golf Club,2163610.14987999992
"1609",Asquith_East,472475.85551800003
"1612",Dangar Island,315727.34422899998
"1613",Hawkesbury River Station,2062137.16494999989
"1614",Cowan Station,62663750.44730000198
"1615",Berowra Heights_Wideview Public School,5049411.07768999971
"1616",Berowra Market Place,4553153.91289000027
"1617",Berowra Station,1373472.74901999999
"1618",Berowra_Windybanks Interchange,5584597.78019000031
"1637",Westleigh_Rural Fire Service Training Centre,1989830.61006000009
"1638",Larool Shopping Centre,1445038.15605000011
"1639",Westleigh,1617465.37134000007
"1640",Normanhurst Park,455183.41965000000
"1641",Hornsby Industrial Area,568808.04195600003
"1642",Normanhurst Boys High School,1078870.16529999999
"1643",Thornleigh Station_West,886997.87331499998
"1644",Normanhurst Station,962891.52092399995
"1645",Thornleigh Station_East,965324.17191000003
"1620",Waitara_Barker College,280796.90620099998
"1623",Asquith Industrial Area,680951.56252200005
"1624",Hornsby_Arthur St and Denison St,457652.42807099997
"1626",Hornsby Ku-ring-gai Hospital,399926.61093999998
"1627",Westfield Hornsby_Hornsby Station_East,282376.56707900000
"1628",Waitara Shopping Centre,337918.93693400000
"1630",Waitara_Leonard St and Hornsby St,124153.55577799999
"1621",Hornsby_Amor St and Kerrie Pl,740764.54385500005
"1622",Mt Wilga Private Hospital,3259646.96139999991
"1625",Hornsby Station,224322.82866100001
"1629",Hornsby,688711.58427200001
"1632",Florence Cotton Park,1364966.36069000000
"1619",Hornsby_Ascot Ave,535131.42688899999
"1631",Waitara Station_North,120735.45399300000
"1633",Waitara Public School,442581.71502300003
"1634",Waitara Station_South,849129.17789799999
"1635",Waitara_Mark Taylor Oval,160928.63076100001
"1700",Gordon East Primary School,818194.34834400006
"1701",Gordon Shopping Centre,713358.72071699996
"1702",East Killara Shopping Centre,3184521.97147999983
"1703",Gordon Station_East,1345119.00567000010
"1704",Gordon Station_West,1299145.79374999995
"1705",Killara Station_East,1425893.32471000007
"1706",Killara Station_West,926424.40329499997
"1707",Killara,1016504.70505999995
"1708",Killara Golf Club,920621.89129800000
"1710",East Lindfield,2487476.13685999997
"1711",Lindfield Station_East,1503764.44852000009
"1712",Roseville Chase,2027493.57807999989
"1713",Lindfield Station_West,1570459.75622000010
"1714",Roseville Station_East,941094.40270500001
"1715",CSIRO,1490381.39623000007
"1716",Roseville Station_West,978110.80229300004
"1717",UTS Ku-ring-gai Campus,856367.39618699998
"1720",Pymble Primary School,1458674.92036999995
"1721",Pymble Station_East,900235.51870899997
"1722",Gordon_Darnley Oval,757586.29365999997
"1723",Pymble,1885833.94032999990
"1724",Pymble Station_West,1553555.38926000008
"1725",West Pymble Shopping Centre,1990178.15987000009
"1726",De Burghs Bridge Macquarie Park,1686753.70568999997
"1729",St Ives Chase Colonial,3472618.84129999997
"1730",St. Ives Shopping Plaza,5955470.57969000004
"1731",Pymble Golf Clubhouse,2149119.69778000005
"1732",St Ives Village,644345.64249100001
"1733",Corpus Christi Cathedral_Catholic St Ives,1614018.75111999991
