"MB_ID","JobsT10","JobsT15","JobsT20","JobsT25","JobsT30","JobsT35","JobsT40","JobsT45","JobsT5_","JobsT50","JobsT55","JobsT60"
10476580000,707,2296,8090,21961,60908,123465,163852,234964,24,404099,573392,751349
10476590000,1371,7087,12718,24297,60032,117979,162798,226376,153,314832,478316,612124
10476600000,590,3700,10198,27178,49323,97636,136525,184515,32,256541,358215,550865
10476610000,422,3038,9018,26954,49098,84657,131832,160381,51,235079,340533,525661
10476620000,1704,5303,12914,44496,65180,102566,154589,217295,29,318581,478115,720273
10476630000,1308,5877,11588,21196,43303,111490,159071,209705,66,300228,425268,607036
10476640000,245,471,2303,8159,52859,65833,91464,129970,27,183150,251046,337993
10476650000,265,648,6672,49532,79710,105167,146936,225919,50,342232,516805,691412
10476660000,138,3161,10344,49502,68226,99197,145100,215369,39,311268,439202,818891
10476670000,365,2509,5429,45619,62953,81610,121029,189355,61,278109,384302,634326
10476680000,692,2707,11667,28968,63139,81768,111584,161564,56,234765,344549,484832
10476690000,1001,4347,10226,35706,64567,84669,131353,186886,185,271056,382922,597359
10476700000,654,2887,10631,33754,65924,88000,130898,204407,29,313091,404531,729302
10476710000,719,3423,6373,23055,61811,73637,96254,140697,24,194472,273891,390895
10476720000,951,2776,10736,48352,70604,90189,121157,175124,32,283436,449233,638938
10476730000,793,3241,7448,27504,58231,67372,90117,131439,85,179108,262967,422706
10476740000,507,1722,6156,31187,59834,83537,126393,161957,92,233261,338843,504351
10476750000,2329,9169,38549,63335,85013,142841,196444,284805,45,414139,960345,1639721
10476760000,519,1958,7049,43682,60912,77558,118690,181038,220,245508,324536,595881
10476770000,538,2417,8495,50880,63029,88139,131253,187052,61,267647,390917,625399
10476780000,1571,6324,15723,43739,66882,94257,136438,185919,21,256147,354732,499618
10476790000,496,1981,5764,30446,60594,82593,112600,150460,59,228741,360123,543275
10476820000,555,2447,6881,23304,56474,74785,114639,152569,34,214341,306775,423834
10476830000,707,3265,6672,23520,58790,78002,112528,163731,36,224822,316177,442396
10476840000,1993,5854,19629,57592,71770,101478,137144,182360,34,262409,364055,482790
10476850000,367,890,2732,8564,35709,78795,118443,167377,52,238772,323606,442637
10476860000,463,3074,6813,27674,59810,81020,119859,158880,13,219318,310039,425603
10476870000,605,1651,5321,38443,56483,65975,87468,129127,35,183057,272500,429183
10476880000,343,808,1728,6662,39267,57577,76900,108508,122,163955,229350,307972
10476890000,494,1588,4279,12103,38771,70106,98021,135148,115,194459,267963,355592
10476900000,629,2236,9578,45601,58785,69918,109378,155809,16,205928,312383,463114
10476910000,635,2260,4807,20534,56126,68238,91247,126575,116,174022,251603,409651
10476920000,527,3443,36611,60256,94523,126900,183763,257931,23,395710,566951,1137679
10476930000,462,1545,4562,25574,57433,67265,99851,152243,29,197580,294662,453900
10476940000,363,991,3675,36395,56339,64574,90371,140095,116,191313,278250,443201
10476950000,515,1250,12165,40316,56669,65292,85200,125026,102,174801,253719,397211
10476960000,178,493,1431,4203,47014,58604,88407,126137,52,205804,293218,397727
10476970000,350,1110,12760,46963,61326,75832,102182,161147,20,230239,310168,579961
10476980000,345,1137,10555,44823,64310,97549,147158,225164,24,365438,528517,811702
10476990000,742,1747,9604,44119,59808,77949,110554,172719,174,234227,318460,558754
10477000000,418,1961,10626,49048,62706,76744,114445,178865,75,250746,333796,594864
10477010000,1103,3595,14723,51772,79508,111471,179404,316257,16,473323,688360,1304029
10477020000,324,2049,9251,49766,66246,89632,119744,169698,30,241254,343608,601444
10477030000,393,2231,9718,50156,64346,90102,119876,181987,59,250702,360776,621513
10477040000,497,1905,10706,49848,64136,81723,112607,181761,30,248493,340150,619577
10477050000,429,6954,33439,45236,56008,78241,119863,196371,177,326110,497636,877435
10477060000,616,2649,29533,42803,58481,84005,132227,203665,64,340425,529612,927308
10477070000,415,2367,10322,33298,62926,89616,137124,220602,56,352442,514243,831526
10477080000,613,845,2876,35554,52578,72586,107687,168960,36,282219,428767,632279
10477090000,211,1274,10824,46742,59924,74901,104984,159986,0,230906,318754,568628
10477100000,1675,4230,14270,42580,60709,91330,134982,216216,75,367896,555205,966567
10477110000,11533,25344,48188,70242,105564,155988,262647,424000,540,625788,1023932,1745451
10477120000,10084,24904,51227,67636,99833,153684,217667,314617,348,523405,1181461,1576117
10477130000,18002,51714,73337,106613,154633,229770,328500,537147,49,1090997,1699468,2226344
10477140000,26752,39474,54673,78835,113394,176125,277236,443452,377,641787,1237509,1823821
10477150000,23390,43776,62016,91964,146420,217109,305900,515131,230,964315,1614308,2148878
10477160000,2379,5751,37474,48678,71239,90775,146636,216402,61,356993,569209,1182103
10477180000,2307,10502,35957,58790,80271,121620,194817,280462,29,470475,956998,1529833
10477190000,2725,15220,30507,58749,78064,105933,159694,268600,2155,445834,670895,1200729
10477200000,2953,3602,13549,24978,55452,72110,120637,191416,29,320411,622262,1221202
10477210000,1025,6770,29702,46567,63515,89330,144700,221473,25,378770,857944,1412579
10477220000,1419,20597,38973,62398,99579,168242,254102,443783,4,656570,1267759,1866288
10477230000,1439,7352,38768,63592,108450,178176,282919,465062,48,758883,1404689,1976738
10477240000,1321,25816,42179,72568,123137,198534,308249,508252,82,900045,1610148,2143584
10477250000,1302,4646,22868,50614,62461,98456,149693,230714,513,377505,770666,1421487
10477260000,287,686,1132,1943,4010,7351,14709,50172,98,65495,89363,147891
10477270000,12,333,1009,2134,3922,7493,15429,53389,4,72747,128452,201980
10477290000,322,1478,3749,22645,65044,107407,152938,227489,111,426795,1030413,1566928
10477300000,560,4089,11583,51600,82460,123968,175271,274213,96,769481,1362215,1758073
10477310000,715,2048,6508,9463,45554,87818,118639,190317,10,673315,1254564,1619510
10477320000,585,2332,6324,45502,71099,119167,167722,268903,180,759364,1356013,1770489
10477330000,477,2028,26845,47166,72649,120134,176601,275569,36,461515,1103131,1680699
10477340000,467,1439,3596,4420,7228,11374,23224,62837,153,94046,162083,266490
10477350000,374,1616,3614,4940,7168,13095,21201,55517,35,83632,128322,202113
10477360000,575,1291,2670,4628,6667,15187,31212,91490,25,167335,281774,512276
10477370000,559,1154,2378,4297,7066,15134,29310,87320,0,164816,278410,506820
10477390000,505,1564,2788,4835,9930,13904,23712,57257,213,74424,107812,166061
10477400000,765,1835,6467,17102,75906,114837,168614,272172,91,659696,1324882,1871949
10477410000,421,1337,4230,11875,44430,86620,136601,197382,146,316191,879646,1497791
10477420000,623,2360,11442,52509,88200,137260,217100,383979,328,990608,1604583,2096971
10477430000,362,1004,2034,3789,6460,15609,36105,94733,204,164104,283677,510426
10477440000,261,1239,3546,6035,15794,45460,83912,125733,14,190570,326809,940445
10477450000,703,2622,12190,50684,75802,124120,176312,287489,106,802968,1393453,1812433
10477460000,268,1081,3393,5501,11947,20878,70800,118321,20,179251,282001,645887
10477470000,927,1802,3163,4503,6958,13247,15078,28317,89,77769,125721,192093
10477480000,105,831,2608,13256,51314,84689,117112,178390,14,280626,786044,1417101
10477490000,286,938,3314,35986,51855,67189,91285,118875,18,175522,248479,379352
10477500000,159,839,2533,11762,32147,79508,124621,188966,15,290372,761789,1401997
10477510000,1000,2242,3204,4481,5848,9706,15858,42387,277,83563,152201,231616
