"MB_ID","JobsA10","JobsA15","JobsA20","JobsA25","JobsA30","JobsA35","JobsA40","JobsA45","JobsA5_","JobsA50","JobsA55","JobsA60"
10476580000,45079,198350,401181,802230,1219847,1856574,2283998,2751189,7722,3778468,4073886,4161631
10476590000,84156,240537,561685,954777,1518543,2057591,2456456,3197227,9427,3996964,4102765,4191003
10476600000,47380,182253,356934,751668,1173273,1812681,2235236,2700361,6603,3649238,4064010,4144529
10476610000,49020,182786,358653,760106,1181064,1826594,2258893,2711345,6353,3658039,4066034,4150204
10476620000,70261,210865,468733,866569,1338103,1953527,2347625,2881616,8203,3869058,4084065,4176711
10476630000,86152,242691,560551,951212,1508075,2045764,2447602,3166171,10318,3992612,4101726,4190458
10476640000,69221,234300,478289,880403,1330637,2103935,2473293,3419517,4694,3994056,4104525,4192454
10476650000,90337,242831,550840,943816,1478305,2043564,2434192,3149759,12393,3998522,4098439,4189055
10476660000,111041,242424,562138,965024,1484653,2108445,2463110,3288315,16481,4011874,4102036,4190387
10476670000,95688,274709,578241,954052,1465130,2182230,2526235,3516732,7844,4023204,4114049,4199922
10476680000,81032,184434,369622,779500,1308857,1877417,2279219,2832643,7221,3851981,4072841,4172869
10476690000,69526,197405,384370,798773,1227370,1924038,2331771,2895882,8405,3868413,4078797,4164760
10476700000,108321,289739,552750,951274,1441057,2188406,2554906,3573188,8338,4023122,4121826,4201951
10476710000,59403,176018,354875,743090,1210258,1819384,2260305,2741228,6456,3744626,4063273,4153172
10476720000,81364,189279,386614,793435,1339267,1900856,2305363,2913551,7653,3877119,4076604,4175618
10476730000,81955,180946,366988,751251,1236086,1869121,2290200,2809556,5960,3781406,4067298,4161172
10476740000,81996,188066,373663,766182,1254249,1888952,2301570,2848332,6699,3809854,4073557,4162362
10476750000,110987,243220,524857,945843,1459139,2125882,2489405,3385322,18387,4010889,4108317,4193375
10476760000,72079,229575,451305,867213,1265354,2060169,2457642,3356771,5300,3966766,4101161,4189286
10476770000,92957,204555,411127,816694,1328352,1968125,2354810,2965374,8423,3911836,4083488,4172395
10476780000,81850,220747,417118,862780,1279428,2063276,2451213,3347757,11377,3974227,4100705,4188613
10476790000,85934,197311,403579,821113,1395352,1962443,2345137,3042751,8301,3937650,4084186,4183335
10476820000,78229,227586,431159,855376,1292206,2078252,2478236,3491324,9183,3964869,4107005,4191636
10476830000,79323,227683,418043,835341,1303527,2072840,2502729,3526006,9526,3975690,4109780,4192758
10476840000,97570,222266,412668,838483,1315124,2091350,2470069,3469787,12681,3963079,4105190,4191297
10476850000,85865,250183,462868,893637,1356737,2136712,2549651,3569708,8844,3995730,4118769,4197341
10476860000,90393,214682,405414,828068,1278255,2067280,2459581,3440725,9161,3951620,4102463,4189328
10476870000,77620,167642,375779,740178,1272644,1900348,2310165,2925757,3443,3839100,4072742,4169630
10476880000,82477,255086,468287,888379,1329237,2114363,2499561,3509480,5560,3983478,4109555,4194595
10476890000,96535,230450,441971,841828,1424408,2088738,2543880,3598048,12209,3982986,4115191,4195999
10476900000,103925,219903,430880,853460,1432970,2025183,2397802,3279339,10612,3954903,4096298,4185987
10476910000,94546,193871,419481,814929,1437292,2014039,2396939,3230214,6137,3967355,4089812,4187098
10476920000,101961,243825,465538,887074,1492548,2165766,2571054,3602476,15412,4000164,4121009,4199032
10476930000,85835,185615,390106,769099,1291111,1900980,2316094,2992563,4581,3857585,4075168,4173177
10476940000,79740,180732,377403,747642,1267278,1882287,2300107,2906451,3742,3830518,4070934,4166988
10476950000,109465,216231,478173,919682,1536203,2092757,2454560,3425521,17544,3998293,4103676,4194849
10476960000,54779,190960,397673,754961,1182994,1939590,2417757,3337632,2299,3924359,4087922,4177035
10476970000,119770,269167,535277,939967,1638606,2221986,2984503,3841758,21491,4028173,4155150,4208249
10476980000,96988,234979,447344,857561,1364759,2099449,2553254,3615288,4405,3986073,4120924,4196769
10476990000,102298,233546,457181,853764,1492230,2117069,2681956,3732238,10659,4002800,4134079,4199120
10477000000,112512,257271,518146,921509,1605124,2204629,2948741,3830945,16109,4023327,4151132,4206081
10477010000,113985,262845,498860,913557,1462508,2175559,2706064,3755611,9889,4017518,4140657,4203170
10477020000,124229,279224,548979,968690,1687063,2258955,3079539,3855253,20241,4034658,4161209,4209713
10477030000,107534,252076,500997,907942,1587195,2190792,2890918,3824285,14912,4020130,4147886,4204715
10477040000,123402,269937,538724,945509,1639702,2228755,2983500,3842824,19412,4029167,4155516,4208411
10477050000,85068,180551,387429,780869,1408394,1934307,2487919,3606212,7710,4012504,4129966,4200281
10477060000,94077,197918,416546,881162,1474893,2000980,2559240,3676045,11906,4030074,4142519,4202857
10477070000,116432,264989,531509,950559,1639085,2238787,2967348,3843294,14981,4031282,4154828,4207885
10477080000,99146,218551,435967,941737,1532295,2042730,2798621,3777282,16581,4045330,4159176,4208640
10477090000,144107,310303,600897,1033074,1776986,2323416,3111848,3882860,22090,4058635,4165433,4213547
10477100000,124236,262965,528813,932367,1672351,2203206,2910777,3830775,52591,4027658,4150738,4204998
10477110000,128794,268421,521199,931330,1644654,2155553,2788758,3798946,55835,4034901,4146628,4203342
10477120000,114433,248767,482360,961776,1570106,2105873,2629515,3713687,47814,4042006,4149586,4204607
10477130000,104039,226970,456792,782758,1475976,2049909,2581768,3670619,49644,3994158,4126033,4196837
10477140000,104059,244283,462413,854841,1488328,2028696,2529109,3551428,51453,4003119,4117537,4197180
10477150000,101742,235531,464590,819167,1493787,2050258,2569186,3642434,49644,3993845,4124699,4196545
10477160000,150641,311516,587304,1060185,1806202,2355616,3313807,3896301,35994,4056646,4172039,4213594
10477180000,147257,305063,577913,1039142,1790683,2327094,3224725,3887174,49169,4051518,4168580,4211983
10477190000,143256,302558,573427,1035918,1781008,2316559,3211003,3883168,50705,4048762,4167938,4211826
10477200000,130841,285231,552262,977329,1719591,2279233,3142038,3867024,30968,4041552,4164117,4210371
10477210000,131066,284347,549540,978063,1721006,2280213,3168171,3868060,30842,4041619,4164443,4210361
10477220000,99821,203221,417283,828136,1408328,1922135,2585284,3676697,37763,4011238,4140063,4200476
10477230000,102457,217524,444503,861434,1433596,1946643,2692257,3732865,40255,4021060,4146986,4203645
10477240000,100952,205228,428114,839302,1417721,1931087,2638621,3707954,38371,4015520,4144508,4202300
10477250000,119180,275393,510373,967739,1707947,2256686,3306483,3875186,16776,4041481,4165723,4210757
10477260000,42928,189121,382041,679820,1298578,1988260,2627894,3697459,2747,3980705,4114607,4194457
10477270000,25619,157404,324988,602489,1126052,1821281,2393445,3430358,2266,3930841,4067193,4183889
10477290000,88775,208686,391213,710684,1338133,1966493,2469353,3478953,10824,3951590,4089302,4187741
10477300000,107559,241947,453437,865911,1552516,2077751,2728943,3766214,18693,3997852,4129758,4198534
10477310000,96269,238697,469921,863293,1582033,2122642,3032597,3825495,9617,4014857,4146905,4205081
10477320000,102215,234788,438512,814839,1517503,2061468,2694712,3740128,17504,3992838,4126240,4197362
10477330000,94195,221169,415002,746600,1458146,2014493,2594875,3657099,14258,3977491,4110544,4193762
10477340000,64399,216900,435343,824871,1479203,2086144,2863407,3806675,5545,4006908,4139109,4202079
