"MB_CODE16","value"
10035750000,3124
10035760000,4941
10035770000,3283
10035780000,2008
10035790000,4784
10035801000,818
10035802000,1838
10035810000,4586
10035830000,1898
10035850000,1694
10035860000,2177
10035880000,6029
10035890000,5730
10035900000,8212
10035910000,7238
10035920000,5768
10035930000,5771
10035940000,5674
10035950000,2929
10035960000,1910
10035970000,1261
10035990000,3471
10036000000,4771
10036010000,5749
10036030000,9063
10036050000,7726
10036061000,5811
10036080000,4699
10036100000,8693
10036120000,8850
10036130000,540
10036140000,491
10036150000,787
10036160000,620
10036170000,704
10036180000,986
10036191000,692
10036192000,826
10036200000,1039
10036210000,901
10036220000,814
10036230000,1090
10036240000,859
10036250000,1062
10036270000,692
10036280000,656
10036290000,2605
10036300000,714
10036310000,1485
10036321000,1328
10036322000,2784
10036351000,2373
10036352000,683
10036360000,2649
10036370000,3224
10036380000,2340
10036390000,2790
10036400000,3623
10036430000,2288
10036440000,3409
10036450000,4809
10036470000,2528
10036480000,6964
10036490000,5327
10036500000,5058
10036510000,5226
10036520000,3545
10036530000,2041
10036540000,5467
10036550000,1196
10036560000,4241
10036570000,3606
10036580000,7066
10036590000,864
10036600000,1110
10036610000,883
10036620000,901
10036640000,3409
10036650000,4048
10036660000,3804
10036670000,1535
10036680000,2673
10036690000,1299
10036710000,1797
10036720000,3232
10036730000,2704
10036740000,2143
10036750000,1705
10036760000,2742
10036770000,3747
10036780000,3696
10036800000,2164
10036810000,1133
10036820000,1894
10036830000,2159
10036840000,1578
10036870000,1782
10036880000,2429
10036890000,2364
10036900000,2369
10036910000,3062
10036930000,2077
10036940000,2396
10036950000,2353
10036980000,2354
10036990000,3195
10037000000,1095
10037010000,3315
10037020000,1260
10037030000,3961
10037040000,4504
10037050000,2360
10037060000,4243
10037070000,3965
10037080000,4044
10037090000,4568
10037100000,3935
10037110000,3929
10037120000,3762
10037131000,2632
10037132000,2567
10037133000,2620
10037134000,2558
10037135000,3069
10037136000,2701
10037140000,4152
10037151000,2437
10037152000,2889
10037153000,2991
10037160000,1552
10037171000,543
10037172000,596
10037180000,755
10037200000,4332
10037210000,6830
10037220000,5219
10037230000,141
10037240000,5156
10037251000,8557
10037252000,8559
10037253000,8435
10037261000,7622
10037262000,8453
10037263000,8653
10037271000,8528
10037272000,8506
10037273000,8469
10037274000,8457
10037280000,8467
10037290000,8429
10037313000,8370
10037314000,8469
10037318000,8377
10037332000,7866
10037350000,440
10037360000,323
10037370000,862
10037380000,577
10037392000,942
10037393000,2165
10037395000,4960
10037400000,1238
10037410000,1250
10037420000,1262
10037430000,3444
10037440000,454
10037450000,733
10037460000,507
10037470000,141
10037480000,512
10037500000,246
10037510000,163
10037520000,161
10037530000,879
10037550000,92
10037560000,109
10037570000,204
10037580000,609
10037590000,373
10037600000,221
10037610000,413
10037620000,384
10037630000,1012
10037650000,968
10037660000,1094
10037670000,1081
10037680000,1316
10037690000,1046
10037700000,818
10037710000,782
10037720000,1344
10037730000,1276
10037740000,1444
10037760000,1328
10037770000,912
10037780000,618
10037790000,858
10037800000,641
10037810000,503
10037820000,243
10037830000,632
10037840000,1428
10037850000,906
10037860000,755
10037870000,272
10037880000,1616
10037890000,279
10037910000,214
10037930000,467
10037940000,363
10037950000,382
10037960000,729
10037970000,1325
10037980000,1149
10037990000,1512
10038000000,1247
10038010000,1116
10038020000,612
10038030000,461
10038040000,514
10038050000,575
10038060000,625
10038070000,800
10038080000,837
10038090000,876
10038100000,446
10038110000,492
10038120000,533
10038170000,591
10038180000,794
10038190000,610
10038200000,463
10038210000,1246
10038220000,296
10038230000,957
10038250000,1081
10038270000,1061
10038280000,1777
10038300000,1773
10038310000,792
10038320000,1048
10038360000,1249
10038370000,1206
10038380000,687
10038410000,923
10038420000,302
10038450000,1903
10038460000,627
10038470000,749
10038480000,499
10038490000,1640
10038500000,1060
10038510000,1087
10038520000,1175
10038530000,543
10038540000,694
10038550000,784
10038570000,444
10038580000,709
10038590000,520
10038600000,848
10038610000,619
