"MB_CODE16","value"
10011670000,2089
10011680000,2565
10011690000,2503
10011700000,4028
10011710000,4059
10011720000,4491
10011730000,3272
10011740000,2612
10011750000,1446
10011760000,1832
10011770000,5264
10011780000,4613
10011790000,2176
10011800000,2164
10011820000,5827
10011830000,3013
10011840000,3098
10011860000,5308
10011870000,6104
10011880000,1669
10011890000,1463
10011900000,1583
10011910000,5760
10011920000,4739
10011930000,2619
10011940000,1863
10011950000,1471
10011960000,3041
10011970000,2129
10011980000,1465
10011990000,1399
10012000000,3220
10012010000,3006
10012020000,3036
10012030000,1019
10012040000,2012
10012050000,1259
10012060000,2960
10012070000,1109
10012080000,3217
10012090000,943
10012100000,1005
10012110000,1082
10012120000,844
10012130000,2424
10012140000,1298
10012150000,3610
10012160000,1051
10012170000,2215
10012180000,2688
10012190000,3870
10012200000,3433
10012230000,1907
10012240000,2307
10012250000,4604
10012260000,1510
10012270000,1589
10012280000,1715
10012290000,1553
10012300000,3111
10012310000,474
10012320000,993
10012330000,5205
10012340000,5630
10012360000,3162
10012370000,2677
10012380000,2687
10012390000,903
10012400000,916
10012410000,925
10012420000,1492
10012430000,1190
10012440000,523
10012450000,1425
10012470000,1912
10012480000,1554
10012490000,1751
10012500000,2259
10012511000,3372
10012520000,3432
10012530000,691
10012540000,1915
10012550000,1772
10012640000,4657
10012650000,4203
10012690000,3329
10012700000,2586
10012730000,5194
10012740000,5426
10012760000,5347
10012770000,4991
10012780000,4964
10012790000,5418
10012800000,5150
10012820000,2602
10012840000,1503
10012850000,2286
10012870000,2069
10012890000,2592
10012930000,3991
10012940000,4035
10012950000,4477
10012960000,4321
10012970000,2636
10012980000,2673
10012990000,3761
10013000000,3528
10013010000,5009
10013020000,3307
10013030000,3304
10013050000,3827
10013060000,3457
10013090000,2703
10013130000,1438
10013140000,1674
10013150000,1316
10013160000,1621
10013170000,1646
10013180000,5400
10013190000,2534
10013230000,1555
10013240000,1803
10013250000,5663
10013261000,5053
10013270000,5658
10013280000,5465
10013290000,2723
10013300000,2764
10013310000,2308
10013340000,2065
10013350000,2143
10013360000,2919
10013370000,2643
10013380000,2624
10013390000,2544
10013401000,1731
10013402000,1953
10013410000,2399
10013421000,2229
10013422000,1928
10013423000,2447
10013430000,3463
10013440000,2672
10013460000,2514
10013500000,3845
10013510000,5443
10013520000,4945
10013530000,614
10013540000,433
10013550000,371
10013580000,2427
10013590000,3487
10013610000,1366
10013620000,2054
10013631000,2097
10013640000,2613
10013650000,1661
10013660000,1362
10013681000,2724
10013682000,3100
10013690000,1738
10013700000,1423
10013710000,3586
10013740000,2563
10013750000,2113
10013760000,1617
10013770000,2580
10013780000,2074
10013790000,2271
10013810000,2157
10013820000,3367
10013830000,2671
10013840000,1577
10013850000,1812
10013860000,2669
10013870000,1901
10013880000,4778
10013890000,2457
10013920000,3578
10013930000,5743
10013940000,5958
10013950000,4485
10013960000,5849
10013990000,4523
10014000000,2818
10014010000,3402
10014020000,3301
10014030000,3474
10014040000,3558
10014050000,3074
10014060000,3289
10014100000,5366
10014111000,5298
10014120000,5228
10014130000,5152
10014140000,5201
10014150000,5077
10014180000,2407
10014250000,3204
10014260000,2664
10014270000,1825
10014280000,2114
10014290000,1675
10014300000,2371
10014330000,5159
10014350000,2826
10014360000,1833
10014380000,1163
10014390000,2075
10014400000,4851
10014410000,4844
10014420000,4715
10014450000,3318
10014460000,2078
10014470000,2069
10014480000,2058
10014490000,3170
10014500000,2547
10014510000,1962
10014520000,2695
10014530000,2514
10014540000,5050
10014550000,3481
10014560000,4794
10014570000,5270
10014580000,5563
10014590000,5278
10014600000,5303
10014610000,5281
10014640000,2897
10014650000,2677
10014660000,3006
10014670000,2976
10014680000,1611
10014730000,1575
10014770000,1829
10014790000,4756
10014800000,2322
10014810000,5113
10014840000,3285
10014850000,4616
10014880000,3085
10014890000,2848
10014900000,4747
10014910000,2114
10014920000,1810
10014930000,2037
10014940000,1882
10014950000,1799
10014960000,1604
10014970000,3113
10014980000,2961
10014990000,2688
10015000000,2174
10015010000,1947
10015020000,1898
10015030000,1420
10015040000,1673
10015050000,1608
10015060000,1510
10015070000,1644
10015080000,4411
10015090000,4850
10015100000,5008
10015110000,5246
10015120000,5217
10015130000,4566
10015140000,5284
10015150000,4992
10015160000,2700
10015170000,2667
10015181000,4618
10015182000,5466
10015190000,5402
10015200000,3459
10015210000,5227
10015220000,4919
10015250000,1503
10015260000,1520
10015280000,1657
10015290000,2118
10015300000,2078
10015310000,4382
10015320000,5248
10015330000,5691
10015340000,6017
10015350000,5892
10015360000,5773
10015370000,4014
10015380000,4238
10015390000,3878
10015400000,3486
10015410000,3645
10015420000,3667
10015431000,3866
10015432000,3512
10015460000,5320
10015500000,5395
10015550000,4581
10015560000,3489
10015570000,3586
10015580000,4320
10015590000,4093
10015600000,3672
10015610000,4761
10015620000,4096
10015630000,4958
10015640000,3256
10015650000,2532
10015660000,3199
10015670000,2445
10015700000,3560
10015722000,2793
10015732000,2978
10015740000,3387
10015751000,2583
10015752000,3368
10015760000,2564
10015770000,2864
10015781000,2299
10015782000,2574
10015811000,2771
10015830000,2979
10015840000,3018
10015850000,2871
10015860000,2899
10015870000,2427
10015890000,2670
10015900000,2834
10015910000,3430
10015920000,3022
10015930000,3789
10015941000,3452
10015942000,3334
10015961000,3317
10015962000,2600
10015970000,3634
10015992000,3241
10016001000,2996
10016002000,3909
10016012000,2904
10016020000,3149
10016030000,4760
10016040000,3008
10016050000,3200
10016070000,2454
10016080000,1964
10016090000,4025
10016100000,2100
10016110000,2258
10016140000,2928
10016151000,3761
10016160000,2888
10016180000,2243
10016200000,2602
10016210000,2174
10016220000,2705
10016230000,2273
10016240000,2384
10016250000,2478
10016260000,1536
10016280000,2666
10016290000,2688
10016300000,2944
10016330000,3341
10016342000,2539
10016350000,2736
10016360000,2877
10016370000,3029
10016390000,3473
10016400000,3355
10016411000,2984
10016414000,3233
10016415000,2314
10016420000,1159
10016430000,1403
10016440000,1748
10016450000,757
10016460000,602
10016470000,987
10016482000,935
10016490000,943
10016510000,946
10016520000,1091
10016530000,938
10016540000,1493
10016581000,1006
10016582000,880
10016590000,1583
10016600000,2161
10016611000,1664
10016640000,1066
10016650000,1185
10016661000,1439
10016662000,547
10016670000,1270
10016680000,1775
10016690000,435
10016700000,1755
10016710000,1605
10016720000,2902
10016740000,1979
10016760000,1229
10016770000,4609
10016782000,4682
10016801000,5284
10016802000,5604
10016811000,5188
10016812000,5992
10016820000,5294
10016860000,4803
10016870000,4606
10016880000,5024
10016891000,3058
10016900000,3372
10016911000,3319
10016920000,5300
10016931000,4388
10016932000,5490
10016952000,3281
10016960000,1857
10016970000,2200
10016980000,1914
10016990000,2458
10017000000,3362
10017010000,1543
10017020000,2447
10017030000,2977
10017040000,3979
10017050000,1888
10017060000,1796
10017070000,2719
10017090000,4772
10017100000,2220
10017110000,1923
10017120000,5205
10017130000,2164
10017140000,1976
10017150000,2392
10017160000,1758
10017171000,1200
10017172000,813
10017173000,660
10017174000,745
10017175000,3003
10017176000,1590
10017177000,659
10017180000,764
10017190000,1167
10017200000,1380
10017213000,178
10017220000,2098
10017230000,2154
10017240000,2363
10017250000,2335
10017262000,4022
10017271000,6885
10017272000,6220
10017281000,4907
10017282000,6475
10017291000,579
10017292000,372
10017300000,1718
10017310000,903
10017330000,496
10017340000,595
10017370000,6244
10017380000,937
10017390000,1122
10017400000,1207
10017412000,4938
10017420000,1505
10017430000,1233
10017440000,1839
10017450000,2357
10017460000,834
10017470000,931
10017480000,579
10017490000,248
10017502000,5502
10017510000,786
10017520000,1119
10017530000,820
10017550000,1227
10017560000,1365
10017570000,1750
10017580000,465
10017600000,329
10017611100,345
10017611200,389
10017611300,1204
10017611400,1130
10017611700,488
10017611800,1130
10017612200,1159
10017620000,279
10017630000,1193
10017651000,3145
10017652000,389
10017653000,328
10017654000,318
10017655000,4045
10017656000,3293
10017658000,454
10017660000,222
10017670000,367
10017680000,437
10017690000,310
10017700000,377
10017711000,263
10017712000,3228
10017713000,1340
10017720000,165
10017730000,949
10017740000,1075
10017750000,1316
10017760000,1917
10017770000,1773
10017780000,2473
10017790000,580
10017801000,5286
10017802000,3795
10017811000,2517
10017812000,3139
10017813000,2513
10017830000,246
10017841100,978
10017841200,973
10017842100,977
10017842200,978
10017843100,759
10017843200,977
10017845000,714
10017846000,759
10017848000,260
10017850000,576
10017861000,1717
10017862000,8038
10017870000,1022
10017891000,4552
10017892000,5642
10017893000,7650
10017894000,8539
10017895000,8067
10017900000,242
10017920000,3435
10017930000,3264
10017940000,2921
10017960000,4165
10017971000,4000
10017972000,4761
10017980000,4554
10017990000,4022
10018011000,4196
10018013000,5001
10018014000,4853
10018015000,4963
10018020000,1291
10018031000,2748
10018032000,4440
10018033000,1716
10018041000,4351
10018042000,3089
10018043000,5037
10018051000,3301
10018052000,2704
10018053000,3051
10018072000,1945
10018080000,521
10018100000,1951
10018110000,1688
10018120000,391
10018131000,4199
10018132000,3735
10018140000,4829
10018150000,4718
10018160000,3791
10018170000,4507
10018180000,4453
10018190000,4825
10018201000,4978
10018202000,4881
10018220000,1207
10018230000,2301
10018240000,4460
10018251000,7406
10018252000,4247
10018253000,5714
10018261000,4087
10018262000,1914
10018272000,4087
10018273000,1269
10018280000,1919
10018290000,4765
10018300000,4115
10018310000,4930
10018320000,2032
10018330000,811
10018340000,149
10018350000,3291
10018360000,6576
10018370000,4220
10018380000,2933
10018390000,2010
10018410000,847
10018420000,636
10018430000,995
10018450000,815
10018460000,2024
10018470000,414
10018480000,2258
10018491000,6297
10018492000,5184
10018493000,6196
10018501000,1200
10018502000,1261
10018503000,1260
10018504000,1140
10018510000,2038
10018520000,3749
10018531000,1446
10018532000,1650
10018533000,2069
10018540000,5060
10018560000,4455
10018570000,5234
10018580000,4590
10018591000,2303
10018592000,2427
10018601000,1353
10018611000,2740
10018612000,2772
10018620000,992
10018630000,413
10018640000,4125
10018650000,3778
10018660000,4961
10018670000,2022
10018680000,2552
10018690000,1967
10018700000,918
10018710000,1345
10018720000,8321
10018730000,2448
10018740000,1297
10018750000,3936
10018760000,2486
10018770000,897
10018781000,2075
10018782000,2028
10018790000,1575
10018800000,429
10018810000,488
10018820000,649
10018830000,1461
10018840000,1877
10018850000,1477
10018860000,5170
10018870000,4690
10018880000,1236
10018890000,2537
10018900000,2941
10018910000,1618
10018920000,2029
10018932000,3699
10018960000,616
10018970000,2983
10018980000,897
10018990000,2154
10019000000,2722
10019011000,3021
10019012000,3399
10019021000,2013
10019022000,2433
10019023000,2285
10019024000,2177
10019031000,1935
10019032000,2287
10019033000,2029
10019041000,1469
10019042000,1576
10019045000,1815
10019050000,634
10019060000,789
10019070000,951
10019080000,790
10019090000,660
10019110000,1120
10019123000,2492
10019124000,2660
10019125000,2690
10019130000,1927
10019140000,112
10019150000,1309
10019160000,3450
10019170000,3645
10019180000,3332
10019190000,4417
10019200000,3975
10019210000,4003
10019220000,4898
10019230000,4556
10019240000,2788
10019252000,5515
10019253000,4977
10019254000,5212
10019260000,1157
10019271000,361
10019272000,389
10019273000,345
10019280000,1300
10019290000,613
10019300000,4213
10019310000,3414
10019320000,3272
10019330000,5314
10019340000,2082
10019360000,1218
10019370000,505
10019380000,1473
10019390000,3553
10019400000,1195
10019410000,1858
10019420000,1323
10019430000,381
10019440000,163
10019450000,726
10019461000,818
10019462000,584
10019470000,1022
10019481000,2691
10019482000,2759
10019490000,2051
10019500000,1493
10019520000,1501
10019530000,2605
10019541000,567
10019542000,714
10019550000,1087
10019560000,2853
10019570000,4812
10019580000,4138
10019590000,3420
10019610000,1057
10019620000,941
10019630000,1169
10019650000,1037
10019660000,941
10019670000,503
10019680000,2305
10019690000,1987
10019701000,2325
10019702000,2232
10019711000,1822
10019730000,2827
10019740000,812
10019750000,545
10019771000,1279
10019772000,1463
10019780000,3345
10019790000,728
10019800000,1202
10019810000,1510
10019820000,1724
10019830000,3258
10019840000,4286
10019851000,7427
10019852000,8513
10019853000,7439
10019854000,5796
10019855000,6368
10019860000,3944
10019870000,3054
10019880000,1335
10019890000,2131
10019900000,925
10019910000,4527
10019920000,2153
10019930000,2596
10019940000,2242
10019950000,3740
10019960000,3533
10019970000,2160
10019980000,3810
10019990000,3953
10020000000,4020
10020010000,1225
10020020000,2099
10020030000,1480
10020042000,2428
10020043000,2258
10020050000,4518
10020060000,681
10020070000,4121
10020080000,3985
10020090000,4698
10020100000,2186
10020110000,1920
10020120000,4208
10020130000,1573
10020140000,382
10020150000,4324
10020170000,6401
10020181000,868
10020182000,879
10020190000,862
10020200000,1010
10020210000,1797
10020220000,1491
10020230000,415
10020240000,224
10020250000,2652
10020260000,586
10020270000,2435
10020280000,1486
10020290000,987
10020300000,1859
10020310000,964
10020320000,498
10020330000,401
10020340000,3365
10020350000,3600
10020360000,3547
10020380000,339
10020390000,853
10020400000,1749
10020410000,1062
10020420000,2376
10020431000,3952
10020432000,3544
10020433000,3298
10020440000,1746
10020450000,1288
10020460000,1144
10020470000,413
10020480000,549
10020500000,1011
10020511000,3269
10020512000,3384
10020520000,1277
10020530000,2078
10020540000,549
10020550000,1503
10020570000,2313
10020580000,1248
10020591000,3035
10020592000,3680
10020593000,3478
10020594000,4282
10020600000,2136
10020610000,5018
10020620000,0
10020630000,732
10020650000,2260
10020660000,1346
10020671000,2837
10020672000,5362
10020673000,2176
10020674000,2306
10020675000,3086
10020676000,4087
10020681000,6585
10020682000,8170
10020683000,8232
10020690000,3541
10020700000,1641
10020710000,847
10020720000,1646
10020730000,990
10020740000,476
10020750000,2495
10020760000,1255
10020770000,580
10020780000,571
10020790000,526
10020800000,1089
10020810000,2905
10020820000,710
10020830000,997
10020840000,1415
10020850000,5096
10020860000,3475
10020870000,524
10020880000,4723
10020890000,1805
10020901000,1309
10020902000,2852
10020910000,823
10020920000,643
10020930000,2428
10020940000,676
10020950000,422
10020960000,1263
10020970000,1737
10020980000,1605
10020990000,2142
10021000000,5140
10021010000,4480
10021020000,1756
10021030000,2205
10021040000,4731
10021050000,1095
10021060000,2991
10021070000,3482
10021090000,4955
10021100000,4900
10021110000,3957
10021120000,4829
10021130000,4490
10021140000,291
10021150000,357
10021161000,498
10021170000,503
10021180000,2899
10021190000,3506
10021200000,1545
10021210000,1666
10021220000,886
10021230000,799
10021241000,2053
10021242000,2868
10021243000,1599
10021244000,1196
10021250000,1304
10021270000,1602
10021280000,694
10021290000,796
10021300000,560
10021310000,485
10021320000,707
10021330000,3004
10021340000,3358
10021350000,1315
10021360000,2700
10021370000,1307
10021380000,2806
10021390000,2204
10021400000,1216
10021410000,1212
10021420000,849
10021431000,1782
10021432000,3599
10021440000,2335
10021450000,1395
10021460000,4908
10021470000,4636
10021480000,1341
10021490000,2216
10021520000,1367
10021530000,368
10021540000,298
10021550000,1878
10021560000,1570
10021570000,2351
10021580000,1296
10021591000,7615
10021592000,5219
10021593000,9371
10021594000,6065
10021601000,5728
10021602000,4525
10021621000,952
10021622000,900
10021630000,1915
10021650000,3554
10021670000,4351
10021690000,3095
10021701000,1896
10021702000,2284
10021703000,2130
10021720000,3463
10021760000,4472
10021770000,1742
10021790000,3041
10021810000,1799
10021820000,1264
10021830000,1601
10021840000,3655
10021860000,178
10021871000,5145
10021872000,5375
10021880000,383
10021892000,4195
10021910000,4355
10021920000,2242
10021930000,4305
10021940000,1089
10021950000,833
10021960000,528
10021970000,521
10021980000,836
10021990000,825
10022000000,3701
10022010000,1121
10022020000,646
10022030000,589
10022040000,611
10022050000,719
10022060000,246
10022080000,3328
10022090000,765
10022100000,1575
10022111000,4939
10022112000,5153
10022120000,2205
10022130000,2078
10022140000,1802
10022150000,5824
10022160000,2263
10022170000,3767
10022180000,2888
10022190000,4297
10022200000,4837
10022210000,5005
10022220000,669
10022231000,4635
10022232000,4742
10022233000,4425
10022240000,1104
10022250000,1531
10022260000,927
10022280000,2123
10022290000,1834
10022300000,1439
10022310000,1186
10022330000,1909
10022340000,1680
10022350000,1536
10022360000,973
10022370000,3377
10022390000,3287
10022420000,2031
10022430000,301
10022442000,4589
10022450000,2159
10022460000,438
10022470000,686
10022480000,1519
10022490000,5101
10022500000,1744
10022511000,3109
10022512000,2498
10022521000,2038
10022522000,2291
10022523000,1760
10022530000,2081
10022540000,1217
10022550000,2369
10022560000,423
10022570000,494
10022580000,1887
10022590000,1302
10022600000,2206
10022620000,1183
10022630000,694
10022650000,3273
10022660000,1306
10022670000,368
10022680000,389
10022690000,361
10022700000,2640
10022720000,1210
10022740000,1463
10022751000,7718
10022752000,6222
10022753000,9315
10022754000,8338
10022755000,6101
10022756000,6764
10022770000,981
10022790000,3870
10022800000,3668
10022810000,4297
10022820000,4061
10022830000,4907
10022840000,4014
10022850000,4913
10022860000,1780
10022870000,1574
10022880000,7749
10022890000,418
10022920000,3820
10022930000,3907
10022940000,4827
10022950000,4320
10022970000,2908
10022980000,1762
10022990000,4003
10023000000,5174
10023010000,2037
10023020000,1712
10023030000,1869
10023050000,3954
10023060000,576
10023080000,3855
10023090000,3821
10023100000,680
10023110000,1374
10023120000,3242
10023130000,523
10023140000,704
10023150000,265
10023160000,264
10023170000,738
10023180000,3947
10023200000,1942
10023210000,1245
10023220000,1646
10023230000,1640
10023240000,4044
10023250000,1525
10023260000,1876
10023270000,5299
10023280000,3198
10023290000,1100
10023300000,1587
10023310000,3105
10023320000,3437
10023330000,584
10023340000,486
10023350000,780
10023361000,941
10023362000,1842
10023370000,1847
10023380000,788
10023390000,793
10023400000,992
10023410000,699
10023420000,1179
10023430000,4703
10023440000,1437
10023450000,466
10023460000,2274
10030510000,788
10031630000,2564
10031640000,2225
10031650000,3306
10031660000,2392
10031670000,2648
10031680000,384
10031690000,691
10031700000,1295
10031710000,594
10031720000,964
10031730000,894
10031740000,838
10031750000,2914
10031760000,1136
10031770000,984
10031780000,636
10031790000,1085
10031800000,554
10031810000,389
10031820000,1672
10031840000,1046
10031850000,641
10031860000,1100
10031880000,895
10031890000,701
10031900000,812
10031910000,2993
10031920000,3728
10031940000,2237
10031950000,465
10031960000,460
10031970000,809
10031980000,797
10031990000,842
10032000000,728
10032010000,1265
10032020000,1280
10032030000,832
10032040000,697
10032050000,842
10032060000,1255
10032070000,674
10032080000,927
10032120000,1048
10032130000,1395
10032140000,2990
10032150000,2580
10032160000,3044
10032180000,1507
10032190000,1256
10032200000,848
10032210000,1111
10032220000,1247
10032240000,3297
10032250000,720
10032260000,822
10032270000,1137
10032280000,1120
10032290000,1340
10032310000,362
10032320000,813
10032330000,516
10032340000,840
10032350000,766
10032360000,672
10032370000,760
10032380000,691
10032390000,829
10032400000,955
10032410000,1099
10032420000,404
10032430000,406
10032440000,208
10032450000,383
10032460000,501
10032470000,157
10032480000,176
10032490000,133
10032500000,2605
10032510000,624
10032521000,480
10032522000,593
10032530000,2681
10032560000,3956
10032570000,3470
10032580000,2994
10032590000,1037
10032600000,1821
10032610000,981
10032620000,4850
10032640000,1291
10032650000,7828
10032660000,8331
10032680000,1968
10032691000,9141
10032692000,9062
10032700000,8681
10032710000,9065
10032720000,2547
10032730000,1858
10032770000,664
10032780000,881
10032790000,569
10032800000,4177
10032810000,3142
10032830000,2159
10032840000,4271
10032850000,1538
10032860000,8090
10032870000,8251
10032890000,1132
10032900000,3401
10032910000,3864
10032920000,2599
10032930000,315
10032942000,3395
10032951000,263
10032952000,573
10032953000,273
10032960000,1860
10032971000,3311
10032972000,467
10032981000,1155
10032982000,496
10032990000,455
10033000000,841
10033010000,801
10033020000,821
10033030000,521
10033041000,855
10033042000,861
10033043000,863
10033050000,871
10033060000,1228
10033070000,965
10033080000,914
10033090000,920
10033100000,930
10033110000,844
10033120000,911
10033130000,1381
10033140000,1194
10033150000,1203
10033160000,311
10033170000,3023
10033180000,2580
10033190000,397
10033200000,555
10033210000,994
10033220000,745
10033230000,2497
10033240000,2802
10033250000,896
10033261000,1172
10033262000,1136
10033270000,2845
10033280000,1009
10033290000,700
10033300000,684
10033310000,495
10033320000,989
10033330000,498
10033340000,373
10033350000,631
10033360000,3786
10033370000,614
10033380000,1028
10033390000,1163
10033400000,1047
10033410000,566
10033420000,1084
10033430000,1013
10033440000,1004
10033450000,3064
10033460000,3888
10033470000,1106
10033480000,1031
10033490000,1011
10033500000,835
10033510000,1285
10033520000,1314
10033530000,1059
10033540000,935
10033550000,1002
10033560000,2632
10033571000,679
10033572000,2434
10033580000,1097
10033591000,1238
10033592000,1254
10033600000,998
10033610000,768
10033620000,814
10033630000,1026
10033640000,1339
10033650000,1331
10033660000,1288
10033670000,1190
10033680000,1146
10033691000,1477
10033692000,1593
10033701000,1360
10033702000,1532
10033703000,1493
10033704000,1661
10033705000,1768
10033706000,1548
10033710000,511
10033720000,448
10033730000,415
10033740000,774
10033750000,709
10033761000,868
10033763000,1169
10033770000,1260
10033780000,1163
10033790000,1441
10033800000,1194
10033810000,1309
10033820000,1342
10033830000,484
10033840000,181
10033850000,1381
10033860000,1671
10033870000,1428
10033880000,1555
10033890000,1198
10033900000,346
10033910000,496
10033920000,195
10033930000,631
10033940000,644
10033950000,1014
10033961000,806
10033962000,816
10033970000,1203
10033980000,839
10033991000,1290
10033992000,710
10034000000,815
10034010000,947
10034020000,1329
10034031000,1275
10034032000,1388
10034040000,308
10034050000,987
10034060000,1318
10034080000,814
10034090000,1237
10034100000,1137
10034110000,749
10034120000,913
10034130000,504
10034140000,643
10034150000,432
10034160000,395
10034170000,908
10034180000,883
10034190000,517
10034200000,745
10034211000,114
10034212000,373
10034220000,477
10034230000,529
10034240000,531
10034250000,465
10034270000,571
10034280000,772
10034290000,1008
10034300000,709
10034310000,813
10034320000,700
10034330000,852
10034350000,667
10034360000,730
10034370000,896
10034380000,660
10034390000,588
10034410000,736
10034421000,536
10034422000,497
10034430000,765
10034440000,852
10034450000,3211
10034460000,408
10034470000,551
10034480000,1108
10034490000,3506
10034500000,2726
10034520000,5210
10034530000,806
10034540000,627
10034550000,783
10034560000,597
10034570000,843
10034580000,620
10034590000,992
10034600000,1021
10034610000,969
10034620000,1173
10034631000,1023
10034632000,1039
10034640000,1095
10034650000,646
10034660000,695
10034670000,666
10034680000,429
10034690000,532
10034700000,497
10034711000,1447
10034712000,1571
10034720000,831
10034731000,1503
10034732000,1189
10034733000,1508
10034740000,1431
10034750000,753
10034760000,2520
10034770000,5193
10034780000,156
10034791000,557
10034792000,705
10034793000,601
10034800000,681
10034810000,227
10034820000,213
10034841000,532
10034842000,292
10034850000,245
10034860000,180
10034870000,307
10034880000,721
10034891000,391
10034892000,616
10034900000,683
10034911000,318
10034912000,1980
10034920000,438
10034930000,476
10034941000,661
10034942000,577
10034970000,252
10034980000,230
10034990000,1807
10035001000,591
10035002000,594
10035010000,755
10035020000,523
10035030000,402
10035041000,478
10035042000,466
10035050000,673
10035060000,378
10035070000,592
10035080000,369
10035130000,866
10035140000,647
10035170000,1652
10035180000,1436
10035190000,4213
10035210000,7516
10035220000,8135
10035230000,4987
10035240000,7489
10035250000,7716
10035260000,5709
10035270000,5333
10035280000,8342
10035290000,9293
10035300000,5762
10035310000,5764
10035320000,5324
10035330000,6499
10035340000,5807
10035350000,5963
10035360000,4855
10035370000,5492
10035380000,4167
10035390000,5544
10035400000,5493
10035410000,5604
10035420000,3917
10035430000,3188
10035440000,3390
10035490000,3294
10035500000,5493
10035510000,7000
10035520000,7455
10035530000,5764
10035540000,3630
10035550000,5684
10035560000,6131
10035570000,7806
10035591000,5290
10035611000,9194
10035612000,8928
10035613000,9399
10035614000,9387
10035616000,9312
10035630000,9103
10035641000,9196
10035650000,9156
10035661000,8675
10035662000,8742
10035671000,9154
10035672000,9104
10035673000,9500
10035713000,2649
10035714000,1803
10035715000,1015
10035716000,1680
10035720000,1774
10035730000,4383
10035740000,4328
