"MB_ID","JobsT10","JobsT15","JobsT20","JobsT25","JobsT30","JobsT35","JobsT40","JobsT45","JobsT5_","JobsT50","JobsT55","JobsT60"
10476580000,707,2296,8090,21961,56363,118987,163455,234043,24,402919,572482,750672
10476590000,1371,7087,12969,24581,57255,113182,162187,225256,153,313914,477682,611921
10476600000,590,3700,10427,27325,49106,95193,136709,182343,32,252699,356811,549587
10476610000,422,3038,9018,26954,49323,83763,126765,163012,51,231045,339226,524947
10476620000,1704,5303,12914,44496,65180,99347,150753,216590,29,317383,477032,719698
10476630000,1308,5877,11673,21164,43122,106942,157937,208704,66,298957,424696,606490
10476640000,245,471,2303,8202,52859,65833,95118,133111,27,189276,254351,351262
10476650000,265,648,6672,49888,76668,110218,154566,231693,50,344149,517952,705307
10476660000,138,3161,10344,49502,67247,94130,144450,214287,39,310004,438370,818102
10476670000,365,2509,5429,45619,62995,81597,122527,194396,61,277251,385722,639010
10476680000,692,2707,11667,28968,63139,81768,106735,156766,56,233535,343908,482316
10476690000,1001,4347,10226,35706,64483,82020,129810,186653,185,270048,382726,597081
10476700000,654,2887,10631,33754,65924,88000,136754,206111,29,314217,407654,733296
10476710000,719,3423,6373,23055,61811,73637,96221,136615,24,190042,273039,389839
10476720000,951,2776,10736,48352,70604,90189,120989,169759,32,280774,448416,636961
10476730000,793,3241,7448,27504,58231,67372,89341,127498,85,181274,259816,420355
10476740000,507,1722,6156,31187,59834,80607,122346,165590,92,231162,339701,505075
10476750000,2329,9169,51990,63419,84985,137861,194346,284070,45,413013,959707,1640235
10476760000,519,1958,7049,43682,60912,77786,125067,182223,220,247636,329701,601669
10476770000,538,2417,8495,50880,62823,85502,129857,188730,61,267017,390896,624873
10476780000,1571,6324,15827,43602,71370,102708,140800,187712,21,257048,354736,495023
10476790000,496,1981,5764,30446,60594,82593,112558,147562,59,223754,358292,541915
10476820000,555,2447,6881,23304,56516,80391,119798,158873,34,220496,312658,442540
10476830000,707,3265,6672,24039,58927,79263,116659,165053,36,225309,317268,444577
10476840000,1993,5854,19629,57767,75888,106573,138675,182857,34,263371,364814,483812
10476850000,367,890,2699,8552,38523,86212,126727,173056,52,246865,335712,465730
10476860000,463,3074,6744,27674,59699,79952,115743,158566,13,218492,309845,426291
10476870000,605,1651,5321,38443,56483,65975,87426,124210,35,181163,273776,430332
10476880000,343,808,1728,6662,39267,57577,76900,108939,122,168369,230036,308769
10476890000,494,1588,4279,12103,38771,70065,101105,135811,115,194228,268795,357499
10476900000,629,2236,9578,45601,58785,69918,107302,154765,16,206893,308384,462357
10476910000,635,2260,4807,20534,56126,68238,89761,119454,116,168066,251047,402376
10476920000,527,3443,36611,60139,91203,127057,189753,269103,23,409631,580478,1146195
10476930000,462,1545,4562,25574,57433,67265,98424,148210,29,201304,290570,452295
10476940000,363,991,3675,36395,56339,64574,90371,136093,116,193008,276980,441007
10476950000,515,1250,12165,40316,56669,65292,85006,123976,102,174599,252498,392349
10476960000,178,493,1431,4203,46957,58573,88601,129154,52,207920,294272,399292
10476970000,350,1110,12760,46963,60766,76522,107348,165886,20,233067,317732,583368
10476980000,345,1137,10521,44800,63634,97475,153387,224575,24,366634,530740,813167
10476990000,742,1747,9604,44119,59818,77903,112315,173610,174,233868,317717,559556
10477000000,418,1961,10626,49048,62804,77868,118961,178816,75,251722,335809,596482
10477010000,1103,3595,14723,51772,79508,112069,185510,319115,16,474537,691929,1309218
10477020000,324,2049,9260,49766,69899,95577,123226,172493,30,242352,345500,603864
10477030000,393,2231,9769,50156,68154,93742,126786,182368,59,251812,364003,622344
10477040000,497,1905,10706,49848,63405,82311,118142,181771,30,249459,342468,621323
10477050000,429,6954,33439,45236,55988,78226,119778,193259,177,325419,494602,874689
10477060000,616,2649,29533,42803,58481,83961,131806,201881,64,340003,526275,925279
10477070000,415,2367,10322,33298,62926,91284,141690,221463,56,352985,515767,832898
10477080000,613,845,2876,35554,52578,72566,107561,168088,36,277338,422777,629709
10477090000,211,1274,10824,46742,59924,75718,110294,166284,0,232185,318992,569818
10477100000,1675,4230,14270,42580,60709,89388,134855,211746,75,365721,554327,965485
10477110000,11533,25344,48188,70190,105419,155597,261827,423472,540,625144,1024331,1746482
10477120000,10084,24904,51227,67636,99833,153656,217094,314161,348,522733,1181669,1578023
10477130000,18002,51714,73324,106636,153546,224964,327647,535697,49,1090188,1698949,2225648
10477140000,26752,39474,54673,78835,113008,170882,275816,442304,377,640529,1236914,1823557
10477150000,23390,43776,62016,91897,141730,213111,305293,514351,230,963533,1613522,2148704
10477160000,2379,5751,37474,48678,71239,90748,141585,214195,61,357010,568157,1182750
10477180000,2307,10502,35957,58790,80188,120575,190123,283110,29,466313,956277,1529515
10477190000,2725,15220,30507,58749,78064,105941,159133,262730,2155,443383,669992,1199747
10477200000,2953,3602,13549,24978,55452,71976,117083,190399,29,321136,617959,1222200
10477210000,1025,6770,29702,46567,63412,89288,140418,222642,25,377866,854980,1413049
10477220000,1419,20597,38973,62344,99444,167998,253994,441972,4,655226,1266104,1863951
10477230000,1439,7352,38768,63592,108217,177386,282461,467092,48,757902,1402916,1973845
10477240000,1321,25816,42179,72451,123125,198338,309293,512160,82,899718,1609048,2142691
10477250000,1302,4646,22868,50614,62461,98338,147022,225752,513,376909,769921,1421508
10477260000,287,686,1132,1943,4010,7351,14709,50172,98,65495,89155,145611
10477270000,12,333,1009,2134,3922,7493,15429,53389,4,72747,128452,199824
10477290000,322,1478,3749,22645,65044,107407,152731,222717,111,421275,1029737,1565986
10477300000,560,4089,11583,51600,82460,123968,174229,267058,96,763946,1361443,1757064
10477310000,715,2048,6508,9463,45554,87818,118639,190317,10,669267,1251245,1619152
10477320000,585,2332,6324,45502,71099,119124,167467,263596,180,757682,1355438,1769440
10477330000,477,2028,26845,47166,72649,120082,174981,270559,36,460663,1101816,1680138
10477340000,467,1439,3596,4420,7228,11374,23224,62837,153,94046,162083,264471
10477350000,374,1616,3614,4940,7168,13095,21201,55517,35,83632,128322,200071
10477360000,575,1291,2670,4628,6667,15187,31540,91486,25,171627,286817,512345
10477370000,559,1154,2378,4297,7066,15134,29310,87314,0,167795,283485,506891
10477390000,505,1564,2788,4835,9930,13904,23712,57257,213,74424,107812,164231
10477400000,765,1835,6467,17102,75906,114768,168456,268757,91,656033,1324351,1870879
10477410000,421,1337,4230,11875,44430,86620,136601,197382,146,311120,877932,1497368
10477420000,623,2360,11442,52509,88200,137260,215941,378928,328,989287,1603756,2096210
10477430000,362,1004,2034,3789,6460,15609,36105,94872,204,169957,287724,510354
10477440000,261,1239,3546,6035,15794,45460,83912,125733,14,190501,321728,938477
10477450000,703,2622,12190,50684,75802,124099,175953,282018,106,801697,1392694,1811565
10477460000,268,1081,3393,5501,11947,20878,70800,118321,20,179209,279122,642326
10477470000,927,1802,3163,4503,6958,13247,15078,28317,89,77769,125721,192093
