"MB_CODE16","value"
10018860000,27334
10018870000,26470
10018880000,18015
10018890000,20874
10018900000,19300
10018910000,20997
10018920000,20163
10018932000,19698
10018960000,14733
10018970000,15252
10018980000,17307
10018990000,33958
10019000000,33110
10019011000,28910
10019012000,30896
10019021000,18391
10019022000,21497
10019023000,23154
10019024000,19846
10019031000,18434
10019032000,28440
10019033000,21942
10019041000,12642
10019042000,14537
10019045000,11428
10019050000,14112
10019060000,16346
10019070000,18508
10019080000,17153
10019090000,16444
10019110000,20237
10019123000,38113
10019124000,29870
10019125000,38969
10019130000,21337
10019140000,8112
10019150000,27989
10019160000,26974
10019170000,27751
10019180000,24581
10019190000,26878
10019200000,26399
10019210000,28923
10019220000,27016
10019230000,26576
10019240000,12078
10019252000,31386
10019253000,31284
10019254000,28095
10019260000,19049
10019271000,24821
10019272000,21256
10019273000,20164
10019280000,11412
10019290000,13340
10019300000,23992
10019310000,22054
10019320000,17115
10019330000,28234
10019340000,31655
10019360000,30749
10019370000,13227
10019380000,25627
10019390000,28869
10019400000,17269
10019410000,22568
10019420000,12837
10019430000,10556
10019440000,7963
10019450000,10434
10019461000,10147
10019462000,9986
10019470000,10426
10019481000,11376
10019482000,10979
10019490000,26255
10019500000,31156
10019520000,27217
10019530000,20568
10019541000,18122
10019542000,20335
10019550000,16906
10019560000,18602
10019570000,24195
10019580000,22980
10019590000,17445
10019610000,19906
10019620000,17519
10019630000,21389
10019650000,16670
10019660000,15553
10019670000,13407
10019680000,24451
10019690000,26010
10019701000,20862
10019702000,25959
10019711000,13204
10019730000,14415
10019740000,15822
10019750000,15967
10019771000,18123
10019772000,18777
10019780000,23749
10019790000,16530
10019800000,19087
10019810000,19893
10019820000,18496
10019830000,20909
10019840000,27264
10019851000,25746
10019852000,27695
10019853000,25994
10019854000,24682
10019855000,24703
10019860000,27634
10019870000,25096
10019880000,28849
10019890000,23575
10019900000,19511
10019910000,32066
10019920000,27180
10019930000,27116
10019940000,30039
10019950000,24050
10019960000,28225
10019970000,25778
10019980000,28572
10019990000,27361
10020000000,27133
10020010000,34189
10020020000,16717
10020030000,22995
10020042000,26893
10020043000,27160
10020050000,27238
10020060000,13900
10020070000,23149
10020080000,21899
10020090000,25257
10020100000,25955
10020110000,24751
10020120000,30985
10020130000,27554
10020140000,10983
10020150000,19994
10020170000,25242
10020181000,16359
10020182000,16664
10020190000,17818
10020200000,18404
10020210000,24416
10020220000,19541
10020230000,11053
10020240000,8559
10020250000,10584
10020260000,9484
10020270000,10524
10020280000,24666
10020290000,24975
10020300000,32152
10020310000,25964
10020320000,16070
10020330000,16887
10020340000,23537
10020350000,17076
10020360000,21226
10020380000,13282
10020390000,17163
10020400000,16049
10020410000,16087
10020420000,26749
10020431000,9921
10020432000,11990
10020433000,10503
10020440000,11677
10020450000,15264
10020460000,16851
10020470000,12857
10020480000,16916
10020500000,21132
10020511000,24488
10020512000,23886
10020520000,19618
10020530000,29357
10020540000,9786
10020550000,34657
10020570000,34284
10020580000,21873
10020591000,22595
10020592000,26207
10020593000,27776
10020594000,27182
10020600000,19281
10020610000,28901
10020620000,3952
10020630000,9987
10020650000,38289
10020660000,21862
10020671000,21774
10020672000,24207
10020673000,21386
10020674000,18636
10020675000,21823
10020676000,19813
10020681000,22930
10020682000,26516
10020683000,22413
10020690000,27788
10020700000,20183
10020710000,18097
10020720000,20613
10020730000,12742
10020740000,17594
10020750000,20235
10020760000,18270
10020770000,12162
10020780000,9918
10020790000,11953
10020800000,20076
10020810000,21003
10020820000,15194
10020830000,22100
10020840000,19937
10020850000,27387
10020860000,25351
10020870000,19091
10020880000,28230
10020890000,37012
10020901000,10409
10020902000,9834
10020910000,16582
10020920000,15180
10020930000,20824
10020940000,18103
10020950000,13519
10020960000,19371
10020970000,21460
10020980000,30939
10020990000,32395
10021000000,32418
10021010000,27030
10021020000,27228
10021030000,25757
10021040000,27102
10021050000,24891
10021060000,29619
10021070000,27908
10021090000,27054
10021100000,27293
10021110000,27981
10021120000,28800
10021130000,27571
10021140000,15339
10021150000,14393
10021161000,18958
10021170000,18942
10021180000,18427
10021190000,16883
10021200000,14240
10021210000,15875
10021220000,16426
10021230000,9384
10021241000,9734
10021242000,7982
10021243000,9238
10021244000,8124
10021250000,15477
10021270000,16283
10021280000,13287
10021290000,14965
10021300000,16951
10021310000,16533
10021320000,18111
10021330000,17347
10021340000,21913
10021350000,40316
10021360000,12193
10021370000,27099
10021380000,30767
10021390000,22799
10021400000,21767
10021410000,18418
10021420000,13452
10021431000,24635
10021432000,29487
10021440000,28673
10021450000,18853
10021460000,24200
10021470000,26989
10021480000,24669
10021490000,29447
10021520000,10766
10021530000,26117
10021540000,27233
10021550000,34332
10021560000,37012
10021570000,37041
10021580000,10113
10021591000,29566
10021592000,31778
10021593000,26804
10021594000,31510
10021601000,27116
10021602000,22743
10021621000,20943
10021622000,21199
10021630000,28192
10021650000,29829
10021670000,22269
10021690000,27264
10021701000,37591
10021702000,36345
10021703000,38185
10021720000,28929
10021760000,21379
10021770000,26313
10021790000,24537
10021810000,27977
10021820000,22432
10021830000,27885
10021840000,28526
10021860000,15609
10021871000,28463
10021872000,28234
10021880000,9470
10021892000,27941
10021910000,27835
10021920000,19619
10021930000,19868
10021940000,18665
10021950000,10033
10021960000,15827
10021970000,13401
10021980000,19653
10021990000,20699
10022000000,19272
10022010000,17538
10022020000,14107
10022030000,10086
10022040000,11654
10022050000,9466
10022060000,9476
10022080000,22634
10022090000,17254
10022100000,21459
10022111000,24588
10022112000,28341
10022120000,29164
10022130000,25183
10022140000,19408
10022150000,32860
10022160000,28604
10022170000,28461
10022180000,27440
10022190000,25655
10022200000,28844
10022210000,28941
10022220000,13913
10022231000,23578
10022232000,23580
10022233000,26650
10022240000,18288
10022250000,13197
10022260000,17273
10022280000,21268
10022290000,20940
10022300000,12259
10022310000,10664
10022330000,26880
10022340000,28104
10022350000,29671
10022360000,11827
10022370000,18433
10022390000,21554
10022420000,21178
10022430000,18795
10022442000,22819
10022450000,19652
10022460000,13219
10022470000,15109
10022480000,39284
10022490000,31278
10022500000,11660
10022511000,13353
10022512000,12901
10022521000,32001
10022522000,31815
10022523000,32508
10022530000,23160
10022540000,20310
10022550000,26942
10022560000,16015
10022570000,17342
10022580000,20358
10022590000,20994
10022600000,27735
10022620000,17275
10022630000,14086
10022650000,28055
10022660000,28104
10022670000,22672
10022680000,19886
10022690000,26402
10022700000,28006
10022720000,19591
10022740000,25107
10022751000,23173
10022752000,24185
10022753000,28266
10022754000,24061
10022755000,25919
10022756000,23954
10022770000,20112
10022790000,24667
10022800000,25097
10022810000,23728
10022820000,25885
10022830000,26126
10022840000,28550
10022850000,23611
10022860000,37510
10022870000,26928
10022880000,23783
10022890000,17338
10022920000,22884
10022930000,18428
10022940000,24010
10022950000,26387
10022970000,25742
10022980000,38381
10022990000,30923
10023000000,30424
10023010000,28411
10023020000,13600
10023030000,14745
10023050000,24789
10023060000,11454
10023080000,23844
10023090000,24290
10023100000,9296
10023110000,23658
10023120000,20874
10023130000,11614
10023140000,14618
10023150000,6473
10023160000,10350
10023170000,16778
10023180000,28271
10023200000,24603
10023210000,13654
10023220000,27329
10023230000,23740
10023240000,33435
10023250000,27362
10023260000,38135
10023270000,26565
10023280000,18466
10023290000,19628
10023300000,19566
10023310000,20896
10023320000,24105
10023330000,9007
10023340000,17241
10023350000,13659
10023361000,17927
10023362000,17438
10023370000,20155
10023380000,18524
10023390000,19769
10023400000,12597
10023410000,9313
10023420000,12080
10023430000,27958
10023440000,18611
10023450000,11222
10023460000,34264
10030510000,15983
10031630000,23930
10031640000,24058
10031650000,23871
10031660000,18899
10031670000,19581
10031680000,19536
10031690000,18957
10031700000,18566
10031710000,23257
10031720000,28663
10031730000,24021
10031740000,25221
10031750000,12239
10031760000,13213
10031770000,14737
10031780000,11849
10031790000,9982
10031800000,11370
10031810000,15465
10031820000,17216
10031840000,15288
10031850000,18018
10031860000,13902
10031880000,18149
10031890000,14066
10031900000,20256
10031910000,23834
10031920000,20515
10031940000,10889
10031950000,4449
10031960000,5880
10031970000,6602
10031980000,8069
10031990000,7703
10032000000,6628
10032010000,10482
10032020000,10503
10032030000,6394
10032040000,10989
10032050000,11673
10032060000,11079
10032070000,9328
10032080000,9885
10032120000,12378
10032130000,14186
10032140000,12743
10032150000,13110
10032160000,13937
10032180000,16970
10032190000,22464
10032200000,22524
10032210000,20097
10032220000,19166
10032240000,17905
10032250000,18155
10032260000,16636
10032270000,23094
10032280000,23824
10032290000,15119
10032310000,15089
10032320000,17755
10032330000,16010
10032340000,22755
10032350000,25659
10032360000,20954
10032370000,22637
10032380000,21668
10032390000,22564
10032400000,18936
10032410000,25292
10032420000,19073
10032430000,18070
10032440000,17631
10032450000,18151
10032460000,22733
10032470000,13760
10032480000,14692
10032490000,15034
10032500000,18150
10032510000,15648
10032521000,14573
10032522000,15513
10032530000,26065
10032560000,25229
10032570000,24481
10032580000,22504
10032590000,23002
10032600000,23399
10032610000,22484
10032620000,24667
10032640000,22762
10032650000,20813
10032660000,17225
10032680000,18829
10032691000,20975
10032692000,22517
10032700000,22276
10032710000,22643
10032720000,21997
10032730000,21673
10032770000,19444
10032780000,14290
10032790000,18464
10032800000,18293
10032810000,18743
10032830000,16196
10032840000,16358
10032850000,15355
10032860000,17913
10032870000,21103
10032890000,11407
10032900000,6977
10032910000,21236
10032920000,16525
10032930000,12567
10032942000,8628
10032951000,6655
10032952000,12569
10032953000,11507
10032960000,18211
10032971000,7269
10032972000,11213
10032981000,5185
10032982000,15718
10032990000,2459
10033000000,6814
10033010000,7957
10033020000,7179
10033030000,8447
10033041000,10215
10033042000,6859
10033043000,10418
10033050000,7350
10033060000,10511
10033070000,10057
10033080000,7753
10033090000,9964
10033100000,10067
10033110000,9294
10033120000,10222
10033130000,11033
10033140000,11306
10033150000,10368
10033160000,12567
10033170000,13754
10033180000,15081
10033190000,14410
10033200000,13855
10033210000,14635
10033220000,11085
10033230000,12636
10033240000,12237
10033250000,12894
10033261000,12467
10033262000,11777
10033270000,15780
10033280000,12516
10033290000,14543
10033300000,13453
10033310000,13297
10033320000,14671
10033330000,12615
10033340000,12244
10033350000,12754
10033360000,16173
10033370000,15349
10033380000,16782
10033390000,17228
10033400000,18775
10033410000,13742
10033420000,15019
10033430000,14765
10033440000,14196
10033450000,15387
10033460000,20047
10033470000,20998
10033480000,20994
10033490000,20921
10033500000,18997
10033510000,15700
10033520000,17767
10033530000,15367
10033540000,17658
10033550000,17662
10033560000,12660
10033571000,13924
10033572000,13993
10033580000,16906
10033591000,16537
10033592000,16586
10033600000,19967
10033610000,21371
10033620000,23044
10033630000,18103
10033640000,20094
10033650000,17316
10033660000,19468
10033670000,17898
10033680000,15472
10033691000,20888
10033692000,21179
10033701000,23189
10033702000,20855
10033703000,23273
10033704000,21798
10033705000,21912
10033706000,20148
10033710000,18015
10033720000,17846
10033730000,16944
10033740000,18995
10033750000,20242
10033761000,18433
10033763000,20470
10033770000,15408
10033780000,19848
10033790000,18869
10033800000,18269
10033810000,19166
10033820000,14691
10033830000,12993
10033840000,14008
10033850000,15840
10033860000,16724
10033870000,16000
10033880000,16291
10033890000,14655
10033900000,15337
10033910000,14980
10033920000,15920
10033930000,20443
10033940000,20338
10033950000,20993
10033961000,21976
10033962000,20585
10033970000,19052
10033980000,20982
10033991000,21218
10033992000,20901
10034000000,20577
10034010000,20610
10034020000,22397
10034031000,19808
10034032000,20952
10034040000,15718
10034050000,21018
10034060000,23218
10034080000,21793
10034090000,20506
10034100000,22351
10034110000,17791
10034120000,23124
10034130000,16554
10034140000,11260
10034150000,15955
10034160000,17622
10034170000,22507
10034180000,21388
10034190000,21936
10034200000,19322
10034211000,18354
10034212000,22042
10034220000,16881
10034230000,18138
10034240000,21500
10034250000,18600
10034270000,20626
10034280000,24304
10034290000,24229
10034300000,22580
10034310000,22970
10034320000,22584
10034330000,22545
10034350000,20972
10034360000,20629
10034370000,20755
10034380000,19272
10034390000,20240
10034410000,21141
10034421000,22380
10034422000,21783
10034430000,22371
10034440000,20970
10034450000,18980
10034460000,17548
10034470000,18391
10034480000,21382
10034490000,19401
10034500000,19961
10034520000,19556
10034530000,17527
10034540000,19178
10034550000,21629
10034560000,20430
10034570000,21218
10034580000,19568
10034590000,22700
10034600000,25928
10034610000,25160
10034620000,25156
10034631000,25064
10034632000,25522
10034640000,23328
10034650000,15467
10034660000,19955
10034670000,15669
10034680000,13458
10034690000,19605
10034700000,14963
10034711000,25783
10034712000,27345
10034720000,22506
10034731000,26495
10034732000,24288
10034733000,26468
10034740000,24242
10034750000,17999
10034760000,23264
10034770000,17730
10034780000,15240
10034791000,18247
10034792000,19694
10034793000,19205
10034800000,19822
10034810000,16824
10034820000,14885
10034841000,18482
10034842000,17957
10034850000,14867
10034860000,14995
10034870000,16375
10034880000,22371
10034891000,19118
10034892000,20246
10034900000,20871
10034911000,20364
10034912000,17826
10034920000,22838
10034930000,19168
10034941000,21612
10034942000,20592
10034970000,19461
10034980000,15979
10034990000,18784
10035001000,25079
10035002000,23504
10035010000,25873
10035020000,21897
10035030000,18977
10035041000,23018
10035042000,22169
10035050000,27716
10035060000,17879
10035070000,22522
10035080000,19674
10035130000,23206
10035140000,21951
10035170000,16161
10035180000,18582
10035190000,16324
10035210000,17817
10035220000,17833
10035230000,16733
10035240000,16891
10035250000,16694
10035260000,20475
10035270000,17867
10035280000,20278
10035290000,18510
10035300000,18826
10035310000,18373
10035320000,18784
10035330000,21277
10035340000,18893
10035350000,21547
10035360000,19674
10035370000,20014
10035380000,18314
10035390000,19939
10035400000,19546
10035410000,19207
10035420000,19684
10035430000,19313
10035440000,19426
10035490000,19674
10035500000,18951
10035510000,19205
10035520000,20995
10035530000,18369
10035540000,19516
10035550000,20045
10035560000,20605
10035570000,22082
10035591000,17280
10035611000,20966
10035612000,23513
10035613000,20653
10035614000,20891
10035616000,22599
10035630000,20860
10035641000,21745
10035650000,23730
10035661000,24348
10035662000,24456
10035671000,21814
10035672000,23229
10035673000,22669
10035713000,19302
10035714000,18281
10035715000,17431
10035716000,18285
10035720000,18285
10035730000,18771
10035740000,20435
10035750000,18626
10035760000,19403
10035770000,15081
10035780000,15282
10035790000,17313
10035801000,16215
10035802000,17710
10035810000,18554
10035830000,14118
10035850000,14907
10035860000,13936
10035880000,20615
10035890000,19604
10035900000,20903
10035910000,20548
10035920000,19781
10035930000,18476
10035940000,16086
10035950000,14479
10035960000,15720
10035970000,13601
10035990000,19585
10036000000,19402
10036010000,21591
10036030000,19918
10036050000,21767
10036061000,19103
10036080000,22210
10036100000,21565
10036120000,23419
10036130000,15765
10036140000,15763
10036150000,14895
10036160000,18868
10036170000,19071
10036180000,17768
10036191000,19191
10036192000,21446
10036200000,16675
10036210000,16814
10036220000,16229
10036230000,17957
10036240000,16583
10036250000,17020
10036270000,20688
10036280000,20737
10036290000,19460
10036300000,19983
10036310000,19224
10036321000,17593
10036322000,20178
10036351000,24507
10036352000,22406
10036360000,25899
10036370000,23311
10036380000,23952
10036390000,26028
10036400000,23695
10036430000,21997
10036440000,23893
10036450000,21275
10036470000,22628
10036480000,23600
10036490000,24584
10036500000,24745
10036510000,23980
10036520000,21653
10036530000,22238
10036540000,26005
10036550000,22916
10036560000,24850
10036570000,24789
10036580000,23877
10036590000,25362
10036600000,24253
10036610000,24025
10036620000,23728
10036640000,25459
10036650000,25822
10036660000,24270
10036670000,23088
10036680000,24762
10036690000,23859
10036710000,24118
10036720000,23264
10036730000,25213
10036740000,23852
10036750000,23842
10036760000,25114
10036770000,25504
10036780000,24598
10036800000,25066
10036810000,23571
10036820000,22400
10036830000,25189
10036840000,25012
10036870000,24531
10036880000,24671
10036890000,24984
10036900000,25399
10036910000,24565
10036930000,25075
10036940000,24525
10036950000,24010
10036980000,24358
10036990000,25922
10037000000,25172
10037010000,25808
10037020000,23362
10037030000,22892
10037040000,23412
10037050000,21822
10037060000,22579
10037070000,23487
10037080000,26755
10037090000,27015
10037100000,25718
10037110000,26896
10037120000,26781
10037131000,24221
10037132000,23913
10037133000,24345
10037134000,24618
10037135000,24279
10037136000,24144
10037140000,25345
10037151000,19927
10037152000,21926
10037153000,25185
10037160000,23321
10037171000,17047
10037172000,18992
10037180000,21125
10037200000,24703
10037210000,23158
10037220000,23673
10037230000,13114
10037240000,20507
10037251000,23839
10037252000,24195
10037253000,24026
10037261000,24724
10037262000,24809
10037263000,25098
10037271000,26377
10037272000,23361
10037273000,25519
10037274000,23455
10037280000,23264
10037290000,25206
10037313000,22206
10037314000,23136
10037318000,22721
10037332000,24281
10037350000,20033
10037360000,7208
10037370000,6964
10037380000,6922
10037392000,18901
10037393000,19588
10037395000,19929
10037400000,10605
10037410000,10214
10037420000,20147
10037430000,19145
10037440000,11309
10037450000,18507
10037460000,3852
10037470000,8077
10037480000,4338
10037500000,9513
10037510000,10092
10037520000,7284
10037530000,7378
10037550000,3831
10037560000,2765
10037570000,6104
10037580000,5331
10037590000,7488
10037600000,5180
10037610000,7904
10037620000,6629
10037630000,6763
10037650000,6381
10037660000,13194
10037670000,6390
10037680000,6066
10037690000,9088
10037700000,13224
10037710000,10079
10037720000,15158
10037730000,14200
10037740000,9576
10037760000,12374
10037770000,9828
10037780000,12481
10037790000,9676
10037800000,20922
