tz16_code,tz16_name,lga_code16,lga_name16,gsc_distri,GIC_AreaName,GIC_Precinct_190919,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,ERP_2016,ERP_2056,EMP_2016,EMP_2056,Tz16_Area,PopDensity_2016,PopDensity_2056,EmpDensity_2016,EmpDensity_2056,PopDensity_Diff,EmpDensity_Diff
196.0,Albion St and Flinders St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2552.0,2965.0,3100.0,4727.0,200637.248915,12719.472649274388,14777.913951841128,15450.770067692243,23559.932293542333,2058.44130256674,8109.16222585009
197.0,United Dental Hospital Of Sydney,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,592.0,879.0,3744.0,5772.0,48153.1730098,12294.10157207123,18254.248786909815,77751.88561796398,119867.49032769448,5960.147214838586,42115.6047097305
198.0,News Ltd,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1192.0,1475.0,7348.0,10273.0,107285.522724,11110.539145775603,13748.360100687094,68490.13560667713,95753.8327554973,2637.820954911491,27263.697148820167
199.0,Bourke St and Arthur St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2560.0,2737.0,1923.0,3043.0,207204.525236,12354.942523983169,13209.170971930444,9280.68534125767,14685.972695500306,854.2284479472746,5405.287354242637
200.0,Prince Alfred Park,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,8.0,9.0,160.0,236.0,90732.5860083,88.17118911686457,99.19258775647265,1763.4237823372914,2601.050078947505,11.02139863960808,837.6262966102136
201.0,Strawberry Hills_Elizabeth St and Belvoir St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3314.0,3552.0,4111.0,6530.0,190652.973418,17382.367243411256,18630.7086447184,21562.737398208712,34250.711556872506,1248.3414013071451,12687.974158663794
202.0,Bourke St and Mort St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1833.0,2002.0,712.0,1129.0,154619.207737,11854.930747788121,12947.938547229578,4604.861261552178,7301.809500410686,1093.0077994414569,2696.9482388585084
205.0,Lee St_Sydney,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1168.0,1767.0,697.0,1040.0,32822.5696472,35585.26990892192,53834.90747351458,21235.38795078645,31685.514302464722,18249.63756459266,10450.126351678271
206.0,CUB Site Chippendale_North,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3762.0,6850.0,668.0,3475.0,67788.9545103,55495.76663597008,101048.9105413065,9854.11273599894,51262.03855927592,45553.143905336416,41407.92582327698
207.0,Chippendale,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3289.0,3458.0,1774.0,2772.0,187159.210991,17573.273485097987,18476.248012000255,9478.561010204874,14810.91945901235,902.9745269022678,5332.358448807476
208.0,Central Station_South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,1591.0,59.0,2994.0,98898.4590817,0.0,16087.207169584666,596.5714789475144,30273.474711336574,16087.207169584666,29676.90323238906
209.0,CUB Site Chippendale_South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,887.0,978.0,1418.0,1784.0,76395.8509023,11610.578186168168,12801.742351829163,18561.21743854167,23352.053533397982,1191.1641656609954,4790.836094856313
210.0,Darlington_Everleigh St and Hudson St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1053.0,1820.0,685.0,3489.0,82407.6761459,12777.935858010353,22085.321236067277,8312.3324432451,42338.28889705425,9307.385378056924,34025.95645380915
211.0,Redfern_Wells St and Renwick St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,884.0,992.0,658.0,1234.0,48427.5167335,18254.08485974438,20484.22192405704,13587.316558497514,25481.380901498378,2230.137064312661,11894.064343000864
212.0,Redfern Mail Exchange Redfern,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2260.0,2496.0,2872.0,4053.0,183141.678166,12340.173043251963,13628.79288316677,15681.848221336124,22130.40767446912,1288.619839914807,6448.559453132995
213.0,Redfern,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,741.0,2051.0,100.0,137.0,84579.0310059,8761.036762744538,24249.50931226592,1182.326148818426,1619.7868238812437,15488.472549521382,437.4606750628177
214.0,Surry Hills Shopping Village,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1754.0,2061.0,916.0,1425.0,198242.541412,8847.747751350342,10396.355824135151,4620.602588504512,7188.164507225905,1548.6080727848093,2567.5619187213933
215.0,Redfern Station,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1535.0,4051.0,1032.0,3302.0,125999.118012,12182.62495975415,32151.01870486258,8190.533523430803,26206.53264958189,19968.39374510843,18015.999126151088
216.0,Everleigh,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,179.0,1955.0,166.0,2257.0,142960.503719,1252.09407733928,13675.105705018392,1161.1598706051423,15787.577276842205,12423.011627679112,14626.417406237062
217.0,Redfern_Wyndham St and Boundary St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,427.0,443.0,358.0,543.0,51585.4423205,8277.529101079563,8587.69412594437,6939.942431350079,10526.22553134942,310.1650248648075,3586.283099999342
218.0,Rachel Forster Hospital,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1443.0,1702.0,1033.0,1536.0,100300.521726,14386.764646568574,16969.004454927035,10299.049119823518,15313.978168488793,2582.2398083584612,5014.929048665275
219.0,Redfern Oval,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1532.0,4137.0,171.0,233.0,145169.575893,10553.175419684285,28497.706730570422,1177.9327655130633,1605.019499207858,17944.531310886137,427.0867336947947
220.0,Redfern_Baptist St and Zamia St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,881.0,924.0,85.0,132.0,91638.8433145,9613.827151620098,10083.060485921646,927.5542654798052,1440.437212274521,469.2333343015471,512.8829467947158
221.0,Redfern_Charles Moore Ave,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1465.0,1525.0,147.0,221.0,58148.0366128,25194.315841740954,26226.164954713277,2528.030326782198,3800.6442327813998,1031.8491129723225,1272.613905999202
222.0,Australian Technology Park,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,12.0,1205.0,3406.0,99706.2837572,0.0,120.35349777173352,12085.497067911574,34160.33445087703,120.35349777173352,22074.83738296546
223.0,Explorer St and Aurora Place,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,526.0,4416.0,11.0,18.0,42544.2571123,12363.595834134985,103797.79316262376,258.554285504724,423.08883082591205,91434.19732848876,164.53454532118803
224.0,Australian Technology Park North,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,12.0,1262.0,3567.0,103762.078088,0.0,115.64918726688254,12162.439527567147,34376.720915080834,115.64918726688254,22214.281387513685
225.0,Macdonaldtown Station,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,1646.0,2726.0,137200.346984,0.0,0.0,11997.054207100167,19868.75441589007,0.0,7871.700208789904
226.0,Blackwattle Bay Park_Glebe,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1792.0,1878.0,303.0,515.0,160810.355128,11143.56098880339,11678.352420185696,1884.207019870216,3202.5300832777602,534.7914313823057,1318.3230634075442
227.0,Harold Park_Jubilee Park_Glebe,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2993.0,4844.0,378.0,604.0,399240.736652,7496.7299807606105,12133.030413232342,946.7971709747782,1512.8716700231905,4636.300432471731,566.0744990484123
228.0,Wentworth Park,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2722.0,3089.0,1412.0,2030.0,490216.237171,5552.651653703785,6301.300866381702,2880.361548504682,4141.02970500319,748.6492126779167,1260.6681564985083
229.0,Glebe_Wigram Rd and Glebe Point Rd,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3309.0,3834.0,878.0,1244.0,315047.714276,10503.170948579316,12169.585196993985,2786.8794478249138,3948.608238148283,1666.4142484146687,1161.7287903233691
230.0,Forest Lodge Public School,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3603.0,3770.0,207.0,316.0,264510.422086,13621.391443050818,14252.746527977124,782.5778597589562,1194.6599211779235,631.3550849263065,412.0820614189673
231.0,Forest Lodge_Arundel St and Short St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2666.0,3917.0,1945.0,2775.0,173239.019691,15389.142727517421,22610.37961878685,11227.262792581165,16018.331233631225,7221.236891269429,4791.06844105006
232.0,Glebe_Mitchell St and Westmoreland St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1730.0,1982.0,1256.0,2018.0,232952.149464,7426.417845813228,8508.185069596428,5391.665210601974,8662.723244422597,1081.7672237831994,3271.0580338206237
233.0,Broadway Shopping Centre_Glebe_Glebe St and Cowper St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2016.0,4202.0,1975.0,3049.0,261480.145188,7709.954415661383,16070.053796929133,7553.15474748573,11660.541177257715,8360.09938126775,4107.386429771986
236.0,University of Sydney_Main Camperdown Campus,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1336.0,2127.0,6797.0,11364.0,676764.973245,1974.0974382791323,3142.8931521105646,10043.368479029388,16791.64916811681,1168.7957138314323,6748.2806890874235
237.0,Camperdown Park,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1658.0,4867.0,751.0,1141.0,218120.300256,7601.30991042129,22313.37474910761,3443.054127096736,5231.058267666279,14712.064838686321,1788.0041405695429
238.0,Royal Prince Alfred Hospital,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,336.0,416.0,3448.0,5291.0,121114.571343,2774.232664775225,3434.764251626469,28468.911393288618,43685.90782537415,660.5315868512439,15216.996432085536
239.0,Darlington,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,627.0,712.0,823.0,1370.0,164191.114992,3818.7206416775343,4336.4100428618885,5012.451496173223,8343.93505438313,517.6894011843542,3331.4835582099067
240.0,Darlington_Edward St and Vine St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1302.0,1419.0,312.0,513.0,101330.165139,12849.085938170307,14003.727301277777,3079.0436349532533,5062.6582843942915,1154.6413631074702,1983.6146494410382
241.0,Camperdown_Australia St and Hopgate St,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1630.0,1960.0,238.0,377.0,154119.917263,10576.180087213936,12717.369920821666,1544.2520618140593,2446.1471735458,2141.18983360773,901.8951117317406
242.0,Royal Prince Alfred Medical Centre,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2587.0,3157.0,1737.0,2595.0,182355.610129,14186.566556246516,17312.32725862785,9525.344456204175,14230.436881893973,3125.7607023813343,4705.092425689798
243.0,Darlington_Golden Grove St and Abercrombie St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1176.0,1254.0,855.0,1380.0,106463.636128,11046.025129050719,11778.669652916327,8030.911126988405,12962.172345314619,732.6445238656088,4931.261218326214
244.0,Australia Council For The Arts Darlington,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,567.0,615.0,175.0,278.0,47056.8231539,12049.262189791662,13069.305549774024,3718.908083269031,5907.751126564518,1020.0433599823627,2188.843043295487
245.0,Newtown St Stephens Cemetery,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2221.0,2821.0,1171.0,1765.0,303163.579818,7326.077892777707,9305.207445081456,3862.6011762461485,5821.939433026859,1979.1295523037488,1959.3382567807103
246.0,Macdonaldtown Station_North,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1939.0,2025.0,543.0,783.0,150254.721799,12904.752521480525,13477.113902010347,3613.8631352057378,5211.150708777334,572.3613805298228,1597.2875735715966
247.0,Newtown Station_North,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1217.0,1276.0,969.0,1413.0,126811.313474,9596.935530910027,10062.193703731466,7641.274058711435,11142.538952486333,465.2581728214391,3501.264893774898
248.0,Newtown_Rawson St and Reiby St,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1626.0,2100.0,920.0,1375.0,164566.961046,9880.476552918164,12760.763075724566,5590.429537936477,8355.261537676799,2880.286522806402,2764.8319997403223
249.0,Newtown Station_South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1591.0,1727.0,637.0,965.0,196527.579509,8095.555870452981,8787.570702873852,3241.275354794814,4910.252303574562,692.0148324208712,1668.9769487797475
250.0,Newtown_Kent St and College St,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1423.0,1883.0,179.0,259.0,112151.927454,12688.145735022295,16789.7248201314,1596.0492526837602,2309.3673544418652,4101.579085109104,713.3181017581051
251.0,St Peters Station_North,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3296.0,4523.0,440.0,672.0,327894.759985,10052.005711072601,13794.060021596291,1341.8939662839637,2049.4380575973264,3742.05431052369,707.5440913133627
252.0,Rydges Camperdown,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1820.0,2254.0,4132.0,6340.0,122246.057323,14888.005714500667,18438.22246180467,33800.68110566855,51862.61331315067,3550.2167473040045,18061.932207482125
253.0,Erskineville South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2193.0,3951.0,3.0,4.0,81151.1315884,27023.65274612479,48686.936616479274,36.968061212209015,49.29074828294535,21663.283870354484,12.322687070736336
254.0,Macdonaldtown Station_South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,760.0,806.0,138.0,196.0,83338.5387649,9119.430353152437,9671.395874527452,1655.8965641250475,2351.8530910761547,551.9655213750157,695.9565269511072
255.0,Erskineville Station_West,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1104.0,1175.0,353.0,533.0,98362.9355764,11223.739852116412,11945.556454924623,3588.750151990121,5418.707736574319,721.8166028082105,1829.9575845841978
256.0,Erskineville Station_East,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1339.0,1445.0,567.0,793.0,214555.239393,6240.817067847776,6734.8623323674665,2642.676084742113,3696.017875133149,494.04526451969014,1053.3417903910363
257.0,Alexandria,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1465.0,1498.0,312.0,477.0,153909.551461,9518.577541766304,9732.989186051826,2027.1646368812883,3099.2228583088927,214.4116442855211,1072.0582214276044
258.0,Cleveland Street High School,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2634.0,2923.0,1578.0,2289.0,333521.519189,7897.54138325139,8764.05218801967,4731.328892471789,6863.125370638736,866.5108047682807,2131.796478166947
259.0,Erskineville_Rochford St and Macdonald St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1735.0,1815.0,170.0,258.0,142567.733581,12169.65407543817,12730.790862778258,1192.415673097688,1809.6661391717855,561.1367873400886,617.2504660740974
260.0,Erskineville,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1486.0,2677.0,1028.0,1337.0,192649.899452,7713.474049179282,13895.672967464965,5336.1045239275245,6940.0503389991245,6182.198918285683,1603.9458150716
261.0,Alexandria_Lawrence St and Maddox St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2560.0,2997.0,577.0,835.0,232287.642717,11020.818714488792,12902.106909110513,2483.9892180703255,3594.681104139899,1881.2881946217203,1110.6918860695737
262.0,Alexandria_Mandible St and Wyndham St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1193.0,1776.0,3197.0,4273.0,306073.326964,3897.758788175355,5802.5311046097495,10445.209426485006,13960.70687499857,1904.7723164343943,3515.4974485135644
263.0,Sydney Park Business Centre,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,1142.0,2217.0,3015.0,274743.581528,0.0,4156.603017434331,8069.342285159292,10973.868736921637,4156.603017434331,2904.5264517623445
264.0,Beaconsfield Industrial Area_Green Square Station,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,471.0,3109.0,4057.0,223836.189103,0.0,2104.2173827542497,13889.621747309899,18124.86182979616,2104.2173827542497,4235.24008248626
265.0,CSR Concrete Plant,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,31.0,318.0,2211.0,2883.0,730290.7062519998,42.448849115304085,435.44303286021614,3027.5614643205595,3947.74296772328,392.99418374491205,920.1815034027204
266.0,Alexandria Industrial Area,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,155.0,7520.0,10071.0,805396.881196,0.0,192.45170129021082,9337.011572273454,12504.394088346537,192.45170129021082,3167.382516073083
267.0,Alexandria_Eastern Suburbs Mail Centre,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,772.0,1186.0,5665.0,7354.0,439773.878419,1755.447601334037,2696.840485987264,12881.62002792399,16722.230129806358,941.3928846532269,3840.6101018823683
268.0,Waterloo_John St and Botany Rd,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1423.0,4062.0,357.0,513.0,107346.679638,13256.115650700272,37840.01530087456,3325.673427477159,4778.9088747781025,24583.899650174288,1453.2354473009436
270.0,Waterloo,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2269.0,6479.0,434.0,623.0,130306.768645,17412.75624892156,49721.13166009819,3330.602120772128,4781.025624979345,32308.37541117663,1450.4235042072169
271.0,Waterloo Park,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1847.0,2845.0,294.0,420.0,191812.97403,9629.171380821845,14832.156241709881,1532.7430351714254,2189.6329073877505,5202.984860888037,656.8898722163251
272.0,Waterloo_Young St and Danks St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,698.0,1070.0,1465.0,2057.0,141414.006458,4935.861853311583,7566.435792325779,10359.65274369838,14545.942453097316,2630.573939014196,4186.289709398936
273.0,Waterloo_Crown Square Shopping Plaza,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,4773.0,6614.0,713.0,1009.0,128222.629686,37224.318450560844,51582.1584395578,5560.640908286168,7869.1257734372275,14357.839988996959,2308.4848651510592
274.0,Waterloo_Elizabeth St and Allen St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1223.0,2267.0,1202.0,1646.0,151506.539702,8072.258810778288,14963.050469365804,7933.650932588309,10864.217500033574,6890.791658587516,2930.566567445265
275.0,Waterloo_Elizabeth St and Powell St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,673.0,850.0,966.0,1372.0,86600.0079598,7771.361872303854,9815.241592062817,11154.733385803154,15842.954663894336,2043.879719758963,4688.221278091181
276.0,Hpm Industries,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2639.0,6052.0,806.0,1115.0,194544.936607,13564.989385105615,31108.494035111475,4143.001684120927,5731.323669720637,17543.50465000586,1588.3219855997095
277.0,Green Square_Merton St and Tilford St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1463.0,2326.0,406.0,542.0,96489.6962175,15162.24070912414,24106.200881355264,4207.703163297609,5617.180084993359,8943.960172231124,1409.4769216957502
278.0,Grandstand Pl,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3055.0,3558.0,855.0,1187.0,143279.707395,21321.930757283284,24832.546525176407,5967.348869877974,8284.494863795502,3510.615767893123,2317.1459939175284
279.0,Green Square_Town Centre,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,714.0,7816.0,105880.061216,0.0,0.0,6743.479289678616,73819.37552959111,0.0,67075.8962399125
280.0,Hutchison Wk,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3360.0,6619.0,345.0,474.0,102145.134546,32894.3714738254,64799.95380513403,3377.547070973144,4640.455975771798,31905.58233130863,1262.908904798654
281.0,Zetland_Epsom Rd and Joynton Ave,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1033.0,2742.0,529.0,687.0,106939.542454,9659.663547226644,25640.65580493268,4946.720248289347,6424.1905681942935,15980.992257706037,1477.4703199049463
282.0,Link Rd,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1060.0,2801.0,528.0,692.0,125553.803276,8442.595702735054,22309.160908831025,4205.36842551331,5511.581345559111,13866.565206095971,1306.2129200458003
283.0,Beaconsfield Industrial Area,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1091.0,1448.0,1230.0,1721.0,175716.34531,6208.870313545676,8240.553816694903,6999.917952026747,9794.194142632547,2031.6835031492265,2794.2761906057995
284.0,Southside Business Centre,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1111.0,2951.0,1313.0,1861.0,172817.829164,6428.734843936082,17075.784450454885,7597.595724651734,10768.564846593203,10647.049606518802,3170.969121941469
285.0,Rosebery_Stedman St and Spring St,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,709.0,4496.0,594.0,895.0,146419.502795,4842.251110445727,30706.291950019728,4056.836614393176,6112.573686669853,25864.040839574,2055.7370722766764
286.0,Rosebury_Dalmeny Ave and Kimberley Grove,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2440.0,8276.0,682.0,958.0,161852.775796,15075.428814859422,51132.888881875646,4213.705922841855,5918.959346162019,36057.460067016225,1705.253423320164
287.0,Rosebery_Hayes Rd and Dunning Ave,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,955.0,1010.0,2642.0,3749.0,209569.7858,4556.954602756482,4819.397014433556,12606.779120924213,17889.029115951886,262.44241167707423,5282.249995027672
288.0,Rosebery_Bannerman Cr and Asquith Ave,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,876.0,1815.0,579.0,931.0,259611.981263,3374.266456187043,6991.202760250551,2230.2514590551345,3586.1210852855447,3616.9363040635085,1355.8696262304102
289.0,Rosebery_Gardiners Rd Public School,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,615.0,1241.0,336.0,466.0,204666.752455,3004.8847339541376,6063.515373718837,1641.693122940797,2276.8720097928913,3058.630639764699,635.1788868520944
290.0,Rosebery Cathedral,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1110.0,2454.0,145.0,201.0,308888.156659,3593.533698429866,7944.623149501704,469.42557321831583,650.7209670129757,4351.089451071837,181.2953937946599
291.0,Green Square_North,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,298.0,1677.0,9.0,104.0,59231.1734656,5031.134494964396,28312.793785420447,151.94701494858916,1755.8321727392524,23281.65929045605,1603.8851577906632
292.0,Green Square_South,17200.0,Sydney (C),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,437.0,2457.0,10.0,112.0,63952.7797972,6833.166617397495,38418.97111886876,156.36536881916467,1751.2921307746442,31585.804501471262,1594.9267619554796
300.0,Enmore_Perry St and Cowper St,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2325.0,2934.0,296.0,452.0,287447.356996,8088.437564003602,10207.086371090998,1029.7537715892759,1572.4618403998402,2118.6488070873957,542.7080688105643
301.0,Wilkins Primary School,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1932.0,2372.0,483.0,789.0,387928.827886,4980.294995162756,6114.523669009347,1245.073748790689,2033.8782356021816,1134.228673846591,788.8044868114926
302.0,Marrickville Park,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2719.0,3549.0,274.0,439.0,360401.207233,7544.369845138065,9847.358801175062,760.263824041129,1218.0869297593272,2302.9889560369966,457.8231057181981
303.0,Marrickville Metro,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1169.0,1500.0,1474.0,2488.0,339404.49005,3444.267928888585,4419.505469061487,4342.900707597754,7330.486404683319,975.2375401729018,2987.585697085565
304.0,Marrickville High School,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3035.0,6978.0,1003.0,1659.0,455644.58406,6660.893394050188,15314.568073700895,2201.2771249529947,3640.9957630079944,8653.674679650707,1439.7186380549997
305.0,Sydney Steel,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,962.0,1233.0,5402.0,7139.0,804519.227496,1195.745194299639,1532.5923332343607,6714.56916799028,8873.622600940877,336.84713893472167,2159.0534329505963
306.0,St Marouns College,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1459.0,1998.0,448.0,748.0,266719.762956,5470.160830341946,7491.008457178347,1679.6655599679177,2804.4416045892913,2020.847626836401,1124.7760446213736
307.0,Marrickville St Brigid Catholic Church,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1455.0,3716.0,348.0,600.0,202922.436114,7170.227343331291,18312.41567547703,1714.9409728379997,2956.794780755172,11142.188332145739,1241.8538079171722
308.0,Dulwich Hill_Ewart St and Osgood Ave,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2245.0,3422.0,121.0,188.0,332045.902787,6761.113391723184,10305.804020702331,364.4074478389778,566.1867784605606,3544.6906289791477,201.7793306215828
309.0,Sydenham Station_West,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,572.0,1630.0,2927.0,3785.0,446654.515152,1280.6318543658826,3649.3530115671133,6553.163352672969,8474.111134221794,2368.7211572012307,1920.9477815488244
310.0,Marrickville Station_South,14170.0,Inner West (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1624.0,4777.0,1053.0,1837.0,324160.102356,5009.870086407137,14736.545198748086,3248.39482819379,5666.952800942063,9726.675112340949,2418.5579727482727
