TZ16_CODE,TZ16_NAME,Tz16_Area,TZprojecti,TZprojec_1,TZprojec_2,TZprojec_3,TZprojec_4,TZprojec_5,TZprojec_6,TZprojec_7,TZprojec_8,TZprojec_9,TZprojec10,TZprojec11,TZprojec12,TZprojec13,TZprojec14,TZprojec15,TZprojec16,TZprojec17,TZprojec18,TZprojec19,TZprojec20,TZprojec21,TZprojec22,TZprojec23,TZprojec24,TZprojec25,TZprojec26,TZprojec27,TZprojec28,TZprojec29,TZprojec30,TZprojec31,TZprojec32,TZprojec33,TZprojec34,TZprojec35,TZprojec36,TZprojec37,TZprojec38,TZprojec39,LOC_PID,NSW_LOCA_2,LGA_CODE16,LGA_NAME16,Split_id
3601,Busby,1208683.417,Busby,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,121.0821857,0,0,0,0,Established,Established,Established_Liverpool (C),"4,427","4,621","4,850","5,079","5,251","5,976","6,772","7,689","7,694",281,326,474,605,760,846,891,942,"1,064",NSW733,BUSBY,14900,Liverpool (C),33
4213,Kurrajong Public School,29603724.29,Kurrajong Public School,Kurrajong Heights - Ebenezer,115031300,11300,Hawkesbury,11503,Sydney - Baulkham Hills and Hawkesbury,115,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Parkland,2965.902008,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),"3,356","3,420","3,489","3,573","3,651","3,848","4,042","4,251","4,461",287,313,322,332,349,370,390,413,442,NSW535,BOWEN MOUNTAIN,13800,Hawkesbury (C),34
530,Darling Point Ferry Wharf,241004.7222,Darling Point Ferry Wharf,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,24.14350088,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,524","1,526","1,531","1,540","1,548","1,607","1,631","1,659","1,686",213,229,240,252,266,284,294,302,311,NSW1221,DARLING POINT,18500,Woollahra (A),36
531,Darling Point,250751.4191,Darling Point,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,25.1198735,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,007","2,010","2,016","2,028","2,038","2,115","2,146","2,182","2,218",198,209,216,226,237,253,262,271,280,NSW1221,DARLING POINT,18500,Woollahra (A),36
534,Ascham Girls School_West,245114.4033,Ascham Girls School_West,Double Bay - Bellevue Hill,118011343,11343,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,24.55514125,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,508","1,511","1,516","1,526","1,535","1,592","1,615","1,641","1,669",594,633,650,675,706,749,769,784,803,NSW1221,DARLING POINT,18500,Woollahra (A),36
4901,Werrington Downs,1106916.048,Werrington Downs,Cambridge Park,124031457,11457,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,110.893917,0,GIC_2,0,Cranebrook and Werrington Downs,Established,Cranebrook and Werrington Downs,Cranebrook and Werrington Downs,"3,335","3,465","3,633","3,707","3,745","4,382","5,005","5,620","6,240",9,10,10,11,12,13,13,14,16,NSW4272,WERRINGTON DOWNS,16350,Penrith (C),38
3003,Wilton Public School,4886869.371,Wilton Public School,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Residential,489.4768412,0,0,0,Bingara Gorge,Greenfield,Wilton,Bingara Gorge,985,"1,376","4,362","7,619","11,208","13,106","14,440","15,488","16,546",3,3,21,30,43,59,78,85,90,NSW4343,WILTON,18400,Wollondilly (A),40
3008,Maldon Station,23221444.19,Maldon Station,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Primary Production,2325.912187,0,0,0,North Wilton,Greenfield,Wilton,North Wilton,201,281,"1,041","1,824","2,722","3,214","3,565","3,849","4,135",281,351,644,749,900,"1,065","1,272","1,751","1,814",NSW4343,WILTON,18400,Wollondilly (A),40
3010,Wilton,10989220.05,Wilton,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Other,1100.689413,0,0,0,South East,Greenfield,Wilton,South East,"1,898","1,949","3,558","5,574","7,806","9,023","9,881","10,561","11,246",116,163,335,408,526,663,827,846,866,NSW4343,WILTON,18400,Wollondilly (A),40
3012,Wilton_South,11479334.74,Wilton_South,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Other,1149.767426,0,0,0,South East,Greenfield,Wilton,South East,105,108,316,669,989,"1,167","1,297","1,408","1,520",203,284,574,694,892,"1,120","1,393","1,425","1,456",NSW4343,WILTON,18400,Wollondilly (A),40
4902,Werrington County,1126215.658,Werrington County,Cambridge Park,124031457,11457,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,112.827291,Stage 1,GIC_2,0,Cranebrook and Werrington Downs,Established,Cranebrook and Werrington Downs,Cranebrook and Werrington Downs,"1,967","2,346","2,908","3,113","3,171","3,361","3,548","3,733","3,919",340,373,397,427,458,488,517,557,604,NSW4271,WERRINGTON COUNTY,16350,Penrith (C),41
4905,Werrington County Shopping Village,986169.1384,Werrington County Shopping Village,Cambridge Park,124031457,11457,Penrith,12403,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,98.79690086,Stage 1,GIC_2,0,Cranebrook and Werrington Downs,Established,Cranebrook and Werrington Downs,Cranebrook and Werrington Downs,"1,846","1,896","2,002","2,137","2,240","2,741","3,234","3,722","4,213",247,271,283,302,322,335,354,381,413,NSW4271,WERRINGTON COUNTY,16350,Penrith (C),41
2008,Scotland Island,545239.8613,Scotland Island,Bayview - Elanora Heights,122021421,11421,Pittwater,12202,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,54.62507846,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,599,606,613,"1,037","1,278","1,348","1,416","1,445","1,489",87,92,99,105,113,120,127,132,138,NSW3537,SCOTLAND ISLAND,15990,Northern Beaches (A),42
3120,Smeaton Grange Industrial Area,3456672.313,Smeaton Grange Industrial Area,Mount Annan - Currans Hill,123011435,11435,Camden,12301,Sydney - Outer South West,123,Camden (A),11450,Greater Sydney,1GSYD,South West,Industrial,346.2601287,Remainder,0,0,0,Established,Smeaton Grange,Smeaton Grange,65,440,"1,073","1,532","1,730","1,782","1,830","1,861","1,892","7,506","8,051","8,233","8,550","9,155","9,793","10,432","11,804","12,990",NSW3590,SMEATON GRANGE,11450,Camden (A),44
3009,Appin,34170641.06,Appin,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Primary Production,3422.63903,0,0,0,North Appin,Greenfield,North Appin,North Appin,"2,637","2,707","2,140","2,908","4,745","5,849","6,608","7,180","7,756",888,"1,242","2,289","2,716","3,396","4,218","5,239","5,553","5,684",NSW62,APPIN,18400,Wollondilly (A),47
3011,Appin_Colliery,67718857.24,Appin_Colliery,Douglas Park - Appin,123031446,11446,Wollondilly,12303,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Parkland,6782.864031,0,0,0,0,Rural,Rural,Rural_Wollondilly (A),83,85,87,138,218,262,292,316,340,722,"1,010","1,886","2,247","2,819","3,510","4,369","4,628","4,741",NSW62,APPIN,18400,Wollondilly (A),47
4800,Warragamba Dam,2452671591,Warragamba Dam,Blue Mountains - South,124021456,11456,Blue Mountains - South,12402,Sydney - Outer West and Blue Mountains,124,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Parkland,245690.9401,0,0,0,0,Rural,Rural,Rural_Wollondilly (A),4,4,4,4,4,4,4,4,4,23,68,70,71,74,80,85,86,90,NSW421,BLUE MOUNTAINS NATIONAL PARK,18400,Wollondilly (A),54
4205,East Kurrajong,62806853.25,East Kurrajong,Kurrajong Heights - Ebenezer,115031300,11300,Hawkesbury,11503,Sydney - Baulkham Hills and Hawkesbury,115,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Other,6292.504678,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),"1,886","1,889","1,891","1,911","1,976","1,976","1,976","1,976","1,976",557,582,573,583,604,633,659,689,734,NSW1373,EAST KURRAJONG,13800,Hawkesbury (C),56
3225,Raby_Robert Townson High School,1493487.016,Raby_Robert Townson High School,Claymore - Eagle Vale - Raby,123021438,11438,Campbelltown (NSW),12302,Sydney - Outer South West,123,Campbelltown (C) (NSW),11500,Greater Sydney,1GSYD,South West,Residential,149.6063513,0,0,0,0,Established,Established,Established_Campbelltown (C) (NSW),"2,574","2,630","2,653","2,663","2,672","2,994","3,388","3,848","4,312",329,351,348,349,347,367,383,413,443,NSW3330,RABY,11500,Campbelltown (C) (NSW),57
3227,Raby Shopping Centre,1161043.726,Raby Shopping Centre,Claymore - Eagle Vale - Raby,123021438,11438,Campbelltown (NSW),12302,Sydney - Outer South West,123,Campbelltown (C) (NSW),11500,Greater Sydney,1GSYD,South West,Residential,116.3041969,0,0,0,0,Established,Established,Established_Campbelltown (C) (NSW),"3,526","3,606","3,636","3,649","3,660","4,057","4,541","5,106","5,675",226,237,235,230,230,242,250,270,291,NSW3330,RABY,11500,Campbelltown (C) (NSW),57
4446,Baulkham Hills_Strangers Creek Park,174809.502,Baulkham Hills_Strangers Creek Park,Baulkham Hills (West) - Bella Vista,115011291,11291,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Residential,17.51296322,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,321,813,"2,084","2,872","4,018","4,033","4,048","4,055","4,098",21,26,28,34,37,41,44,46,50,NSW5120,NORWEST,17420,The Hills Shire (A),58
4512,Castle Hill Country Club,966133.3604,Castle Hill Country Club,Baulkham Hills (West) - Bella Vista,115011291,11291,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Parkland,96.79034654,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,194,439,962,"1,399","2,096","2,190","2,252","2,267","2,448",133,151,163,176,189,203,217,231,248,NSW5120,NORWEST,17420,The Hills Shire (A),58
4514,Norwest Lake,260251.1662,Norwest Lake,Baulkham Hills (West) - Bella Vista,115011291,11291,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Commercial,26.07274287,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"3,163","3,997","4,318","5,237","5,810","6,390","6,802","7,252","7,783",NSW5120,NORWEST,17420,The Hills Shire (A),58
4515,Baulkham Hills_Norwest Bvd and Columbia Av,387182.3553,Baulkham Hills_Norwest Bvd and Columbia Av,Baulkham Hills (West) - Bella Vista,115011291,11291,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Commercial,38.78910972,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,8,9,9,10,107,326,497,537,"1,154","5,140","5,927","6,609","7,457","8,301","8,876","9,456","10,056","10,781",NSW5120,NORWEST,17420,The Hills Shire (A),58
4517,Norwest Business Park_Western End,160555.8798,Norwest Business Park_Western End,Baulkham Hills (West) - Bella Vista,115011291,11291,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Commercial,16.08496038,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,1,3,5,5,11,"2,490","2,809","2,940","3,440","3,712","3,931","4,222","4,534","4,821",NSW5120,NORWEST,17420,The Hills Shire (A),58
4585,Kellyville_Fairway Drive and Laura St,743624.4321,Kellyville_Fairway Drive and Laura St,Kellyville,115011559,11559,Baulkham Hills,11501,Sydney - Baulkham Hills and Hawkesbury,115,The Hills Shire (A),17420,Greater Sydney,1GSYD,West Central,Residential,74.49868666,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,694,"2,959","6,812","9,850","11,708","11,725","11,742","11,735","11,850",71,76,81,89,97,103,108,113,119,NSW5120,NORWEST,17420,The Hills Shire (A),58
1702,East Killara Shopping Centre,3184521.971,East Killara Shopping Centre,Gordon - Killara,121031407,11407,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,319.0328815,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,091","3,118","3,132","3,140","3,191","3,295","3,386","3,514","3,679",315,339,367,389,405,431,454,473,494,NSW1372,EAST KILLARA,14500,Ku-ring-gai (A),59
5020,Oxley Park,1285193.304,Oxley Park,Colyton - Oxley Park,124051580,11580,St Marys,12405,Sydney - Outer West and Blue Mountains,124,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,128.7530815,0,GIC_2,0,St Marys,Established,St Marys,St Marys,"3,255","3,741","4,179","4,581","4,860","5,378","5,888","6,391","6,899",292,305,332,355,381,440,493,552,609,NSW3141,OXLEY PARK,16350,Penrith (C),62
2518,Clemton Park_Yatama Park,500065.1156,Clemton Park_Yatama Park,Canterbury (South) - Campsie,119021363,11363,Canterbury,11902,Sydney - Inner South West,119,Canterbury-Bankstown (A),11570,Greater Sydney,1GSYD,South,Residential,50.09468334,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,917","2,615","2,956","3,408","3,886","4,775","5,422","5,870","6,202",814,933,"1,015","1,064","1,125","1,163","1,199","1,239","1,288",NSW940,CLEMTON PARK,11570,Canterbury-Bankstown (A),65
2909,Lilli Pilli,584396.0087,Lilli Pilli,Lilli Pilli - Port Hacking - Dolans Bay,128011605,11605,Cronulla - Miranda - Caringbah,12801,Sydney - Sutherland,128,Sutherland Shire (A),17150,Greater Sydney,1GSYD,South,Residential,58.53894456,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,437","1,461","1,476","1,495","1,527","1,596","1,659","1,714","1,796",105,109,113,119,127,134,141,147,153,NSW2344,LILLI PILLI,17150,Sutherland Shire (A),68
1753,Warrawee Station,959771.0318,Warrawee Station,Wahroonga (East) - Warrawee,121031412,11412,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,96.15297044,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,021","2,264","2,405","2,502","2,741","3,191","3,574","3,884","4,086",331,363,391,414,429,457,482,506,531,NSW4200,WARRAWEE,14500,Ku-ring-gai (A),69
609,Kingsford_Town Centre,197602.531,Kingsford_Town Centre,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,19.79512334,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,926","3,090","3,394","3,512","3,709","3,918","4,173","4,330","4,576",692,769,822,860,898,948,"1,003","1,055","1,107",NSW2180,KINGSFORD,16550,Randwick (C),71
610,Kensington_Tresidder Ave,274251.3279,Kensington_Tresidder Ave,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,27.47354165,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,266","1,282","1,304","1,379","1,426","1,481","1,539","1,637","1,731",37,38,41,43,45,48,51,54,57,NSW2180,KINGSFORD,16550,Randwick (C),71
618,Kingsford_Castellorizian Club,163333.4967,Kingsford_Castellorizian Club,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,16.3621779,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,739","2,872","3,269","3,422","3,676","3,940","4,240","4,405","4,659",679,736,792,823,855,902,957,"1,008","1,060",NSW2180,KINGSFORD,16550,Randwick (C),71
619,Kingsford_Kennedy St and Middle St,266386.2606,Kingsford_Kennedy St and Middle St,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,26.68564662,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,341","3,363","3,420","3,472","3,561","3,666","3,802","3,933","4,151",155,167,181,188,197,209,223,235,248,NSW2180,KINGSFORD,16550,Randwick (C),71
620,Kingsford_Botany St and Sturt St,354172.6748,Kingsford_Botany St and Sturt St,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,35.47970062,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,091","2,137","2,257","2,318","2,378","2,445","2,509","2,618","2,764",496,546,590,611,634,669,711,748,786,NSW2180,KINGSFORD,16550,Randwick (C),71
621,Kingsford,527864.8707,Kingsford,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,52.87946642,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,940","2,998","3,136","3,207","3,288","3,380","3,467","3,582","3,781",288,306,335,348,363,386,413,438,465,NSW2180,KINGSFORD,16550,Randwick (C),71
622,Kingsford_Borrowdale Rd,226714.7411,Kingsford_Borrowdale Rd,Kingsford,118021565,11565,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Residential,22.71148361,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,124","1,187","1,304","1,349","1,425","1,505","1,603","1,663","1,758",19,21,23,24,25,26,28,29,30,NSW2180,KINGSFORD,16550,Randwick (C),71
2134,Davidson,3952373.845,Davidson,Frenchs Forest - Belrose,122031428,11428,Warringah,12203,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Parkland,395.9598512,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,884","3,895","3,905","3,908","3,911","3,961","4,007","4,044","4,119",645,690,710,765,825,880,931,976,"1,020",NSW1230,DAVIDSON,15990,Northern Beaches (A),73
635,NSW Golf Club_St Michaels Golf Club,1775609.405,NSW Golf Club_St Michaels Golf Club,Malabar - La Perouse - Chifley,118021350,11350,Eastern Suburbs - South,11802,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,177.8690621,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,4,4,5,6,7,8,10,11,369,397,431,449,471,500,533,565,599,NSW2252,LA PEROUSE,16550,Randwick (C),80
1839,Naremburn Pk,397693.156,Naremburn Pk,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,39.84106681,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,041","2,057","2,078","2,112","2,164","2,218","2,281","2,351","2,441",248,267,281,294,309,321,331,341,350,NSW2924,NAREMBURN,18250,Willoughby (C),82
1840,Naremburn,561283.5631,Naremburn,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,56.22961327,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,180","2,185","2,197","2,219","2,258","2,311","2,371","2,437","2,528",259,268,277,287,298,304,311,318,327,NSW2924,NAREMBURN,18250,Willoughby (C),82
1842,St Leonards Station,285239.5407,St Leonards Station,St Leonards - Naremburn,121011401,11401,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,28.57537708,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,606","1,650","1,687","1,735","1,793","1,804","1,819","1,837","1,913",949,945,985,"1,014","1,045","1,072","1,097","1,121","1,148",NSW2924,NAREMBURN,18250,Willoughby (C),82
527,Centennial Park,1975068.04,Centennial Park,Centennial Park,118011342,11342,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Randwick (C),16550,Greater Sydney,1GSYD,Central,Parkland,197.8572311,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3,3,3,3,3,3,3,3,3,124,147,160,165,167,173,180,188,195,NSW887,CENTENNIAL PARK,16550,Randwick (C),83
958,Homebush Park Business Centre,944379.1145,Homebush Park Business Centre,Homebush,120031396,11396,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Strathfield (A),17100,Greater Sydney,1GSYD,Central,Parkland,94.60690706,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,233","1,631","2,353","3,002","3,896","4,430","5,091","5,696","6,045","2,991","3,282","3,536","3,719","3,886","4,001","4,133","4,248","4,348",NSW1947,HOMEBUSH,17100,Strathfield (A),89
963,Homebush Station_North,122450.185,Homebush Station_North,Homebush,120031396,11396,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Strathfield (A),17100,Greater Sydney,1GSYD,Central,Residential,12.26689738,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,834,"1,397","1,965","2,186","2,260","2,272","2,301","2,337","2,416",326,370,476,580,635,675,698,717,730,NSW1947,HOMEBUSH,17100,Strathfield (A),89
965,Homebush Boys High School,382803.2204,Homebush Boys High School,Homebush,120031396,11396,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Strathfield (A),17100,Greater Sydney,1GSYD,Central,Residential,38.34867911,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,476","1,581","1,632","1,665","1,713","1,762","1,834","1,922","2,001",51,57,63,66,68,70,72,74,76,NSW1947,HOMEBUSH,17100,Strathfield (A),89
966,Homebush Station_South,446590.4539,Homebush Station_South,Homebush,120031396,11396,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Strathfield (A),17100,Greater Sydney,1GSYD,Central,Residential,44.73879082,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,606","3,224","3,443","3,537","3,626","3,730","3,899","4,122","4,295",467,527,610,642,663,678,700,719,740,NSW1947,HOMEBUSH,17100,Strathfield (A),89
967,Homebush_Parramatta Rd and Crane St,139223.9405,Homebush_Parramatta Rd and Crane St,Homebush,120031396,11396,Strathfield - Burwood - Ashfield,12003,Sydney - Inner West,120,Strathfield (A),17100,Greater Sydney,1GSYD,Central,Residential,13.94727692,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,169","1,959","2,755","3,064","3,168","3,185","3,225","3,276","3,387",294,333,429,523,573,609,629,647,659,NSW1947,HOMEBUSH,17100,Strathfield (A),89
