LC_PLY_PID,DT_CREATE,DT_RETIRE,LOC_PID,NSW_LOCALI,NSW_LOCA_1,NSW_LOCA_2,NSW_LOCA_3,NSW_LOCA_4,NSW_LOCA_5,NSW_LOCA_6,NSW_LOCA_7,RatiosLoca,RatiosLo_1,RatiosLo_2,RatiosLo_3,RatiosLo_4,RatiosLo_5,LGA_CODE16,LGA_NAME16,STE_CODE16,STE_NAME16,AREASQKM16,RatiosLGA_,RatiosLG_1,RatiosLG_2,RatiosLG_3,RatiosLG_4,RatiosLG_5,Split_id
"26802",2016-09-12,,NSW4217,2016-11-11,,WATERFALL,,,G,,"1",,,,,,,"18450",Wollongong (C),"1",New South Wales,683.9860,,,,,,,"15"
"20451",2013-03-07,,NSW3336,2013-04-30,,RAMSGATE,,,G,,"1",,,,,,,"12930",Georges River (A),"1",New South Wales,38.3459,0.999000000000000,0.986000000000000,0.981000000000000,0.971000000000000,0.974000000000000,,"16"
"20451",2013-03-07,,NSW3336,2013-04-30,,RAMSGATE,,,G,,"1",,,,,,,"16650",Rockdale (C),"1",New South Wales,28.2078,,,,,,,"17"
"29808",2019-02-26,,NSW254,2018-08-08,,BELFIELD,,,G,,"1",1.290000000000000,1.470000000000000,1.580000000000000,1.560000000000000,1.510000000000000,,"11300",Burwood (A),"1",New South Wales,7.1281,1.022000000000000,0.995000000000000,1.078000000000000,1.150000000000000,1.247000000000000,,"18"
"29808",2019-02-26,,NSW254,2018-08-08,,BELFIELD,,,G,,"1",1.290000000000000,1.470000000000000,1.580000000000000,1.560000000000000,1.510000000000000,,"11570",Canterbury-Bankstown (A),"1",New South Wales,110.2368,1.001000000000000,0.986000000000000,1.000000000000000,1.038000000000000,1.073000000000000,,"19"
"29808",2019-02-26,,NSW254,2018-08-08,,BELFIELD,,,G,,"1",1.290000000000000,1.470000000000000,1.580000000000000,1.560000000000000,1.510000000000000,,"17100",Strathfield (A),"1",New South Wales,14.0009,0.993000000000000,0.944000000000000,0.999000000000000,1.012000000000000,1.048000000000000,,"20"
"29813",2019-02-26,,NSW1147,2018-08-08,,CROYDON PARK,,,G,,"1",2.150000000000000,2.080000000000000,1.970000000000000,2.020000000000000,2.140000000000000,,"11300",Burwood (A),"1",New South Wales,7.1281,1.022000000000000,0.995000000000000,1.078000000000000,1.150000000000000,1.247000000000000,,"21"
"29813",2019-02-26,,NSW1147,2018-08-08,,CROYDON PARK,,,G,,"1",2.150000000000000,2.080000000000000,1.970000000000000,2.020000000000000,2.140000000000000,,"11570",Canterbury-Bankstown (A),"1",New South Wales,110.2368,1.001000000000000,0.986000000000000,1.000000000000000,1.038000000000000,1.073000000000000,,"22"
"29813",2019-02-26,,NSW1147,2018-08-08,,CROYDON PARK,,,G,,"1",2.150000000000000,2.080000000000000,1.970000000000000,2.020000000000000,2.140000000000000,,"14170",Inner West (A),"1",New South Wales,35.3713,0.991000000000000,0.999000000000000,0.996000000000000,1.005000000000000,1.030000000000000,,"23"
"29813",2019-02-26,,NSW1147,2018-08-08,,CROYDON PARK,,,G,,"1",2.150000000000000,2.080000000000000,1.970000000000000,2.020000000000000,2.140000000000000,,"17100",Strathfield (A),"1",New South Wales,14.0009,0.993000000000000,0.944000000000000,0.999000000000000,1.012000000000000,1.048000000000000,,"24"
"29837",2019-02-26,,NSW2611,2016-08-08,,MERRYLANDS WEST,,,G,,"1",1.060000000000000,1.020000000000000,1.030000000000000,1.060000000000000,1.080000000000000,,"12380",Cumberland (A),"1",New South Wales,71.5511,0.991000000000000,0.943000000000000,0.922000000000000,0.928000000000000,0.943000000000000,,"25"
"29839",2019-02-26,,NSW1326,2018-08-08,,DUNDAS VALLEY,,,G,,"1",0.890000000000000,0.850000000000000,0.870000000000000,0.880000000000000,0.900000000000000,0.900000000000000,"16260",Parramatta (C),"1",New South Wales,83.8294,0.997000000000000,0.989000000000000,0.942000000000000,0.899000000000000,0.881000000000000,0.855000000000000,"26"
"29839",2019-02-26,,NSW1326,2018-08-08,,DUNDAS VALLEY,,,G,,"1",0.890000000000000,0.850000000000000,0.870000000000000,0.880000000000000,0.900000000000000,0.900000000000000,"16700",Ryde (C),"1",New South Wales,40.4748,,,,,,,"27"
"20799",2013-06-06,,NSW1437,2013-11-01,,ENGADINE,,,G,,"1",0.980000000000000,0.940000000000000,0.920000000000000,0.900000000000000,0.880000000000000,,"17150",Sutherland Shire (A),"1",New South Wales,333.5933,0.999000000000000,0.980000000000000,0.973000000000000,0.981000000000000,0.991000000000000,,"28"
"29840",2019-02-26,,NSW3815,2018-08-08,,TELOPEA,,,G,,"1",1.410000000000000,1.470000000000000,1.360000000000000,1.270000000000000,1.170000000000000,0.940000000000000,"16260",Parramatta (C),"1",New South Wales,83.8294,0.997000000000000,0.989000000000000,0.942000000000000,0.899000000000000,0.881000000000000,0.855000000000000,"29"
"29848",2019-02-26,,NSW2196,2017-05-02,,KIRRIBILLI,,,G,,"1",1.060000000000000,1.070000000000000,1.120000000000000,1.150000000000000,1.310000000000000,,"15950",North Sydney (A),"1",New South Wales,10.4857,0.991000000000000,0.985000000000000,1.020000000000000,1.070000000000000,1.117000000000000,,"30"
"29852",2019-02-26,,NSW4443,2018-02-08,,WOOLWICH,,,G,,"1",,,,,,,"14100",Hunters Hill (A),"1",New South Wales,5.7169,,,,,,,"31"
"29888",2019-02-26,,NSW2444,2017-05-02,,LURNEA,,,G,,"1",1.010000000000000,1.120000000000000,1.180000000000000,1.220000000000000,1.240000000000000,1.300000000000000,"14900",Liverpool (C),"1",New South Wales,305.7396,0.997000000000000,0.994000000000000,1.002000000000000,0.970000000000000,0.970000000000000,1.027000000000000,"32"
"15207",2011-09-15,,NSW733,2012-02-04,,BUSBY,,,G,,"1",0.990000000000000,1.040000000000000,1.080000000000000,1.130000000000000,1.160000000000000,1.320000000000000,"14900",Liverpool (C),"1",New South Wales,305.7396,0.997000000000000,0.994000000000000,1.002000000000000,0.970000000000000,0.970000000000000,1.027000000000000,"33"
"20405",2013-03-07,,NSW535,2013-04-30,,BOWEN MOUNTAIN,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"34"
"29641",2019-02-26,,NSW1221,2018-02-08,,DARLING POINT,,,G,,"1",,,,,,,"17200",Sydney (C),"1",New South Wales,26.7429,0.994000000000000,0.887000000000000,0.812000000000000,0.827000000000000,0.841000000000000,0.854000000000000,"35"
"29641",2019-02-26,,NSW1221,2018-02-08,,DARLING POINT,,,G,,"1",,,,,,,"18500",Woollahra (A),"1",New South Wales,12.2775,,,,,,,"36"
"29910",2019-02-26,,NSW4422,2015-02-12,,WOODPARK,,,G,,"1",,,,,,,"12380",Cumberland (A),"1",New South Wales,71.5511,0.991000000000000,0.943000000000000,0.922000000000000,0.928000000000000,0.943000000000000,,"37"
"29918",2019-02-26,,NSW4272,2017-11-07,,WERRINGTON DOWNS,,,G,,"1",,,,,,,"16350",Penrith (C),"1",New South Wales,404.7016,,,,,,,"38"
"28961",2018-06-07,,NSW4343,2018-08-08,,WILTON,,,G,,"1",,,,,,,"18350",Wingecarribee (A),"1",New South Wales,2689.3413,,,,,,,"39"
"28961",2018-06-07,,NSW4343,2018-08-08,,WILTON,,,G,,"1",,,,,,,"18400",Wollondilly (A),"1",New South Wales,2555.4340,1.002000000000000,0.956000000000000,0.957000000000000,0.918000000000000,0.910000000000000,0.889000000000000,"40"
"29662",2019-02-26,,NSW4271,2017-11-07,,WERRINGTON COUNTY,,,G,,"1",,,,,,,"16350",Penrith (C),"1",New South Wales,404.7016,,,,,,,"41"
"29671",2019-02-26,,NSW3537,2016-01-27,,SCOTLAND ISLAND,,,G,,"1",,,,,,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"42"
"14178",2011-05-17,,NSW4416,2013-01-23,,WOODFORD,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"43"
"26689",2016-09-12,,NSW3590,2016-11-11,,SMEATON GRANGE,,,G,,"1",,,,,,,"11450",Camden (A),"1",New South Wales,201.0281,0.995000000000000,0.846000000000000,0.837000000000000,0.859000000000000,0.888000000000000,,"44"
"22014",2013-11-25,,NSW3837,2014-02-01,,TERREY HILLS,,,G,,"1",,,,,,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"45"
"28962",2018-06-07,,NSW62,2018-08-08,,APPIN,,,G,,"1",1.000000000000000,0.740000000000000,0.550000000000000,0.760000000000000,1.250000000000000,1.550000000000000,"11500",Campbelltown (C) (NSW),"1",New South Wales,311.9111,1.005000000000000,0.966000000000000,0.910000000000000,0.844000000000000,0.804000000000000,,"46"
"28962",2018-06-07,,NSW62,2018-08-08,,APPIN,,,G,,"1",1.000000000000000,0.740000000000000,0.550000000000000,0.760000000000000,1.250000000000000,1.550000000000000,"18400",Wollondilly (A),"1",New South Wales,2555.4340,1.002000000000000,0.956000000000000,0.957000000000000,0.918000000000000,0.910000000000000,0.889000000000000,"47"
"28962",2018-06-07,,NSW62,2018-08-08,,APPIN,,,G,,"1",1.000000000000000,0.740000000000000,0.550000000000000,0.760000000000000,1.250000000000000,1.550000000000000,"18450",Wollongong (C),"1",New South Wales,683.9860,,,,,,,"48"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"49"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"16100",Oberon (A),"1",New South Wales,3625.0470,,,,,,,"50"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"16350",Penrith (C),"1",New South Wales,404.7016,,,,,,,"51"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"17640",Upper Lachlan Shire (A),"1",New South Wales,7127.3957,,,,,,,"52"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"18350",Wingecarribee (A),"1",New South Wales,2689.3413,,,,,,,"53"
"26894",2016-09-12,,NSW421,2016-11-11,,BLUE MOUNTAINS NATIONAL PARK,,,G,,"1",,,,,,,"18400",Wollondilly (A),"1",New South Wales,2555.4340,1.002000000000000,0.956000000000000,0.957000000000000,0.918000000000000,0.910000000000000,0.889000000000000,"54"
"28525",2018-06-07,,NSW1648,2018-08-08,,GINGKIN,,,G,,"1",,,,,,,"16100",Oberon (A),"1",New South Wales,3625.0470,,,,,,,"55"
"28527",2018-06-07,,NSW1373,2018-08-08,,EAST KURRAJONG,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"56"
"29690",2019-02-26,,NSW3330,2012-05-04,,RABY,,,G,,"1",1.000000000000000,1.030000000000000,1.040000000000000,1.060000000000000,1.060000000000000,,"11500",Campbelltown (C) (NSW),"1",New South Wales,311.9111,1.005000000000000,0.966000000000000,0.910000000000000,0.844000000000000,0.804000000000000,,"57"
"29702",2019-02-26,,NSW5120,2018-11-07,,NORWEST,,,G,,"1",,,,,,,"17420",The Hills Shire (A),"1",New South Wales,386.1588,1.011000000000000,1.057000000000000,1.126000000000000,1.152000000000000,1.175000000000000,,"58"
"20220",2013-03-07,,NSW1372,2013-04-30,,EAST KILLARA,,,G,,"1",,,,,,,"14500",Ku-ring-gai (A),"1",New South Wales,85.4096,,,,,,,"59"
"20220",2013-03-07,,NSW1372,2013-04-30,,EAST KILLARA,,,G,,"1",,,,,,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"60"
"29708",2019-02-26,,NSW3141,2012-02-04,,OXLEY PARK,,,G,,"1",,,,,,,"10750",Blacktown (C),"1",New South Wales,240.0487,1.009000000000000,1.020000000000000,1.046000000000000,1.062000000000000,1.097000000000000,,"61"
"29708",2019-02-26,,NSW3141,2012-02-04,,OXLEY PARK,,,G,,"1",,,,,,,"16350",Penrith (C),"1",New South Wales,404.7016,,,,,,,"62"
"25007",2015-09-03,,NSW301,2015-11-10,,BERAMBING,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"63"
"25007",2015-09-03,,NSW301,2015-11-10,,BERAMBING,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"64"
"29709",2019-02-26,,NSW940,2018-08-08,,CLEMTON PARK,,,G,,"1",,,,,,,"11570",Canterbury-Bankstown (A),"1",New South Wales,110.2368,1.001000000000000,0.986000000000000,1.000000000000000,1.038000000000000,1.073000000000000,,"65"
"26685",2016-09-12,,NSW2259,2016-11-11,,LAGUNA,,,G,,"1",,,,,,,"11720",Cessnock (C),"1",New South Wales,1965.1589,,,,,,,"66"
"26685",2016-09-12,,NSW2259,2016-11-11,,LAGUNA,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"67"
"25935",2016-02-29,,NSW2344,2016-05-08,,LILLI PILLI,,"2229",G,,"1",,,,,,,"17150",Sutherland Shire (A),"1",New South Wales,333.5933,0.999000000000000,0.980000000000000,0.973000000000000,0.981000000000000,0.991000000000000,,"68"
"25913",2016-02-29,,NSW4200,2016-05-08,,WARRAWEE,,,G,,"1",,,,,,,"14500",Ku-ring-gai (A),"1",New South Wales,85.4096,,,,,,,"69"
"14958",2011-09-15,,NSW2180,2012-02-04,,KINGSFORD,,,G,,"1",,,,,,,"11100",Botany Bay (C),"1",New South Wales,21.6826,,,,,,,"70"
"14958",2011-09-15,,NSW2180,2012-02-04,,KINGSFORD,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"71"
"15309",2011-09-15,,NSW1230,2012-02-04,,DAVIDSON,,,G,,"1",1.340000000000000,1.360000000000000,1.300000000000000,1.220000000000000,1.150000000000000,,"14500",Ku-ring-gai (A),"1",New South Wales,85.4096,,,,,,,"72"
"15309",2011-09-15,,NSW1230,2012-02-04,,DAVIDSON,,,G,,"1",1.340000000000000,1.360000000000000,1.300000000000000,1.220000000000000,1.150000000000000,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"73"
"15955",2011-11-22,,NSW888,2012-02-04,,CENTRAL COLO,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"74"
"25005",2015-09-03,,NSW3851,2018-08-08,,THE DEVILS WILDERNESS,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"75"
"25005",2015-09-03,,NSW3851,2018-08-08,,THE DEVILS WILDERNESS,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"76"
"24878",2015-09-03,,NSW2229,2015-11-10,,KULNURA,,,G,,"1",,,,,,,"11650",Central Coast (C) (NSW),"1",New South Wales,1681.0695,,,,,,,"77"
"24878",2015-09-03,,NSW2229,2015-11-10,,KULNURA,,,G,,"1",,,,,,,"11720",Cessnock (C),"1",New South Wales,1965.1589,,,,,,,"78"
"24878",2015-09-03,,NSW2229,2015-11-10,,KULNURA,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"79"
"21352",2013-08-26,,NSW2252,2013-11-01,,LA PEROUSE,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"80"
"21953",2013-11-25,,NSW2924,2014-02-01,,NAREMBURN,,,G,,"1",0.940000000000000,0.880000000000000,0.880000000000000,0.880000000000000,0.890000000000000,,"15950",North Sydney (A),"1",New South Wales,10.4857,0.991000000000000,0.985000000000000,1.020000000000000,1.070000000000000,1.117000000000000,,"81"
"21953",2013-11-25,,NSW2924,2014-02-01,,NAREMBURN,,,G,,"1",0.940000000000000,0.880000000000000,0.880000000000000,0.880000000000000,0.890000000000000,,"18250",Willoughby (C),"1",New South Wales,22.4258,1.010000000000000,0.974000000000000,0.957000000000000,0.956000000000000,0.973000000000000,,"82"
"24908",2015-09-03,,NSW887,2015-11-10,,CENTENNIAL PARK,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"83"
"24908",2015-09-03,,NSW887,2015-11-10,,CENTENNIAL PARK,,,G,,"1",,,,,,,"17200",Sydney (C),"1",New South Wales,26.7429,0.994000000000000,0.887000000000000,0.812000000000000,0.827000000000000,0.841000000000000,0.854000000000000,"84"
"24908",2015-09-03,,NSW887,2015-11-10,,CENTENNIAL PARK,,,G,,"1",,,,,,,"18050",Waverley (A),"1",New South Wales,9.3507,,,,,,,"85"
"24908",2015-09-03,,NSW887,2015-11-10,,CENTENNIAL PARK,,,G,,"1",,,,,,,"18500",Woollahra (A),"1",New South Wales,12.2775,,,,,,,"86"
"24921",2015-09-03,,NSW1947,2015-11-10,,HOMEBUSH,,,G,,"1",1.030000000000000,0.700000000000000,0.760000000000000,0.790000000000000,0.840000000000000,,"11520",Canada Bay (A),"1",New South Wales,19.9233,1.002000000000000,0.999000000000000,1.026000000000000,1.031000000000000,1.019000000000000,,"87"
"24921",2015-09-03,,NSW1947,2015-11-10,,HOMEBUSH,,,G,,"1",1.030000000000000,0.700000000000000,0.760000000000000,0.790000000000000,0.840000000000000,,"16260",Parramatta (C),"1",New South Wales,83.8294,0.997000000000000,0.989000000000000,0.942000000000000,0.899000000000000,0.881000000000000,0.855000000000000,"88"
"24921",2015-09-03,,NSW1947,2015-11-10,,HOMEBUSH,,,G,,"1",1.030000000000000,0.700000000000000,0.760000000000000,0.790000000000000,0.840000000000000,,"17100",Strathfield (A),"1",New South Wales,14.0009,0.993000000000000,0.944000000000000,0.999000000000000,1.012000000000000,1.048000000000000,,"89"
"24920",2015-09-03,,NSW1013,2015-11-10,,CONCORD WEST,,,G,,"1",0.600000000000000,0.590000000000000,0.540000000000000,0.530000000000000,0.550000000000000,,"11520",Canada Bay (A),"1",New South Wales,19.9233,1.002000000000000,0.999000000000000,1.026000000000000,1.031000000000000,1.019000000000000,,"90"
"24920",2015-09-03,,NSW1013,2015-11-10,,CONCORD WEST,,,G,,"1",0.600000000000000,0.590000000000000,0.540000000000000,0.530000000000000,0.550000000000000,,"16260",Parramatta (C),"1",New South Wales,83.8294,0.997000000000000,0.989000000000000,0.942000000000000,0.899000000000000,0.881000000000000,0.855000000000000,"91"
"24920",2015-09-03,,NSW1013,2015-11-10,,CONCORD WEST,,,G,,"1",0.600000000000000,0.590000000000000,0.540000000000000,0.530000000000000,0.550000000000000,,"17100",Strathfield (A),"1",New South Wales,14.0009,0.993000000000000,0.944000000000000,0.999000000000000,1.012000000000000,1.048000000000000,,"92"
"24990",2015-09-03,,NSW1378,2015-11-10,,EAST RYDE,,,G,,"1",,,,,,,"14100",Hunters Hill (A),"1",New South Wales,5.7169,,,,,,,"93"
"24990",2015-09-03,,NSW1378,2015-11-10,,EAST RYDE,,,G,,"1",,,,,,,"16700",Ryde (C),"1",New South Wales,40.4748,,,,,,,"94"
"25680",2016-02-29,,NSW915,2016-05-08,,CHIFLEY,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"95"
"24905",2015-09-03,,NSW951,2015-11-10,,CLOVELLY,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"96"
"24905",2015-09-03,,NSW951,2015-11-10,,CLOVELLY,,,G,,"1",,,,,,,"18050",Waverley (A),"1",New South Wales,9.3507,,,,,,,"97"
"24907",2015-09-03,,NSW3321,2015-11-10,,QUEENS PARK,,,G,,"1",,,,,,,"16550",Randwick (C),"1",New South Wales,36.3311,,,,,,,"98"
"24907",2015-09-03,,NSW3321,2015-11-10,,QUEENS PARK,,,G,,"1",,,,,,,"18050",Waverley (A),"1",New South Wales,9.3507,,,,,,,"99"
"24709",2015-09-03,,NSW608,2015-11-10,,BROOKVALE,,,G,,"1",0.980000000000000,0.900000000000000,0.900000000000000,0.940000000000000,0.980000000000000,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"100"
"24710",2015-09-03,,NSW2935,2015-11-10,,NARRAWEENA,,,G,,"1",0.800000000000000,0.780000000000000,0.750000000000000,0.720000000000000,0.700000000000000,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"101"
"25006",2015-09-03,,NSW2818,2015-11-10,,MOUNT TOMAH,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"102"
"25006",2015-09-03,,NSW2818,2015-11-10,,MOUNT TOMAH,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"103"
"24785",2015-09-03,,NSW1454,2015-11-10,,ERSKINE PARK,,,G,,"1",,,,,,,"10750",Blacktown (C),"1",New South Wales,240.0487,1.009000000000000,1.020000000000000,1.046000000000000,1.062000000000000,1.097000000000000,,"104"
"24785",2015-09-03,,NSW1454,2015-11-10,,ERSKINE PARK,,,G,,"1",,,,,,,"16350",Penrith (C),"1",New South Wales,404.7016,,,,,,,"105"
"20469",2013-03-07,,NSW2100,2013-04-30,,KATOOMBA,,,G,,"1",,,,,,,"10900",Blue Mountains (C),"1",New South Wales,1431.1442,0.999000000000000,0.993000000000000,0.997000000000000,0.985000000000000,0.984000000000000,,"106"
"24915",2015-09-03,,NSW3041,2015-11-10,,NORTH TURRAMURRA,,,G,,"1",,,,,,,"14000",Hornsby (A),"1",New South Wales,455.0375,0.980000000000000,0.984000000000000,0.974000000000000,0.971000000000000,0.982000000000000,,"107"
"24915",2015-09-03,,NSW3041,2015-11-10,,NORTH TURRAMURRA,,,G,,"1",,,,,,,"14500",Ku-ring-gai (A),"1",New South Wales,85.4096,,,,,,,"108"
"24915",2015-09-03,,NSW3041,2015-11-10,,NORTH TURRAMURRA,,,G,,"1",,,,,,,"15990",Northern Beaches (A),"1",New South Wales,254.2074,0.997000000000000,0.977000000000000,0.961000000000000,0.959000000000000,0.961000000000000,,"109"
"24806",2015-09-03,,NSW889,2015-11-10,,CENTRAL MACDONALD,,,G,,"1",,,,,,,"11650",Central Coast (C) (NSW),"1",New South Wales,1681.0695,,,,,,,"110"
"24806",2015-09-03,,NSW889,2015-11-10,,CENTRAL MACDONALD,,,G,,"1",,,,,,,"13800",Hawkesbury (C),"1",New South Wales,2775.1377,,,,,,,"111"
"25074",2015-09-03,,NSW4452,2015-11-10,,WORONORA DAM,,,G,,"1",,,,,,,"11500",Campbelltown (C) (NSW),"1",New South Wales,311.9111,1.005000000000000,0.966000000000000,0.910000000000000,0.844000000000000,0.804000000000000,,"112"
"25074",2015-09-03,,NSW4452,2015-11-10,,WORONORA DAM,,,G,,"1",,,,,,,"17150",Sutherland Shire (A),"1",New South Wales,333.5933,0.999000000000000,0.980000000000000,0.973000000000000,0.981000000000000,0.991000000000000,,"113"
