Area,Data type,Year,Number,Unnamed: 4,LGA
Toongabbie,Total Population,2027,5454,,Blacktown City
Toongabbie,Total Population,2028,5487,,Blacktown City
Toongabbie,Total Population,2029,5509,,Blacktown City
Toongabbie,Total Population,2030,5536,,Blacktown City
Toongabbie,Total Population,2031,5556,,Blacktown City
Toongabbie,Total Population,2032,5578,,Blacktown City
Toongabbie,Total Population,2033,5606,,Blacktown City
Toongabbie,Total Population,2034,5632,,Blacktown City
Toongabbie,Total Population,2035,5659,,Blacktown City
Toongabbie,Total Population,2036,5690,,Blacktown City
Tregear,Total Population,2016,4012,,Blacktown City
Tregear,Total Population,2017,4044,,Blacktown City
Tregear,Total Population,2018,4074,,Blacktown City
Tregear,Total Population,2019,4080,,Blacktown City
Tregear,Total Population,2020,4099,,Blacktown City
Tregear,Total Population,2021,4088,,Blacktown City
Tregear,Total Population,2022,4104,,Blacktown City
Tregear,Total Population,2023,4120,,Blacktown City
Tregear,Total Population,2024,4151,,Blacktown City
Tregear,Total Population,2025,4165,,Blacktown City
Tregear,Total Population,2026,4196,,Blacktown City
Tregear,Total Population,2027,4201,,Blacktown City
Tregear,Total Population,2028,4205,,Blacktown City
Tregear,Total Population,2029,4204,,Blacktown City
Tregear,Total Population,2030,4203,,Blacktown City
Tregear,Total Population,2031,4199,,Blacktown City
Tregear,Total Population,2032,4202,,Blacktown City
Tregear,Total Population,2033,4206,,Blacktown City
Tregear,Total Population,2034,4224,,Blacktown City
Tregear,Total Population,2035,4229,,Blacktown City
Tregear,Total Population,2036,4235,,Blacktown City
Whalan,Total Population,2016,6163,,Blacktown City
Whalan,Total Population,2017,6179,,Blacktown City
Whalan,Total Population,2018,6175,,Blacktown City
Whalan,Total Population,2019,6163,,Blacktown City
Whalan,Total Population,2020,6173,,Blacktown City
Whalan,Total Population,2021,6174,,Blacktown City
Whalan,Total Population,2022,6175,,Blacktown City
Whalan,Total Population,2023,6158,,Blacktown City
Whalan,Total Population,2024,6167,,Blacktown City
Whalan,Total Population,2025,6176,,Blacktown City
Whalan,Total Population,2026,6195,,Blacktown City
Whalan,Total Population,2027,6187,,Blacktown City
Whalan,Total Population,2028,6197,,Blacktown City
Whalan,Total Population,2029,6187,,Blacktown City
Whalan,Total Population,2030,6200,,Blacktown City
Whalan,Total Population,2031,6216,,Blacktown City
Whalan,Total Population,2032,6226,,Blacktown City
Whalan,Total Population,2033,6243,,Blacktown City
Whalan,Total Population,2034,6250,,Blacktown City
Whalan,Total Population,2035,6257,,Blacktown City
Whalan,Total Population,2036,6265,,Blacktown City
Willmot,Total Population,2016,2503,,Blacktown City
Willmot,Total Population,2017,2495,,Blacktown City
Willmot,Total Population,2018,2494,,Blacktown City
Willmot,Total Population,2019,2502,,Blacktown City
Willmot,Total Population,2020,2515,,Blacktown City
Willmot,Total Population,2021,2522,,Blacktown City
Willmot,Total Population,2022,2539,,Blacktown City
Willmot,Total Population,2023,2538,,Blacktown City
Willmot,Total Population,2024,2545,,Blacktown City
Willmot,Total Population,2025,2549,,Blacktown City
Willmot,Total Population,2026,2553,,Blacktown City
Willmot,Total Population,2027,2546,,Blacktown City
Willmot,Total Population,2028,2550,,Blacktown City
Willmot,Total Population,2029,2561,,Blacktown City
Willmot,Total Population,2030,2572,,Blacktown City
Willmot,Total Population,2031,2586,,Blacktown City
Willmot,Total Population,2032,2579,,Blacktown City
Willmot,Total Population,2033,2582,,Blacktown City
Willmot,Total Population,2034,2589,,Blacktown City
Willmot,Total Population,2035,2594,,Blacktown City
Willmot,Total Population,2036,2597,,Blacktown City
Woodcroft,Total Population,2016,6694,,Blacktown City
Woodcroft,Total Population,2017,6048,,Blacktown City
Woodcroft,Total Population,2018,6272,,Blacktown City
Woodcroft,Total Population,2019,6289,,Blacktown City
Woodcroft,Total Population,2020,6320,,Blacktown City
Woodcroft,Total Population,2021,6334,,Blacktown City
Woodcroft,Total Population,2022,6354,,Blacktown City
Woodcroft,Total Population,2023,6374,,Blacktown City
Woodcroft,Total Population,2024,6396,,Blacktown City
Woodcroft,Total Population,2025,6398,,Blacktown City
Woodcroft,Total Population,2026,6428,,Blacktown City
Woodcroft,Total Population,2027,6429,,Blacktown City
Woodcroft,Total Population,2028,6433,,Blacktown City
Woodcroft,Total Population,2029,6454,,Blacktown City
Woodcroft,Total Population,2030,6458,,Blacktown City
Woodcroft,Total Population,2031,6458,,Blacktown City
Woodcroft,Total Population,2032,6461,,Blacktown City
Woodcroft,Total Population,2033,6479,,Blacktown City
Woodcroft,Total Population,2034,6499,,Blacktown City
Woodcroft,Total Population,2035,6510,,Blacktown City
Woodcroft,Total Population,2036,6519,,Blacktown City
Georges River Council area,Total Population,2016,153450,,Georges River Council area
Georges River Council area,Total Population,2017,154669,,Georges River Council area
Georges River Council area,Total Population,2018,156622,,Georges River Council area
Georges River Council area,Total Population,2019,158805,,Georges River Council area
Georges River Council area,Total Population,2020,160965,,Georges River Council area
Georges River Council area,Total Population,2021,162794,,Georges River Council area
Georges River Council area,Total Population,2022,164471,,Georges River Council area
Georges River Council area,Total Population,2023,166061,,Georges River Council area
Georges River Council area,Total Population,2024,167582,,Georges River Council area
Georges River Council area,Total Population,2025,169113,,Georges River Council area
Georges River Council area,Total Population,2026,170524,,Georges River Council area
Georges River Council area,Total Population,2027,171924,,Georges River Council area
Georges River Council area,Total Population,2028,173399,,Georges River Council area
Georges River Council area,Total Population,2029,174871,,Georges River Council area
Georges River Council area,Total Population,2030,176466,,Georges River Council area
Georges River Council area,Total Population,2031,177933,,Georges River Council area
Georges River Council area,Total Population,2032,179355,,Georges River Council area
Georges River Council area,Total Population,2033,180819,,Georges River Council area
Georges River Council area,Total Population,2034,182303,,Georges River Council area
Georges River Council area,Total Population,2035,183852,,Georges River Council area
Georges River Council area,Total Population,2036,185346,,Georges River Council area
Allawah,Total Population,2016,5980,,Georges River Council area
Allawah,Total Population,2017,6007,,Georges River Council area
Allawah,Total Population,2018,6026,,Georges River Council area
Allawah,Total Population,2019,6097,,Georges River Council area
Allawah,Total Population,2020,6157,,Georges River Council area
Allawah,Total Population,2021,6205,,Georges River Council area
Allawah,Total Population,2022,6268,,Georges River Council area
Allawah,Total Population,2023,6322,,Georges River Council area
Allawah,Total Population,2024,6389,,Georges River Council area
Allawah,Total Population,2025,6451,,Georges River Council area
Allawah,Total Population,2026,6512,,Georges River Council area
Allawah,Total Population,2027,6568,,Georges River Council area
Allawah,Total Population,2028,6633,,Georges River Council area
Allawah,Total Population,2029,6691,,Georges River Council area
Allawah,Total Population,2030,6751,,Georges River Council area
Allawah,Total Population,2031,6809,,Georges River Council area
Allawah,Total Population,2032,6864,,Georges River Council area
Allawah,Total Population,2033,6917,,Georges River Council area
Allawah,Total Population,2034,6976,,Georges River Council area
Allawah,Total Population,2035,7034,,Georges River Council area
Allawah,Total Population,2036,7094,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2016,2491,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2017,2534,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2018,2648,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2019,2689,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2020,2777,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2021,2836,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2022,2897,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2023,2944,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2024,2996,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2025,3074,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2026,3134,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2027,3187,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2028,3236,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2029,3286,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2030,3360,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2031,3409,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2032,3463,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2033,3521,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2034,3574,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2035,3644,,Georges River Council area
Beverley Park - Ramsgate,Total Population,2036,3700,,Georges River Council area
Beverly Hills - Narwee,Total Population,2016,11033,,Georges River Council area
Beverly Hills - Narwee,Total Population,2017,11020,,Georges River Council area
Beverly Hills - Narwee,Total Population,2018,11007,,Georges River Council area
Beverly Hills - Narwee,Total Population,2019,11007,,Georges River Council area
Beverly Hills - Narwee,Total Population,2020,11020,,Georges River Council area
Beverly Hills - Narwee,Total Population,2021,11063,,Georges River Council area
Beverly Hills - Narwee,Total Population,2022,11120,,Georges River Council area
Beverly Hills - Narwee,Total Population,2023,11186,,Georges River Council area
Beverly Hills - Narwee,Total Population,2024,11254,,Georges River Council area
Beverly Hills - Narwee,Total Population,2025,11315,,Georges River Council area
Beverly Hills - Narwee,Total Population,2026,11380,,Georges River Council area
Beverly Hills - Narwee,Total Population,2027,11455,,Georges River Council area
Beverly Hills - Narwee,Total Population,2028,11530,,Georges River Council area
Beverly Hills - Narwee,Total Population,2029,11605,,Georges River Council area
Beverly Hills - Narwee,Total Population,2030,11677,,Georges River Council area
Beverly Hills - Narwee,Total Population,2031,11755,,Georges River Council area
Beverly Hills - Narwee,Total Population,2032,11831,,Georges River Council area
Beverly Hills - Narwee,Total Population,2033,11902,,Georges River Council area
Beverly Hills - Narwee,Total Population,2034,11978,,Georges River Council area
Beverly Hills - Narwee,Total Population,2035,12055,,Georges River Council area
Beverly Hills - Narwee,Total Population,2036,12134,,Georges River Council area
Blakehurst,Total Population,2016,6437,,Georges River Council area
Blakehurst,Total Population,2017,6551,,Georges River Council area
Blakehurst,Total Population,2018,6581,,Georges River Council area
Blakehurst,Total Population,2019,6697,,Georges River Council area
Blakehurst,Total Population,2020,6789,,Georges River Council area
Blakehurst,Total Population,2021,6814,,Georges River Council area
Blakehurst,Total Population,2022,6864,,Georges River Council area
Blakehurst,Total Population,2023,6898,,Georges River Council area
Blakehurst,Total Population,2024,6942,,Georges River Council area
Blakehurst,Total Population,2025,6983,,Georges River Council area
Blakehurst,Total Population,2026,7018,,Georges River Council area
Blakehurst,Total Population,2027,7077,,Georges River Council area
Blakehurst,Total Population,2028,7120,,Georges River Council area
Blakehurst,Total Population,2029,7170,,Georges River Council area
Blakehurst,Total Population,2030,7236,,Georges River Council area
Blakehurst,Total Population,2031,7293,,Georges River Council area
Blakehurst,Total Population,2032,7343,,Georges River Council area
Blakehurst,Total Population,2033,7405,,Georges River Council area
Blakehurst,Total Population,2034,7470,,Georges River Council area
Blakehurst,Total Population,2035,7528,,Georges River Council area
Blakehurst,Total Population,2036,7587,,Georges River Council area
Carlton,Total Population,2016,7058,,Georges River Council area
Carlton,Total Population,2017,7135,,Georges River Council area
Carlton,Total Population,2018,7194,,Georges River Council area
Carlton,Total Population,2019,7336,,Georges River Council area
Carlton,Total Population,2020,7441,,Georges River Council area
Carlton,Total Population,2021,7537,,Georges River Council area
Carlton,Total Population,2022,7618,,Georges River Council area
Carlton,Total Population,2023,7705,,Georges River Council area
Carlton,Total Population,2024,7754,,Georges River Council area
Carlton,Total Population,2025,7806,,Georges River Council area
Carlton,Total Population,2026,7861,,Georges River Council area
Carlton,Total Population,2027,7906,,Georges River Council area
Carlton,Total Population,2028,7973,,Georges River Council area
Carlton,Total Population,2029,8046,,Georges River Council area
Carlton,Total Population,2030,8121,,Georges River Council area
Carlton,Total Population,2031,8198,,Georges River Council area
Carlton,Total Population,2032,8269,,Georges River Council area
Carlton,Total Population,2033,8345,,Georges River Council area
Carlton,Total Population,2034,8425,,Georges River Council area
Carlton,Total Population,2035,8502,,Georges River Council area
Carlton,Total Population,2036,8573,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2016,4030,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2017,4046,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2018,4047,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2019,4055,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2020,4073,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2021,4088,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2022,4095,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2023,4105,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2024,4121,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2025,4137,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2026,4150,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2027,4161,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2028,4185,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2029,4203,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2030,4228,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2031,4245,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2032,4264,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2033,4280,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2034,4297,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2035,4320,,Georges River Council area
Connells Point - Kyle Bay,Total Population,2036,4337,,Georges River Council area
Hurstville City Centre,Total Population,2016,7640,,Georges River Council area
Hurstville City Centre,Total Population,2017,7733,,Georges River Council area
Hurstville City Centre,Total Population,2018,8897,,Georges River Council area
Hurstville City Centre,Total Population,2019,9385,,Georges River Council area
Hurstville City Centre,Total Population,2020,10428,,Georges River Council area
Hurstville City Centre,Total Population,2021,11241,,Georges River Council area
Hurstville City Centre,Total Population,2022,11730,,Georges River Council area
Hurstville City Centre,Total Population,2023,12203,,Georges River Council area
Hurstville City Centre,Total Population,2024,12588,,Georges River Council area
Hurstville City Centre,Total Population,2025,12883,,Georges River Council area
Hurstville City Centre,Total Population,2026,13179,,Georges River Council area
Hurstville City Centre,Total Population,2027,13462,,Georges River Council area
Hurstville City Centre,Total Population,2028,13770,,Georges River Council area
Hurstville City Centre,Total Population,2029,14080,,Georges River Council area
Hurstville City Centre,Total Population,2030,14390,,Georges River Council area
Hurstville City Centre,Total Population,2031,14693,,Georges River Council area
Hurstville City Centre,Total Population,2032,14991,,Georges River Council area
Hurstville City Centre,Total Population,2033,15289,,Georges River Council area
Hurstville City Centre,Total Population,2034,15585,,Georges River Council area
Hurstville City Centre,Total Population,2035,15879,,Georges River Council area
Hurstville City Centre,Total Population,2036,16176,,Georges River Council area
Hurstville Grove,Total Population,2016,2822,,Georges River Council area
Hurstville Grove,Total Population,2017,2818,,Georges River Council area
Hurstville Grove,Total Population,2018,2817,,Georges River Council area
Hurstville Grove,Total Population,2019,2830,,Georges River Council area
Hurstville Grove,Total Population,2020,2851,,Georges River Council area
Hurstville Grove,Total Population,2021,2850,,Georges River Council area
Hurstville Grove,Total Population,2022,2853,,Georges River Council area
Hurstville Grove,Total Population,2023,2852,,Georges River Council area
Hurstville Grove,Total Population,2024,2847,,Georges River Council area
Hurstville Grove,Total Population,2025,2855,,Georges River Council area
Hurstville Grove,Total Population,2026,2869,,Georges River Council area
Hurstville Grove,Total Population,2027,2879,,Georges River Council area
Hurstville Grove,Total Population,2028,2885,,Georges River Council area
Hurstville Grove,Total Population,2029,2898,,Georges River Council area
Hurstville Grove,Total Population,2030,2908,,Georges River Council area
Hurstville Grove,Total Population,2031,2915,,Georges River Council area
Hurstville Grove,Total Population,2032,2924,,Georges River Council area
Hurstville Grove,Total Population,2033,2934,,Georges River Council area
Hurstville Grove,Total Population,2034,2940,,Georges River Council area
Hurstville Grove,Total Population,2035,2947,,Georges River Council area
Hurstville Grove,Total Population,2036,2954,,Georges River Council area
Hurstville Remainder,Total Population,2016,23354,,Georges River Council area
Hurstville Remainder,Total Population,2017,23010,,Georges River Council area
Hurstville Remainder,Total Population,2018,22852,,Georges River Council area
Hurstville Remainder,Total Population,2019,22866,,Georges River Council area
Hurstville Remainder,Total Population,2020,22858,,Georges River Council area
Hurstville Remainder,Total Population,2021,22934,,Georges River Council area
Hurstville Remainder,Total Population,2022,23068,,Georges River Council area
Hurstville Remainder,Total Population,2023,23191,,Georges River Council area
Hurstville Remainder,Total Population,2024,23324,,Georges River Council area
Hurstville Remainder,Total Population,2025,23427,,Georges River Council area
Hurstville Remainder,Total Population,2026,23546,,Georges River Council area
Hurstville Remainder,Total Population,2027,23648,,Georges River Council area
Hurstville Remainder,Total Population,2028,23752,,Georges River Council area
Hurstville Remainder,Total Population,2029,23856,,Georges River Council area
Hurstville Remainder,Total Population,2030,23950,,Georges River Council area
Hurstville Remainder,Total Population,2031,24054,,Georges River Council area
Hurstville Remainder,Total Population,2032,24141,,Georges River Council area
Hurstville Remainder,Total Population,2033,24240,,Georges River Council area
Hurstville Remainder,Total Population,2034,24337,,Georges River Council area
Hurstville Remainder,Total Population,2035,24428,,Georges River Council area
Hurstville Remainder,Total Population,2036,24525,,Georges River Council area
Kingsgrove,Total Population,2016,3793,,Georges River Council area
Kingsgrove,Total Population,2017,3815,,Georges River Council area
Kingsgrove,Total Population,2018,3865,,Georges River Council area
Kingsgrove,Total Population,2019,3910,,Georges River Council area
Kingsgrove,Total Population,2020,3941,,Georges River Council area
Kingsgrove,Total Population,2021,3960,,Georges River Council area
Kingsgrove,Total Population,2022,3972,,Georges River Council area
Kingsgrove,Total Population,2023,3978,,Georges River Council area
Kingsgrove,Total Population,2024,3988,,Georges River Council area
Kingsgrove,Total Population,2025,4004,,Georges River Council area
Kingsgrove,Total Population,2026,4021,,Georges River Council area
Kingsgrove,Total Population,2027,4039,,Georges River Council area
Kingsgrove,Total Population,2028,4065,,Georges River Council area
Kingsgrove,Total Population,2029,4085,,Georges River Council area
Kingsgrove,Total Population,2030,4110,,Georges River Council area
Kingsgrove,Total Population,2031,4131,,Georges River Council area
Kingsgrove,Total Population,2032,4150,,Georges River Council area
Kingsgrove,Total Population,2033,4168,,Georges River Council area
Kingsgrove,Total Population,2034,4194,,Georges River Council area
Kingsgrove,Total Population,2035,4221,,Georges River Council area
Kingsgrove,Total Population,2036,4246,,Georges River Council area
Kogarah,Total Population,2016,6811,,Georges River Council area
Kogarah,Total Population,2017,6868,,Georges River Council area
Kogarah,Total Population,2018,7080,,Georges River Council area
Kogarah,Total Population,2019,7782,,Georges River Council area
Kogarah,Total Population,2020,7991,,Georges River Council area
Kogarah,Total Population,2021,8162,,Georges River Council area
Kogarah,Total Population,2022,8359,,Georges River Council area
Kogarah,Total Population,2023,8546,,Georges River Council area
Kogarah,Total Population,2024,8733,,Georges River Council area
Kogarah,Total Population,2025,8946,,Georges River Council area
Kogarah,Total Population,2026,9124,,Georges River Council area
Kogarah,Total Population,2027,9308,,Georges River Council area
Kogarah,Total Population,2028,9488,,Georges River Council area
Kogarah,Total Population,2029,9666,,Georges River Council area
Kogarah,Total Population,2030,9859,,Georges River Council area
Kogarah,Total Population,2031,10029,,Georges River Council area
Kogarah,Total Population,2032,10203,,Georges River Council area
Kogarah,Total Population,2033,10380,,Georges River Council area
Kogarah,Total Population,2034,10552,,Georges River Council area
Kogarah,Total Population,2035,10738,,Georges River Council area
Kogarah,Total Population,2036,10901,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2016,3520,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2017,3522,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2018,3536,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2019,3568,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2020,3580,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2021,3602,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2022,3623,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2023,3631,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2024,3645,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2025,3665,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2026,3672,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2027,3681,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2028,3704,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2029,3718,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2030,3728,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2031,3751,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2032,3771,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2033,3790,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2034,3807,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2035,3831,,Georges River Council area
Kogarah Bay - Carss Park,Total Population,2036,3856,,Georges River Council area
Lugarno,Total Population,2016,5803,,Georges River Council area
Lugarno,Total Population,2017,5829,,Georges River Council area
Lugarno,Total Population,2018,5842,,Georges River Council area
Lugarno,Total Population,2019,5853,,Georges River Council area
Lugarno,Total Population,2020,5863,,Georges River Council area
Lugarno,Total Population,2021,5864,,Georges River Council area
Lugarno,Total Population,2022,5890,,Georges River Council area
Lugarno,Total Population,2023,5917,,Georges River Council area
Lugarno,Total Population,2024,5940,,Georges River Council area
Lugarno,Total Population,2025,5947,,Georges River Council area
Lugarno,Total Population,2026,5977,,Georges River Council area
Lugarno,Total Population,2027,5997,,Georges River Council area
Lugarno,Total Population,2028,6033,,Georges River Council area
Lugarno,Total Population,2029,6056,,Georges River Council area
Lugarno,Total Population,2030,6077,,Georges River Council area
Lugarno,Total Population,2031,6096,,Georges River Council area
Lugarno,Total Population,2032,6120,,Georges River Council area
Lugarno,Total Population,2033,6141,,Georges River Council area
Lugarno,Total Population,2034,6168,,Georges River Council area
Lugarno,Total Population,2035,6197,,Georges River Council area
Lugarno,Total Population,2036,6222,,Georges River Council area
Mortdale,Total Population,2016,10768,,Georges River Council area
Mortdale,Total Population,2017,10847,,Georges River Council area
Mortdale,Total Population,2018,10902,,Georges River Council area
Mortdale,Total Population,2019,10981,,Georges River Council area
Mortdale,Total Population,2020,11024,,Georges River Council area
Mortdale,Total Population,2021,11056,,Georges River Council area
Mortdale,Total Population,2022,11089,,Georges River Council area
Mortdale,Total Population,2023,11125,,Georges River Council area
Mortdale,Total Population,2024,11176,,Georges River Council area
Mortdale,Total Population,2025,11245,,Georges River Council area
Mortdale,Total Population,2026,11279,,Georges River Council area
Mortdale,Total Population,2027,11313,,Georges River Council area
Mortdale,Total Population,2028,11358,,Georges River Council area
Mortdale,Total Population,2029,11406,,Georges River Council area
Mortdale,Total Population,2030,11481,,Georges River Council area
Mortdale,Total Population,2031,11532,,Georges River Council area
Mortdale,Total Population,2032,11574,,Georges River Council area
Mortdale,Total Population,2033,11627,,Georges River Council area
Mortdale,Total Population,2034,11675,,Georges River Council area
Mortdale,Total Population,2035,11733,,Georges River Council area
Mortdale,Total Population,2036,11781,,Georges River Council area
Oatley,Total Population,2016,10937,,Georges River Council area
Oatley,Total Population,2017,10935,,Georges River Council area
Oatley,Total Population,2018,10919,,Georges River Council area
Oatley,Total Population,2019,10936,,Georges River Council area
Oatley,Total Population,2020,10944,,Georges River Council area
Oatley,Total Population,2021,10955,,Georges River Council area
Oatley,Total Population,2022,10975,,Georges River Council area
Oatley,Total Population,2023,10991,,Georges River Council area
Oatley,Total Population,2024,11015,,Georges River Council area
Oatley,Total Population,2025,11042,,Georges River Council area
Oatley,Total Population,2026,11070,,Georges River Council area
Oatley,Total Population,2027,11109,,Georges River Council area
Oatley,Total Population,2028,11138,,Georges River Council area
Oatley,Total Population,2029,11170,,Georges River Council area
Oatley,Total Population,2030,11214,,Georges River Council area
Oatley,Total Population,2031,11249,,Georges River Council area
Oatley,Total Population,2032,11292,,Georges River Council area
Oatley,Total Population,2033,11335,,Georges River Council area
Oatley,Total Population,2034,11381,,Georges River Council area
Oatley,Total Population,2035,11435,,Georges River Council area
Oatley,Total Population,2036,11485,,Georges River Council area
Peakhurst,Total Population,2016,10859,,Georges River Council area
Peakhurst,Total Population,2017,11657,,Georges River Council area
Peakhurst,Total Population,2018,11833,,Georges River Council area
Peakhurst,Total Population,2019,12041,,Georges River Council area
Peakhurst,Total Population,2020,12183,,Georges River Council area
Peakhurst,Total Population,2021,12323,,Georges River Council area
Peakhurst,Total Population,2022,12479,,Georges River Council area
Peakhurst,Total Population,2023,12629,,Georges River Council area
Peakhurst,Total Population,2024,12782,,Georges River Council area
Peakhurst,Total Population,2025,12976,,Georges River Council area
Peakhurst,Total Population,2026,13129,,Georges River Council area
Peakhurst,Total Population,2027,13280,,Georges River Council area
Peakhurst,Total Population,2028,13431,,Georges River Council area
Peakhurst,Total Population,2029,13588,,Georges River Council area
Peakhurst,Total Population,2030,13756,,Georges River Council area
Peakhurst,Total Population,2031,13909,,Georges River Council area
Peakhurst,Total Population,2032,14055,,Georges River Council area
Peakhurst,Total Population,2033,14205,,Georges River Council area
Peakhurst,Total Population,2034,14352,,Georges River Council area
Peakhurst,Total Population,2035,14511,,Georges River Council area
Peakhurst,Total Population,2036,14665,,Georges River Council area
Peakhurst Heights,Total Population,2016,2419,,Georges River Council area
Peakhurst Heights,Total Population,2017,2443,,Georges River Council area
Peakhurst Heights,Total Population,2018,2443,,Georges River Council area
Peakhurst Heights,Total Population,2019,2456,,Georges River Council area
Peakhurst Heights,Total Population,2020,2440,,Georges River Council area
Peakhurst Heights,Total Population,2021,2445,,Georges River Council area
Peakhurst Heights,Total Population,2022,2452,,Georges River Council area
Peakhurst Heights,Total Population,2023,2455,,Georges River Council area
Peakhurst Heights,Total Population,2024,2456,,Georges River Council area
Peakhurst Heights,Total Population,2025,2471,,Georges River Council area
Peakhurst Heights,Total Population,2026,2476,,Georges River Council area
Peakhurst Heights,Total Population,2027,2481,,Georges River Council area
Peakhurst Heights,Total Population,2028,2490,,Georges River Council area
Peakhurst Heights,Total Population,2029,2502,,Georges River Council area
Peakhurst Heights,Total Population,2030,2517,,Georges River Council area
Peakhurst Heights,Total Population,2031,2526,,Georges River Council area
Peakhurst Heights,Total Population,2032,2530,,Georges River Council area
Peakhurst Heights,Total Population,2033,2542,,Georges River Council area
Peakhurst Heights,Total Population,2034,2547,,Georges River Council area
Peakhurst Heights,Total Population,2035,2559,,Georges River Council area
Peakhurst Heights,Total Population,2036,2573,,Georges River Council area
Penshurst,Total Population,2016,13248,,Georges River Council area
Penshurst,Total Population,2017,13277,,Georges River Council area
Penshurst,Total Population,2018,13340,,Georges River Council area
Penshurst,Total Population,2019,13398,,Georges River Council area
Penshurst,Total Population,2020,13545,,Georges River Council area
Penshurst,Total Population,2021,13667,,Georges River Council area
Penshurst,Total Population,2022,13767,,Georges River Council area
Penshurst,Total Population,2023,13853,,Georges River Council area
Penshurst,Total Population,2024,13913,,Georges River Council area
Penshurst,Total Population,2025,13993,,Georges River Council area
Penshurst,Total Population,2026,14055,,Georges River Council area
Penshurst,Total Population,2027,14115,,Georges River Council area
Penshurst,Total Population,2028,14170,,Georges River Council area
Penshurst,Total Population,2029,14228,,Georges River Council area
Penshurst,Total Population,2030,14305,,Georges River Council area
Penshurst,Total Population,2031,14365,,Georges River Council area
Penshurst,Total Population,2032,14418,,Georges River Council area
Penshurst,Total Population,2033,14474,,Georges River Council area
Penshurst,Total Population,2034,14533,,Georges River Council area
Penshurst,Total Population,2035,14600,,Georges River Council area
Penshurst,Total Population,2036,14664,,Georges River Council area
Riverwood,Total Population,2016,6155,,Georges River Council area
Riverwood,Total Population,2017,6293,,Georges River Council area
Riverwood,Total Population,2018,6429,,Georges River Council area
Riverwood,Total Population,2019,6476,,Georges River Council area
Riverwood,Total Population,2020,6538,,Georges River Council area
Riverwood,Total Population,2021,6600,,Georges River Council area
Riverwood,Total Population,2022,6690,,Georges River Council area
Riverwood,Total Population,2023,6778,,Georges River Council area
