"MB_ID","JobsA10","JobsA15","JobsA20","JobsA25","JobsA30","JobsA35","JobsA40","JobsA45","JobsA5_","JobsA50","JobsA55","JobsA60"
10476580000,45079,197335,377544,801494,1221261,1858052,2285476,2752667,7722,3779946,4075364,4163109
10476590000,90130,241800,527546,956255,1520021,2059069,2457934,3198705,9427,3998442,4104243,4192481
10476600000,47380,181934,344390,746934,1174714,1814159,2236714,2701839,6603,3650716,4065488,4146007
10476610000,49020,182414,345259,755977,1182493,1828072,2260371,2712823,6353,3659517,4067512,4151682
10476620000,70261,209868,431371,867319,1339553,1955005,2349103,2883094,8203,3870536,4085543,4178189
10476630000,91698,243857,524257,952664,1509553,2047242,2449080,3167649,10318,3994090,4103204,4191936
10476640000,69221,234171,468007,882391,1332115,2105413,2474771,3420995,4694,3995534,4106003,4193932
10476650000,93115,243781,511397,945266,1479778,2045042,2435670,3151237,12393,4000000,4099917,4190533
10476660000,112310,242623,520162,966376,1486127,2109923,2464588,3289793,16481,4013352,4103514,4191865
10476670000,95688,273670,552489,955530,1466608,2183708,2527713,3518210,7844,4024682,4115527,4201400
10476680000,81032,191872,369938,766580,1310332,1878895,2280697,2834121,7221,3853459,4074319,4174347
10476690000,69526,196698,370507,794644,1228798,1925516,2333249,2897360,8405,3869891,4080275,4166238
10476700000,108321,288955,533361,952752,1442535,2189884,2556384,3574666,8338,4024600,4123304,4203429
10476710000,59403,182827,355127,726941,1211722,1820862,2261783,2742706,6456,3746104,4064751,4154650
10476720000,81364,196717,387261,781874,1340743,1902334,2306841,2915029,7653,3878597,4078082,4177096
10476730000,81955,185298,366189,735741,1237540,1870599,2291678,2811034,5960,3782884,4068776,4162650
10476740000,81996,190787,371910,754935,1255696,1890430,2303048,2849810,6699,3811332,4075035,4163840
10476750000,110987,242164,489402,946397,1460581,2127360,2490883,3386800,18387,4012367,4109795,4194853
10476760000,72079,232702,449886,867085,1266832,2061647,2459120,3358249,5300,3968244,4102639,4190764
10476770000,92957,204352,399995,811508,1329784,1969603,2356288,2966852,8423,3913314,4084966,4173873
10476780000,81850,220346,408380,857283,1280913,2064754,2452691,3349235,11377,3975705,4102183,4190091
10476790000,85934,204745,404116,812080,1396830,1963921,2346615,3044229,8301,3939128,4085664,4184813
10476820000,78229,233688,431301,840524,1293684,2079730,2479714,3492802,9183,3966347,4108483,4193114
10476830000,79323,235054,419331,810824,1305005,2074318,2504207,3527484,9526,3977168,4111258,4194236
10476840000,97570,225736,411502,826360,1316588,2092828,2471547,3471265,12681,3964557,4106668,4192775
10476850000,85865,250982,458808,886335,1358215,2138190,2551129,3571186,8844,3997208,4120247,4198819
10476860000,90393,221874,405909,809011,1279730,2068758,2461059,3442203,9161,3953098,4103941,4190806
10476870000,77620,168731,376150,710084,1273898,1901826,2311643,2927235,3443,3840578,4074220,4171108
10476880000,82477,256945,466036,888515,1330715,2115841,2501039,3510958,5560,3984956,4111033,4196073
10476890000,96535,234738,443127,808981,1425886,2090216,2545358,3599526,12209,3984464,4116669,4197477
10476900000,103925,220527,426809,844848,1434426,2026661,2399280,3280817,10612,3956381,4097776,4187465
10476910000,94546,194960,420777,800369,1438616,2015517,2398417,3231692,6137,3968833,4091290,4188576
10476920000,101961,243990,460415,879345,1493988,2167244,2572532,3603954,15412,4001642,4122487,4200510
10476930000,85835,192698,390457,751147,1292574,1902458,2317572,2994041,4581,3859063,4076646,4174655
10476940000,79740,188707,378327,724070,1268749,1883765,2301585,2907929,3742,3831996,4072412,4168466
10476950000,109465,221826,479500,913705,1537681,2094235,2456038,3426999,17544,3999771,4105154,4196327
10476960000,54779,191158,396830,726797,1184472,1941068,2419235,3339110,2299,3925837,4089400,4178513
10476970000,119770,274961,536598,922055,1640084,2223464,2985981,3843146,21491,4029651,4156628,4209727
10476980000,96988,239492,448635,842100,1366237,2100927,2554732,3616766,4405,3987551,4122402,4198247
10476990000,102298,236218,458120,816541,1493708,2118547,2683434,3733716,10659,4004278,4135557,4200598
10477000000,112512,263118,519524,901456,1606602,2206107,2950219,3832423,16109,4024805,4152610,4207559
10477010000,113985,270336,499501,909729,1463986,2177037,2707542,3757089,9889,4018996,4142135,4204648
10477020000,124229,286662,549652,948929,1688541,2260433,3081017,3856731,20241,4036136,4162687,4211191
10477030000,107534,256033,502275,882866,1588673,2192270,2892396,3825763,14912,4021608,4149364,4206193
10477040000,123402,277308,540015,931190,1641180,2230233,2984978,3844302,19412,4030645,4156994,4209889
10477050000,85068,180551,392364,779958,1405107,1935785,2489397,3607690,7710,4013982,4131444,4201759
10477060000,94077,197918,417588,873086,1473897,2002458,2560718,3677523,11906,4031552,4143997,4204335
10477070000,116432,272069,531979,934842,1640563,2240265,2968826,3844772,14981,4032760,4156306,4209363
10477080000,99146,218551,439854,940101,1530969,2044208,2800099,3778760,16581,4046808,4160654,4210118
10477090000,144107,309950,587729,1030116,1778464,2324894,3113326,3884338,22090,4060113,4166911,4215025
10477100000,124236,267676,530118,900410,1673829,2204684,2912255,3832253,52591,4029136,4152216,4206476
10477110000,128794,270485,522131,895382,1646132,2157031,2790236,3800424,55835,4036379,4148106,4204820
10477120000,114433,248767,482559,942131,1570436,2107351,2630993,3715165,47814,4043484,4151064,4206085
10477130000,104039,226970,455775,758061,1476632,2051387,2583246,3672097,49644,3995636,4127511,4198315
10477140000,104059,244283,462405,843113,1486980,2030174,2530587,3552906,51453,4004597,4119015,4198658
10477150000,101742,235531,463818,797527,1493907,2051736,2570664,3643912,49644,3995323,4126177,4198023
10477160000,150641,312882,583759,1052641,1807680,2357094,3315285,3897779,35994,4058124,4173517,4215072
10477180000,147257,308412,576650,1029166,1792161,2328572,3226203,3888652,49169,4052996,4170058,4213461
10477190000,143256,307961,573509,1021591,1782486,2318037,3212481,3884646,50705,4050240,4169416,4213304
10477200000,130841,293146,553294,956276,1721069,2280711,3143516,3868330,30968,4043030,4165595,4211849
10477210000,131066,291772,550702,955574,1722484,2281691,3169649,3869538,30842,4043097,4165921,4211839
10477220000,99821,203221,424721,828674,1400103,1923613,2586762,3678175,37763,4012716,4141541,4201954
10477230000,102457,217524,451579,861866,1427762,1948121,2693735,3734343,40255,4022538,4148464,4205123
10477240000,100952,205228,435605,839839,1410416,1932565,2640099,3709432,38371,4016998,4145986,4203778
10477250000,119180,276482,510177,931461,1709425,2258164,3307961,3876664,16776,4042959,4167201,4212235
10477260000,42928,189121,381688,667006,1295620,1989738,2629372,3698937,2747,3982183,4116085,4195935
10477270000,25619,157404,330391,602571,1111725,1822759,2394923,3431836,2266,3932319,4068671,4185367
10477290000,88775,208686,390860,697516,1335175,1967971,2470831,3480431,10824,3953068,4090780,4189219
10477300000,107559,241947,452449,839714,1553478,2079229,2730421,3767692,18693,3999330,4131236,4200012
10477310000,96269,238697,468908,835767,1583225,2124120,3034075,3826973,9617,4016335,4148383,4206559
10477320000,102215,234788,437728,794730,1517269,2062946,2696190,3741606,17504,3994316,4127718,4198840
10477330000,94195,221169,414649,733432,1455188,2015971,2596353,3658577,14258,3978969,4112022,4195240
10477340000,64399,216900,434300,795973,1480409,2087622,2864885,3808153,5545,4008386,4140587,4203557
10477350000,98504,251350,482756,876642,1597291,2182782,3073340,3843321,8475,4024663,4155357,4208521
10477360000,32780,176914,363578,646696,1235532,1915136,2498280,3580900,3446,3956866,4088244,4191756
10477370000,39021,186674,379398,674638,1285571,1971744,2590803,3655204,4021,3973295,4108708,4194580
10477390000,108427,271775,505987,915360,1661907,2230017,3152082,3859546,14171,4036306,4162123,4210227
10477400000,92010,223124,422642,741668,1491484,2036187,2707925,3751158,8732,3987230,4122103,4197771
10477410000,86031,221504,422063,740567,1493233,2041456,2727628,3755871,8282,3987981,4123023,4198051
10477420000,98054,227999,430234,768462,1500728,2037448,2650020,3712419,15517,3988701,4121316,4196958
10477430000,30602,172738,354950,640800,1206863,1896666,2464337,3534375,3714,3949307,4078935,4190241
10477440000,107906,270073,501205,913785,1681225,2191048,3077879,3844612,12787,4027598,4155972,4208849
10477450000,105634,243197,448827,821264,1563573,2084091,2825643,3790188,17801,4003377,4136233,4201830
10477460000,105695,267423,499640,907713,1682357,2194582,3079512,3845952,12781,4027845,4157777,4208981
10477470000,80924,227044,453387,813131,1506007,2106321,2929354,3815724,5091,4013731,4143547,4204818
10477480000,77284,181951,350161,693844,1199682,1809189,2303079,3504479,8197,3933037,4096293,4189829
10477490000,62134,149738,337291,703766,1150136,1668480,2542333,3643336,2221,3964172,4128941,4195419
10477500000,64998,158738,326056,641557,1094558,1723586,2225370,3366367,4324,3898118,4072886,4177676
10477510000,64414,220150,437055,801429,1489436,2090491,2864788,3807996,4859,4008355,4140359,4203536
10477520000,49544,198082,399908,710027,1351672,2018428,2672444,3732744,3292,3988387,4121468,4198290
10477530000,85672,202682,383351,698497,1376074,1936591,2575870,3696533,9512,3969097,4113114,4194783
10477540000,42089,188538,388014,687332,1311472,1992100,2622978,3694574,2880,3981284,4116164,4195785
10477560000,60792,160467,319749,602973,1075874,1717541,2214375,3303352,4935,3875085,4061355,4171452
10477570000,95969,234904,434539,801205,1536137,2039434,2884748,3802898,10117,4001994,4136399,4202538
