TZ16_CODE,LGA_NAME16,LGA_CODE16,Precinct,Sub-precin,Emp_2016,Emp_2056,LOC_PID,NSW_LOCA_2,LGA_NAME16_2,Split_id,merge_id,Pop_2016,Pop_BuildO,LGA_CODE16_2,TZ16_CODE_2,Precinct_2,Sub-precin_2,Area,layer,path
"2829",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"147","246",,,Sutherland Shire (A),,"658","4412","5498","17150",,,,Barden Ridge - Lucas Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2830",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"611","1058",,,Sutherland Shire (A),,"658","4412","5498","17150",,,,Barden Ridge - Lucas Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2831",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"1816","3407",,,Sutherland Shire (A),,"658","4412","5498","17150",,,,Barden Ridge - Lucas Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3228",Campbelltown (C) (NSW),"11500",Established,Established_Campbelltown (C) (NSW),"599","713",,,Campbelltown (C) (NSW),,"655","5968","6581","11500",,,,Eagle Vale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3230",Campbelltown (C) (NSW),"11500",Established,Established_Campbelltown (C) (NSW),"267","365",,,Campbelltown (C) (NSW),,"655","5968","6581","11500",,,,Eagle Vale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"300",Inner West (A),"14170",OutWSPP,OutWSPP,"296","452",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"301",Inner West (A),"14170",OutWSPP,OutWSPP,"483","789",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"302",Inner West (A),"14170",OutWSPP,OutWSPP,"274","439",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"303",Inner West (A),"14170",OutWSPP,OutWSPP,"1474","2488",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"304",Inner West (A),"14170",OutWSPP,OutWSPP,"1003","1659",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"305",Inner West (A),"14170",OutWSPP,OutWSPP,"5402","7139",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"306",Inner West (A),"14170",OutWSPP,OutWSPP,"448","748",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"307",Inner West (A),"14170",OutWSPP,OutWSPP,"348","600",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"308",Inner West (A),"14170",OutWSPP,OutWSPP,"121","188",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"309",Inner West (A),"14170",OutWSPP,OutWSPP,"2927","3785",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"310",Inner West (A),"14170",OutWSPP,OutWSPP,"1053","1837",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"311",Inner West (A),"14170",OutWSPP,OutWSPP,"253","425",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"312",Inner West (A),"14170",OutWSPP,OutWSPP,"277","441",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"313",Inner West (A),"14170",OutWSPP,OutWSPP,"516","802",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"314",Inner West (A),"14170",OutWSPP,OutWSPP,"832","1435",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"315",Inner West (A),"14170",OutWSPP,OutWSPP,"3","6",,,Inner West (A),,"653","28000","37585","14170",,,,Marrickville (Suburb),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1213",Fairfield (C),"12850",Established,Established_Fairfield (C),"447","740",,,Fairfield (C),,"678","2078","4818","12850",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1215",Fairfield (C),"12850",Villawood,Villawood,"140","248",,,Fairfield (C),,"678","2078","4818","12850",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1217",Fairfield (C),"12850",Established,Established_Fairfield (C),"122","203",,,Fairfield (C),,"678","2078","4818","12850",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2318",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"205","292",,,Canterbury-Bankstown (A),,"677","4153","4671","11570",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1202",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2140","2489",,,Canterbury-Bankstown (A),,"677","4153","4671","11570",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1205",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"3019","3179",,,Canterbury-Bankstown (A),,"677","4153","4671","11570",,,,Villawood,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3724",Liverpool (C),"14900",WS Parkland,WS Parkland,"328","872",,,Liverpool (C),,"672","10380","9345","14900",,,,West Hoxton,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3725",Liverpool (C),"14900",15th Ave,15th Ave,"203","469",,,Liverpool (C),,"672","10380","9345","14900",,,,West Hoxton,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3728",Liverpool (C),"14900",Established,Established_Liverpool (C),"178","413",,,Liverpool (C),,"672","10380","9345","14900",,,,West Hoxton,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3730",Liverpool (C),"14900",Established,Established_Liverpool (C),"419","973",,,Liverpool (C),,"672","10380","9345","14900",,,,West Hoxton,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"898",Inner West (A),"14170",OutWSPP,OutWSPP,"243","374",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"900",Inner West (A),"14170",OutWSPP,OutWSPP,"743","1218",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"901",Inner West (A),"14170",OutWSPP,OutWSPP,"320","532",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"902",Inner West (A),"14170",OutWSPP,OutWSPP,"725","1276",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"903",Inner West (A),"14170",OutWSPP,OutWSPP,"11","35",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"904",Inner West (A),"14170",OutWSPP,OutWSPP,"4640","7151",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"905",Inner West (A),"14170",OutWSPP,OutWSPP,"469","796",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"906",Inner West (A),"14170",OutWSPP,OutWSPP,"917","1543",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"907",Inner West (A),"14170",OutWSPP,OutWSPP,"672","1252",,,Inner West (A),,"671","25546","30818","14170",,,,Ashfield,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1852",Willoughby (C),"18250",OutWSPP,OutWSPP,"734","923",,,Willoughby (C),,"667","3087","3029","18250",,,,Castlecrag,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4034",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"291","508",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4035",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"243","409",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4036",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"1564","2500",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4037",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"2856","4603",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4038",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"1647","2849",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4039",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"664","1110",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4040",Blacktown (C),"10750",Mount Druitt Centre and Rooty Hill,Mount Druitt Centre and Rooty Hill,"251","402",,,Blacktown (C),,"664","17219","21860","10750",,,,Mount Druitt,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2616",Georges River (A),"12930",OutWSPP,OutWSPP,"554","826",,,Georges River (A),,"1011","10937","11485","12930",,,,Oatley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2617",Georges River (A),"12930",OutWSPP,OutWSPP,"246","409",,,Georges River (A),,"1011","10937","11485","12930",,,,Oatley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2631",Georges River (A),"12930",OutWSPP,OutWSPP,"673","1055",,,Georges River (A),,"1011","10937","11485","12930",,,,Oatley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2632",Georges River (A),"12930",OutWSPP,OutWSPP,"225","393",,,Georges River (A),,"1011","10937","11485","12930",,,,Oatley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2633",Georges River (A),"12930",OutWSPP,OutWSPP,"86","144",,,Georges River (A),,"1011","10937","11485","12930",,,,Oatley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1228",Cumberland (A),"12380",OutWSPP,OutWSPP,"21","31",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1229",Cumberland (A),"12380",OutWSPP,OutWSPP,"479","713",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1231",Cumberland (A),"12380",OutWSPP,OutWSPP,"361","571",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1271",Cumberland (A),"12380",OutWSPP,OutWSPP,"249","428",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1273",Cumberland (A),"12380",OutWSPP,OutWSPP,"129","201",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1274",Cumberland (A),"12380",OutWSPP,OutWSPP,"445","602",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1275",Cumberland (A),"12380",OutWSPP,OutWSPP,"468","767",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1276",Cumberland (A),"12380",OutWSPP,OutWSPP,"169","281",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1277",Cumberland (A),"12380",OutWSPP,OutWSPP,"2933","4829",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1278",Cumberland (A),"12380",OutWSPP,OutWSPP,"427","742",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1279",Cumberland (A),"12380",OutWSPP,OutWSPP,"261","431",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1280",Cumberland (A),"12380",OutWSPP,OutWSPP,"193","306",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1281",Cumberland (A),"12380",OutWSPP,OutWSPP,"722","1189",,,Cumberland (A),,"1009","32507","48895","12380",,,,Merrylands - Holroyd,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2834",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"215","347",,,Sutherland Shire (A),,"1004","5606","5499","17150",,,,Oyster Bay,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2836",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"248","392",,,Sutherland Shire (A),,"1004","5606","5499","17150",,,,Oyster Bay,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4140",Blacktown (C),"10750",Established,Established_Blacktown (C),"738","869",,,Blacktown (C),,"1002","9627","9900","10750",,,,Kings Langley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4141",Blacktown (C),"10750",Established,Established_Blacktown (C),"226","274",,,Blacktown (C),,"1002","9627","9900","10750",,,,Kings Langley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4142",Blacktown (C),"10750",Established,Established_Blacktown (C),"296","353",,,Blacktown (C),,"1002","9627","9900","10750",,,,Kings Langley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2611",Georges River (A),"12930",OutWSPP,OutWSPP,"148","231",,,Georges River (A),,"999","10768","11781","12930",,,,Mortdale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2613",Georges River (A),"12930",OutWSPP,OutWSPP,"325","509",,,Georges River (A),,"999","10768","11781","12930",,,,Mortdale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2614",Georges River (A),"12930",OutWSPP,OutWSPP,"749","1181",,,Georges River (A),,"999","10768","11781","12930",,,,Mortdale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2615",Georges River (A),"12930",OutWSPP,OutWSPP,"198","306",,,Georges River (A),,"999","10768","11781","12930",,,,Mortdale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2629",Georges River (A),"12930",OutWSPP,OutWSPP,"884","1278",,,Georges River (A),,"999","10768","11781","12930",,,,Mortdale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3905",Blacktown (C),"10750",Established,Established_Blacktown (C),"7","28",,,Blacktown (C),,"1029","19950","20223","10750",,,,Stanhope Gardens - Kellyville Ridge,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
