TZ16_CODE,LGA_NAME16,LGA_CODE16,Precinct,Sub-precin,Emp_2016,Emp_2056,LOC_PID,NSW_LOCA_2,LGA_NAME16_2,Split_id,merge_id,Pop_2016,Pop_BuildO,LGA_CODE16_2,TZ16_CODE_2,Precinct_2,Sub-precin_2,Area,layer,path
"3818",Liverpool (C),"14900",Established,Established_Liverpool (C),"2060","2198",,,Liverpool (C),,"287","10814","24417","14900",,,,Moorebank,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3819",Liverpool (C),"14900",Established,Established_Liverpool (C),"99","135",,,Liverpool (C),,"287","10814","24417","14900",,,,Moorebank,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3824",Liverpool (C),"14900",Moorebank Intermodal,Moorebank Intermodal,"1771","3159",,,Liverpool (C),,"287","10814","24417","14900",,,,Moorebank,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3616",Liverpool (C),"14900",SWGA,Austral,"44","3731",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3621",Liverpool (C),"14900",SWGA,Austral,"167","2813",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3624",Liverpool (C),"14900",SWGA,Austral,"143","2423",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3627",Liverpool (C),"14900",SWGA,Leppington North,"13","71",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3630",Liverpool (C),"14900",SWGA,Leppington North,"33","1333",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3633",Liverpool (C),"14900",SWGA,Leppington North,"838","3728",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3634",Liverpool (C),"14900",SWGA,Leppington North,"21","4083",,,Liverpool (C),,"285","3110","69049","14900",,,,Austral,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4621",Blue Mountains (C),"10900",Established,Established_Blue Mountains (C),"919","1233",,,Blue Mountains (C),,"106","8830","10481","10900",,,,Katoomba - Medlow Bath,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4623",Blue Mountains (C),"10900",Established,Established_Blue Mountains (C),"1238","1602",,,Blue Mountains (C),,"106","8830","10481","10900",,,,Katoomba - Medlow Bath,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4624",Blue Mountains (C),"10900",Established,Established_Blue Mountains (C),"829","1198",,,Blue Mountains (C),,"106","8830","10481","10900",,,,Katoomba - Medlow Bath,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4625",Blue Mountains (C),"10900",Established,Established_Blue Mountains (C),"2537","3206",,,Blue Mountains (C),,"106","8830","10481","10900",,,,Katoomba - Medlow Bath,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2947",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"461","652",,,Sutherland Shire (A),,"127","4933","5240","17150",,,,Sylvania Waters - Taren Point,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2948",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"265","385",,,Sutherland Shire (A),,"127","4933","5240","17150",,,,Sylvania Waters - Taren Point,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2949",Sutherland Shire (A),"17150",OutWSPP,OutWSPP,"3420","4104",,,Sutherland Shire (A),,"127","4933","5240","17150",,,,Sylvania Waters - Taren Point,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1839",Willoughby (C),"18250",OutWSPP,OutWSPP,"248","350",,,Willoughby (C),,"82","6195","7019","18250",,,,Naremburn,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1840",Willoughby (C),"18250",OutWSPP,OutWSPP,"259","327",,,Willoughby (C),,"82","6195","7019","18250",,,,Naremburn,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1842",Willoughby (C),"18250",OutWSPP,OutWSPP,"949","1148",,,Willoughby (C),,"82","6195","7019","18250",,,,Naremburn,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2134",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"645","1020",,,Northern Beaches (A),,"73","2899","3404","15990",,,,Davidson,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2100",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"247","382",,,Northern Beaches (A),,"101","6755","7972","15990",,,,Narraweena,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2103",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"478","779",,,Northern Beaches (A),,"101","6755","7972","15990",,,,Narraweena,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2143",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"1215","1846",,,Northern Beaches (A),,"100","3474","4350","15990",,,,Brookvale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2144",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"6518","7954",,,Northern Beaches (A),,"100","3474","4350","15990",,,,Brookvale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2145",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"8738","11373",,,Northern Beaches (A),,"100","3474","4350","15990",,,,Brookvale,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"713",Canada Bay (A),"11520",OutWSPP,OutWSPP,"896","1506",,,Canada Bay (A),,"90","6227","8454","11520",,,,Concord West,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"716",Canada Bay (A),"11520",OutWSPP,OutWSPP,"339","565",,,Canada Bay (A),,"90","6227","8454","11520",,,,Concord West,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"717",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1787","4984",,,Canada Bay (A),,"90","6227","8454","11520",,,,Concord West,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"718",Canada Bay (A),"11520",OutWSPP,OutWSPP,"809","1050",,,Canada Bay (A),,"90","6227","8454","11520",,,,Concord West,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"958",Strathfield (A),"17100",OutWSPP,OutWSPP,"2991","4348",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"963",Strathfield (A),"17100",OutWSPP,OutWSPP,"326","730",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"965",Strathfield (A),"17100",OutWSPP,OutWSPP,"51","76",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"966",Strathfield (A),"17100",OutWSPP,OutWSPP,"467","740",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"967",Strathfield (A),"17100",OutWSPP,OutWSPP,"294","659",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"968",Strathfield (A),"17100",OutWSPP,OutWSPP,"693","1551",,,Strathfield (A),,"89","7949","20453","17100",,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2206",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"540","630",,,Northern Beaches (A),,"182","5385","5611","15990",,,,Balgowlah Heights - Clontarf,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2207",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"325","424",,,Northern Beaches (A),,"182","5385","5611","15990",,,,Balgowlah Heights - Clontarf,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2119",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"699","1028",,,Northern Beaches (A),,"178","6859","6997","15990",,,,Curl Curl - North Curl Curl,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2120",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"279","413",,,Northern Beaches (A),,"178","6859","6997","15990",,,,Curl Curl - North Curl Curl,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2146",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"341","551",,,Northern Beaches (A),,"178","6859","6997","15990",,,,Curl Curl - North Curl Curl,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2147",Northern Beaches (A),"15990",OutWSPP,OutWSPP,"722","1130",,,Northern Beaches (A),,"178","6859","6997","15990",,,,Curl Curl - North Curl Curl,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4032",Blacktown (C),"10750",Mount Druitt,Mount Druitt,"186","331",,,Blacktown (C),,"173","6163","6265","10750",,,,Whalan,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"4033",Blacktown (C),"10750",Mount Druitt,Mount Druitt,"283","500",,,Blacktown (C),,"173","6163","6265","10750",,,,Whalan,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3710",Liverpool (C),"14900",Established,Established_Liverpool (C),"187","483",,,Liverpool (C),,"198","13031","11390","14900",,,,Green Valley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3711",Liverpool (C),"14900",Established,Established_Liverpool (C),"301","821",,,Liverpool (C),,"198","13031","11390","14900",,,,Green Valley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3713",Liverpool (C),"14900",Established,Established_Liverpool (C),"190","412",,,Liverpool (C),,"198","13031","11390","14900",,,,Green Valley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"3714",Liverpool (C),"14900",Established,Established_Liverpool (C),"1101","2253",,,Liverpool (C),,"198","13031","11390","14900",,,,Green Valley,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2658",Georges River (A),"12930",OutWSPP,OutWSPP,"339","536",,,Georges River (A),,"187","3520","3856","12930",,,,Kogarah Bay - Carss Park,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"2750",Georges River (A),"12930",OutWSPP,OutWSPP,"110","169",,,Georges River (A),,"187","3520","3856","12930",,,,Kogarah Bay - Carss Park,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1837",North Sydney (A),"15950",OutWSPP,OutWSPP,"1736","2099",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1844",Willoughby (C),"18250",OutWSPP,OutWSPP,"4772","5739",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1910",North Sydney (A),"15950",OutWSPP,OutWSPP,"1369","2076",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1911",North Sydney (A),"15950",OutWSPP,OutWSPP,"1972","3049",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1912",North Sydney (A),"15950",OutWSPP,OutWSPP,"2184","3116",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"1914",North Sydney (A),"15950",OutWSPP,OutWSPP,"536","865",,,North Sydney (A),,"185","7242","11392","15950",,,,Crows Nest - St Leonards,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"666",Burwood (A),"11300",OutWSPP,OutWSPP,"1227","2178",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"894",Burwood (A),"11300",OutWSPP,OutWSPP,"3393","4953",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"895",Burwood (A),"11300",OutWSPP,OutWSPP,"1199","1751",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"896",Burwood (A),"11300",OutWSPP,OutWSPP,"1909","3096",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"910",Burwood (A),"11300",OutWSPP,OutWSPP,"1022","1814",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"913",Burwood (A),"11300",OutWSPP,OutWSPP,"1011","1476",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"914",Burwood (A),"11300",OutWSPP,OutWSPP,"170","314",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"915",Burwood (A),"11300",OutWSPP,OutWSPP,"1573","2549",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"917",Burwood (A),"11300",OutWSPP,OutWSPP,"676","1126",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"918",Burwood (A),"11300",OutWSPP,OutWSPP,"137","250",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"920",Burwood (A),"11300",OutWSPP,OutWSPP,"185","329",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"922",Burwood (A),"11300",OutWSPP,OutWSPP,"320","594",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"970",Burwood (A),"11300",OutWSPP,OutWSPP,"1120","2123",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"975",Burwood (A),"11300",OutWSPP,OutWSPP,"893","1566",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"980",Burwood (A),"11300",OutWSPP,OutWSPP,"188","328",,,Burwood (A),,"183","22046","29415","11300",,,,Burwood - Strathfield (Burwood LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"912",Inner West (A),"14170",OutWSPP,OutWSPP,"379","629",,,Inner West (A),,"149","5421","6999","14170",,,,Croydon - Croydon Park,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"919",Inner West (A),"14170",OutWSPP,OutWSPP,"334","567",,,Inner West (A),,"149","5421","6999","14170",,,,Croydon - Croydon Park,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"933",Inner West (A),"14170",OutWSPP,OutWSPP,"339","574",,,Inner West (A),,"149","5421","6999","14170",,,,Croydon - Croydon Park,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"911",Burwood (A),"11300",OutWSPP,OutWSPP,"873","1393",,,Burwood (A),,"147","7662","7878","11300",,,,Croydon - Burwood Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"916",Burwood (A),"11300",OutWSPP,OutWSPP,"627","1199",,,Burwood (A),,"147","7662","7878","11300",,,,Croydon - Burwood Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
"921",Burwood (A),"11300",OutWSPP,OutWSPP,"350","586",,,Burwood (A),,"147","7662","7878","11300",,,,Croydon - Burwood Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
