TZ16_CODE,LGA_NAME16,LGA_CODE16,Precinct,Sub-precin,Emp_2016,Emp_2056
"606",Randwick (C),"16550",OutWSPP,OutWSPP,"474","791"
"607",Randwick (C),"16550",OutWSPP,OutWSPP,"199","344"
"608",Randwick (C),"16550",OutWSPP,OutWSPP,"430","728"
"624",Randwick (C),"16550",OutWSPP,OutWSPP,"212","346"
"625",Randwick (C),"16550",OutWSPP,OutWSPP,"1550","2157"
"626",Randwick (C),"16550",OutWSPP,OutWSPP,"486","780"
"627",Randwick (C),"16550",OutWSPP,OutWSPP,"655","1057"
"628",Randwick (C),"16550",OutWSPP,OutWSPP,"251","384"
"629",Randwick (C),"16550",OutWSPP,OutWSPP,"459","763"
"630",Randwick (C),"16550",OutWSPP,OutWSPP,"1060","1691"
"631",Randwick (C),"16550",OutWSPP,OutWSPP,"108","177"
"632",Randwick (C),"16550",OutWSPP,OutWSPP,"281","464"
"633",Randwick (C),"16550",OutWSPP,OutWSPP,"211","342"
"634",Randwick (C),"16550",OutWSPP,OutWSPP,"142","230"
"635",Randwick (C),"16550",OutWSPP,OutWSPP,"369","599"
"611",Randwick (C),"16550",OutWSPP,OutWSPP,"449","743"
"612",Randwick (C),"16550",OutWSPP,OutWSPP,"313","503"
"613",Randwick (C),"16550",OutWSPP,OutWSPP,"607","990"
"614",Randwick (C),"16550",OutWSPP,OutWSPP,"409","699"
"615",Randwick (C),"16550",OutWSPP,OutWSPP,"7563","13800"
"616",Randwick (C),"16550",OutWSPP,OutWSPP,"362","585"
"617",Randwick (C),"16550",OutWSPP,OutWSPP,"467","791"
"609",Randwick (C),"16550",OutWSPP,OutWSPP,"692","1107"
"610",Randwick (C),"16550",OutWSPP,OutWSPP,"37","57"
"618",Randwick (C),"16550",OutWSPP,OutWSPP,"679","1060"
"619",Randwick (C),"16550",OutWSPP,OutWSPP,"155","248"
"620",Randwick (C),"16550",OutWSPP,OutWSPP,"496","786"
"621",Randwick (C),"16550",OutWSPP,OutWSPP,"288","465"
"622",Randwick (C),"16550",OutWSPP,OutWSPP,"19","30"
"636",Randwick (C),"16550",OutWSPP,OutWSPP,"1115","1807"
"638",Randwick (C),"16550",OutWSPP,OutWSPP,"487","801"
"639",Randwick (C),"16550",OutWSPP,OutWSPP,"244","404"
"641",Randwick (C),"16550",OutWSPP,OutWSPP,"372","595"
"643",Randwick (C),"16550",OutWSPP,OutWSPP,"581","911"
"644",Randwick (C),"16550",OutWSPP,OutWSPP,"423","683"
"646",Randwick (C),"16550",OutWSPP,OutWSPP,"110","168"
"647",Randwick (C),"16550",OutWSPP,OutWSPP,"372","595"
"637",Randwick (C),"16550",OutWSPP,OutWSPP,"1148","1799"
"640",Randwick (C),"16550",OutWSPP,OutWSPP,"551","897"
"642",Randwick (C),"16550",OutWSPP,OutWSPP,"471","739"
"645",Randwick (C),"16550",OutWSPP,OutWSPP,"167","266"
"650",Randwick (C),"16550",OutWSPP,OutWSPP,"644","1083"
"651",Randwick (C),"16550",OutWSPP,OutWSPP,"718","1208"
"652",Randwick (C),"16550",OutWSPP,OutWSPP,"1408","2212"
"653",Randwick (C),"16550",OutWSPP,OutWSPP,"206","345"
"654",Randwick (C),"16550",OutWSPP,OutWSPP,"835","1399"
"655",Randwick (C),"16550",OutWSPP,OutWSPP,"684","1124"
"656",Randwick (C),"16550",OutWSPP,OutWSPP,"474","766"
"657",Randwick (C),"16550",OutWSPP,OutWSPP,"5877","10027"
"658",Randwick (C),"16550",OutWSPP,OutWSPP,"263","468"
"659",Randwick (C),"16550",OutWSPP,OutWSPP,"2881","5087"
"660",Randwick (C),"16550",OutWSPP,OutWSPP,"763","1240"
"661",Randwick (C),"16550",OutWSPP,OutWSPP,"395","662"
"662",Randwick (C),"16550",OutWSPP,OutWSPP,"173","287"
"663",Randwick (C),"16550",OutWSPP,OutWSPP,"3076","5431"
"2318",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"205","292"
"2319",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"478","657"
"2320",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"169","212"
"2321",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"866","1133"
"2322",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"352","521"
"2323",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"108","136"
"2324",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"545","827"
"2325",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"748","1134"
"2328",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"4184","4473"
"2329",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"947","1878"
"2330",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2756","3350"
"2331",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1386","1755"
"2334",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"205","286"
"2335",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2222","2836"
"2336",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"326","444"
"2337",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2474","2793"
"2338",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"193","272"
"2339",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"271","394"
"2340",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"423","505"
"2341",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2462","3017"
"2342",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"4333","5134"
"2343",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"3832","4476"
"2346",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1399","1768"
"2347",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"527","753"
"2348",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"768","975"
"2349",Strathfield (A),"17100",OutWSPP,OutWSPP,"2979","3366"
"2350",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"721","1037"
"2351",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"147","186"
"2352",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"434","611"
"2353",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"263","365"
"2356",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"233","336"
"2357",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2690","3376"
"2358",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"354","501"
"2359",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"54","81"
"2360",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"753","1041"
"2361",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"233","330"
"2362",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"201","305"
"2363",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"265","396"
"2366",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"263","375"
"2367",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"962","1446"
"2368",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"86","121"
"2369",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"218","309"
"2370",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"208","274"
"2371",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"74","108"
"2372",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"806","1140"
"2373",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"353","518"
"2374",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"167","228"
"2375",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"221","302"
"2376",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"130","181"
"2377",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"468","673"
"2380",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"415","582"
"2381",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"748","1065"
"2382",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"138","198"
"2383",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1016","1366"
"2384",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"788","1097"
"2385",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"163","254"
"2386",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"201","311"
"2387",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"225","334"
"2390",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"534","769"
"2391",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"368","555"
"2392",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"130","171"
"2393",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"219","288"
"2394",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"410","536"
"2395",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"68","101"
"2396",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"87","112"
"2397",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"477","721"
"2398",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"213","280"
"2298",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1831","2921"
"2300",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"145","200"
"2301",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"700","1026"
"2302",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"131","183"
"2303",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"330","441"
"2304",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"170","242"
"2305",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"4600","7337"
"2306",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"146","203"
"2316",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"271","362"
"2299",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"571","968"
"2307",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2179","3645"
"2308",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"202","2064"
"2309",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"72","96"
"2310",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"38","50"
"2311",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"291","1679"
"2312",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"113","158"
"2313",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2803","4623"
"2314",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2320","2902"
"2315",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"3633","4293"
"2500",Strathfield (A),"17100",OutWSPP,OutWSPP,"298","415"
"2501",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"583","968"
"2502",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"939","1344"
"2503",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"140","234"
"2504",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1062","1744"
"2505",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"579","850"
"2506",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"512","828"
"2507",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"268","450"
"2508",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2323","4274"
"2509",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"320","554"
"2510",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"277","449"
"2511",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1083","1836"
"2512",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"388","698"
"2513",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"321","440"
"2514",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"602","1107"
"2515",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"131","221"
"2516",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"431","664"
"2517",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"770","1219"
"2518",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"814","1288"
"2529",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"782","1316"
"2530",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"205","316"
"2519",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"167","260"
"2520",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"227","380"
"2521",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"184","290"
"2522",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"222","346"
"2523",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"143","239"
"2524",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1086","1854"
"2525",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"197","324"
"2526",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"639","959"
"2527",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"3267","4082"
"2528",Georges River (A),"12930",OutWSPP,OutWSPP,"2425","3219"
"2541",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"12","23"
"2542",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"220","357"
"2543",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"690","1164"
"2544",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"150","251"
"2545",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"313","557"
"2546",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2","3"
"2547",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"755","1005"
"2548",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"468","581"
"2549",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"2167","2611"
"2551",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"551","1012"
"2557",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"16","26"
"2552",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"740","1153"
"2553",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"382","578"
"2554",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"1654","2541"
"2555",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"125","197"
"2556",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"544","893"
"2531",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"752","1063"
"2532",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"334","574"
"2533",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"573","965"
"2535",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"904","1541"
"2536",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"563","977"
"2537",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"186","233"
"2534",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"188","268"
"2538",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"10","16"
"2539",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"92","131"
"2540",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"8","10"
"2550",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"544","907"
"2600",Georges River (A),"12930",OutWSPP,OutWSPP,"221","337"
"2601",Georges River (A),"12930",OutWSPP,OutWSPP,"152","245"
"2602",Georges River (A),"12930",OutWSPP,OutWSPP,"592","986"
"2603",Georges River (A),"12930",OutWSPP,OutWSPP,"724","1248"
"2604",Georges River (A),"12930",OutWSPP,OutWSPP,"1371","2219"
"2605",Georges River (A),"12930",OutWSPP,OutWSPP,"398","627"
"2606",Georges River (A),"12930",OutWSPP,OutWSPP,"5557","8321"
"2607",Georges River (A),"12930",OutWSPP,OutWSPP,"681","1074"
"2608",Georges River (A),"12930",OutWSPP,OutWSPP,"1203","1801"
"2609",Georges River (A),"12930",OutWSPP,OutWSPP,"276","453"
"2610",Georges River (A),"12930",OutWSPP,OutWSPP,"532","839"
"2611",Georges River (A),"12930",OutWSPP,OutWSPP,"148","231"
"2612",Georges River (A),"12930",OutWSPP,OutWSPP,"682","1059"
"2613",Georges River (A),"12930",OutWSPP,OutWSPP,"325","509"
"2614",Georges River (A),"12930",OutWSPP,OutWSPP,"749","1181"
"2615",Georges River (A),"12930",OutWSPP,OutWSPP,"198","306"
"2616",Georges River (A),"12930",OutWSPP,OutWSPP,"554","826"
"2617",Georges River (A),"12930",OutWSPP,OutWSPP,"246","409"
"2620",Georges River (A),"12930",OutWSPP,OutWSPP,"429","713"
"2621",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"294","426"
"2622",Georges River (A),"12930",OutWSPP,OutWSPP,"283","467"
"2623",Georges River (A),"12930",OutWSPP,OutWSPP,"726","1077"
"2624",Georges River (A),"12930",OutWSPP,OutWSPP,"315","488"
"2627",Georges River (A),"12930",OutWSPP,OutWSPP,"201","327"
"2628",Georges River (A),"12930",OutWSPP,OutWSPP,"125","196"
"2629",Georges River (A),"12930",OutWSPP,OutWSPP,"884","1278"
"2630",Georges River (A),"12930",OutWSPP,OutWSPP,"167","261"
"2631",Georges River (A),"12930",OutWSPP,OutWSPP,"673","1055"
"2632",Georges River (A),"12930",OutWSPP,OutWSPP,"225","393"
"2633",Georges River (A),"12930",OutWSPP,OutWSPP,"86","144"
"2636",Georges River (A),"12930",OutWSPP,OutWSPP,"301","477"
"2637",Georges River (A),"12930",OutWSPP,OutWSPP,"369","590"
"2638",Georges River (A),"12930",OutWSPP,OutWSPP,"231","377"
"2639",Georges River (A),"12930",OutWSPP,OutWSPP,"4419","5330"
"2640",Georges River (A),"12930",OutWSPP,OutWSPP,"490","778"
"2641",Georges River (A),"12930",OutWSPP,OutWSPP,"340","585"
"2642",Georges River (A),"12930",OutWSPP,OutWSPP,"267","387"
"2643",Georges River (A),"12930",OutWSPP,OutWSPP,"359","574"
"2646",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"158","261"
"2647",Canterbury-Bankstown (A),"11570",OutWSPP,OutWSPP,"344","402"
"2648",Georges River (A),"12930",OutWSPP,OutWSPP,"949","1373"
"2649",Georges River (A),"12930",OutWSPP,OutWSPP,"673","972"
"2652",Georges River (A),"12930",OutWSPP,OutWSPP,"119","193"
"2653",Georges River (A),"12930",OutWSPP,OutWSPP,"1370","2290"
"2654",Georges River (A),"12930",OutWSPP,OutWSPP,"361","573"
"2655",Georges River (A),"12930",OutWSPP,OutWSPP,"870","1331"
"2656",Georges River (A),"12930",OutWSPP,OutWSPP,"511","787"
"2657",Georges River (A),"12930",OutWSPP,OutWSPP,"250","403"
"2658",Georges River (A),"12930",OutWSPP,OutWSPP,"339","536"
"2659",Georges River (A),"12930",OutWSPP,OutWSPP,"303","494"
"2660",Georges River (A),"12930",OutWSPP,OutWSPP,"253","402"
"2699",Rockdale (C),"16650",OutWSPP,OutWSPP,"827","2785"
"2700",Rockdale (C),"16650",OutWSPP,OutWSPP,"61","97"
"2701",Rockdale (C),"16650",OutWSPP,OutWSPP,"1034","1290"
"2702",Rockdale (C),"16650",OutWSPP,OutWSPP,"3","11"
"2703",Rockdale (C),"16650",OutWSPP,OutWSPP,"130","200"
"2704",Rockdale (C),"16650",OutWSPP,OutWSPP,"270","435"
"2705",Rockdale (C),"16650",OutWSPP,OutWSPP,"666","1041"
"2706",Rockdale (C),"16650",OutWSPP,OutWSPP,"118","229"
"2707",Rockdale (C),"16650",OutWSPP,OutWSPP,"339","435"
"2708",Rockdale (C),"16650",OutWSPP,OutWSPP,"7","11"
"2709",Rockdale (C),"16650",OutWSPP,OutWSPP,"164","281"
"2710",Rockdale (C),"16650",OutWSPP,OutWSPP,"117","201"
"2711",Rockdale (C),"16650",OutWSPP,OutWSPP,"140","247"
"2712",Rockdale (C),"16650",OutWSPP,OutWSPP,"105","168"
"2713",Rockdale (C),"16650",OutWSPP,OutWSPP,"901","1501"
"2716",Rockdale (C),"16650",OutWSPP,OutWSPP,"153","248"
"2717",Rockdale (C),"16650",OutWSPP,OutWSPP,"588","971"
"2718",Rockdale (C),"16650",OutWSPP,OutWSPP,"467","758"
"2719",Rockdale (C),"16650",OutWSPP,OutWSPP,"307","514"
"2720",Rockdale (C),"16650",OutWSPP,OutWSPP,"616","1150"
"2721",Rockdale (C),"16650",OutWSPP,OutWSPP,"189","297"
"2722",Rockdale (C),"16650",OutWSPP,OutWSPP,"422","759"
"2723",Rockdale (C),"16650",OutWSPP,OutWSPP,"458","717"
"2724",Rockdale (C),"16650",OutWSPP,OutWSPP,"477","902"
"2725",Rockdale (C),"16650",OutWSPP,OutWSPP,"267","426"
"2728",Rockdale (C),"16650",OutWSPP,OutWSPP,"317","532"
"2729",Rockdale (C),"16650",OutWSPP,OutWSPP,"334","539"
"2730",Rockdale (C),"16650",OutWSPP,OutWSPP,"648","1174"
"2731",Georges River (A),"12930",OutWSPP,OutWSPP,"580","906"
"2732",Rockdale (C),"16650",OutWSPP,OutWSPP,"295","534"
"2733",Georges River (A),"12930",OutWSPP,OutWSPP,"173","242"
"2736",Georges River (A),"12930",OutWSPP,OutWSPP,"5337","8423"
"2737",Rockdale (C),"16650",OutWSPP,OutWSPP,"216","304"
"2738",Georges River (A),"12930",OutWSPP,OutWSPP,"5903","9878"
"2739",Rockdale (C),"16650",OutWSPP,OutWSPP,"368","734"
"2740",Georges River (A),"12930",OutWSPP,OutWSPP,"105","168"
"2741",Rockdale (C),"16650",OutWSPP,OutWSPP,"601","917"
"2744",Georges River (A),"12930",OutWSPP,OutWSPP,"235","339"
"2745",Georges River (A),"12930",OutWSPP,OutWSPP,"568","876"
"2746",Georges River (A),"12930",OutWSPP,OutWSPP,"92","139"
"2747",Georges River (A),"12930",OutWSPP,OutWSPP,"1043","1408"
"2748",Georges River (A),"12930",OutWSPP,OutWSPP,"315","503"
"2749",Georges River (A),"12930",OutWSPP,OutWSPP,"615","988"
"2750",Georges River (A),"12930",OutWSPP,OutWSPP,"110","169"
"2753",Rockdale (C),"16650",OutWSPP,OutWSPP,"220","254"
"2754",Rockdale (C),"16650",OutWSPP,OutWSPP,"256","427"
"2755",Rockdale (C),"16650",OutWSPP,OutWSPP,"880","1427"
"2756",Rockdale (C),"16650",OutWSPP,OutWSPP,"749","1234"
"2757",Rockdale (C),"16650",OutWSPP,OutWSPP,"177","287"
"2758",Rockdale (C),"16650",OutWSPP,OutWSPP,"125","203"
"2761",Rockdale (C),"16650",OutWSPP,OutWSPP,"181","295"
"2762",Rockdale (C),"16650",OutWSPP,OutWSPP,"14","21"
"2763",Rockdale (C),"16650",OutWSPP,OutWSPP,"436","670"
"2764",Rockdale (C),"16650",OutWSPP,OutWSPP,"755","1318"
"2765",Rockdale (C),"16650",OutWSPP,OutWSPP,"218","378"
"2766",Rockdale (C),"16650",OutWSPP,OutWSPP,"1706","2710"
"2767",Rockdale (C),"16650",OutWSPP,OutWSPP,"132","214"
"2768",Rockdale (C),"16650",OutWSPP,OutWSPP,"921","1486"
"2769",Rockdale (C),"16650",OutWSPP,OutWSPP,"2526","3422"
"2772",Rockdale (C),"16650",OutWSPP,OutWSPP,"197","326"
"2773",Rockdale (C),"16650",OutWSPP,OutWSPP,"1013","1692"
"2774",Georges River (A),"12930",OutWSPP,OutWSPP,"747","1156"
"2775",Rockdale (C),"16650",OutWSPP,OutWSPP,"362","614"
"2776",Rockdale (C),"16650",OutWSPP,OutWSPP,"535","862"
"664",Canada Bay (A),"11520",OutWSPP,OutWSPP,"567","892"
"665",Canada Bay (A),"11520",OutWSPP,OutWSPP,"281","763"
"700",Canada Bay (A),"11520",OutWSPP,OutWSPP,"581","915"
"701",Canada Bay (A),"11520",OutWSPP,OutWSPP,"312","515"
"702",Canada Bay (A),"11520",OutWSPP,OutWSPP,"531","929"
"703",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1041","1729"
"704",Canada Bay (A),"11520",OutWSPP,OutWSPP,"336","522"
"705",Canada Bay (A),"11520",OutWSPP,OutWSPP,"299","460"
"706",Canada Bay (A),"11520",OutWSPP,OutWSPP,"527","1434"
"707",Canada Bay (A),"11520",OutWSPP,OutWSPP,"516","1129"
"667",Canada Bay (A),"11520",OutWSPP,OutWSPP,"6581","13292"
"668",Canada Bay (A),"11520",OutWSPP,OutWSPP,"84","136"
"710",Canada Bay (A),"11520",OutWSPP,OutWSPP,"381","630"
"711",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1180","2384"
"712",Canada Bay (A),"11520",OutWSPP,OutWSPP,"4398","7085"
"713",Canada Bay (A),"11520",OutWSPP,OutWSPP,"896","1506"
"714",Canada Bay (A),"11520",OutWSPP,OutWSPP,"361","518"
"715",Canada Bay (A),"11520",OutWSPP,OutWSPP,"3261","5282"
"716",Canada Bay (A),"11520",OutWSPP,OutWSPP,"339","565"
"717",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1787","4984"
"718",Canada Bay (A),"11520",OutWSPP,OutWSPP,"809","1050"
"719",Canada Bay (A),"11520",OutWSPP,OutWSPP,"708","1415"
"720",Canada Bay (A),"11520",OutWSPP,OutWSPP,"259","450"
"739",Canada Bay (A),"11520",OutWSPP,OutWSPP,"14","28"
"740",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1302","2601"
"741",Canada Bay (A),"11520",OutWSPP,OutWSPP,"283","490"
"742",Canada Bay (A),"11520",OutWSPP,OutWSPP,"100","173"
"723",Canada Bay (A),"11520",OutWSPP,OutWSPP,"400","655"
"724",Canada Bay (A),"11520",OutWSPP,OutWSPP,"160","260"
"725",Canada Bay (A),"11520",OutWSPP,OutWSPP,"2550","4055"
"726",Canada Bay (A),"11520",OutWSPP,OutWSPP,"373","626"
"727",Canada Bay (A),"11520",OutWSPP,OutWSPP,"495","909"
"728",Canada Bay (A),"11520",OutWSPP,OutWSPP,"319","551"
"743",Canada Bay (A),"11520",OutWSPP,OutWSPP,"623","1019"
"731",Canada Bay (A),"11520",OutWSPP,OutWSPP,"361","609"
"732",Canada Bay (A),"11520",OutWSPP,OutWSPP,"244","404"
"733",Canada Bay (A),"11520",OutWSPP,OutWSPP,"442","745"
"734",Canada Bay (A),"11520",OutWSPP,OutWSPP,"489","836"
"735",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1644","2697"
"736",Canada Bay (A),"11520",OutWSPP,OutWSPP,"546","972"
"737",Canada Bay (A),"11520",OutWSPP,OutWSPP,"542","967"
"738",Canada Bay (A),"11520",OutWSPP,OutWSPP,"141","237"
"744",Canada Bay (A),"11520",OutWSPP,OutWSPP,"1955","3283"
"745",Inner West (A),"14170",OutWSPP,OutWSPP,"19","32"
"800",Inner West (A),"14170",OutWSPP,OutWSPP,"39","57"
"801",Inner West (A),"14170",OutWSPP,OutWSPP,"489","772"
"802",Inner West (A),"14170",OutWSPP,OutWSPP,"354","621"
"803",Inner West (A),"14170",OutWSPP,OutWSPP,"710","1616"
"804",Inner West (A),"14170",OutWSPP,OutWSPP,"1867","2738"
