MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value,W60_value,A30_value
"10028579",150.6658720000,-33.9440077000,"146","607","0",GREENDALE,"146","2298","493912"
"10028580",150.6597848000,-33.9459999000,"156","664","0",GREENDALE,"156","2078","454792"
"10028581",150.6600192000,-33.9446621000,"178","688","0",GREENDALE,"178","2164","453701"
"10028582",150.6717248000,-33.9433531000,"164","576","0",GREENDALE,"164","2596","543214"
"10028583",150.6725274000,-33.9434507000,"161","568","0",GREENDALE,"161","2647","552580"
"10028584",150.6722932000,-33.9447887000,"128","538","0",GREENDALE,"128","2614","546732"
"10028585",150.6759722000,-33.9425031000,"128","491","0",GREENDALE,"128","2862","588659"
"10028586",150.6751696000,-33.9424056000,"149","526","0",GREENDALE,"149","2876","585395"
"10028587",150.6608218000,-33.9447597000,"172","679","0",GREENDALE,"172","2174","464915"
"10028588",150.6605874000,-33.9460976000,"155","664","0",GREENDALE,"155","2121","457323"
"10028589",150.6666747000,-33.9441054000,"156","634","0",GREENDALE,"156","2341","498556"
"10028590",150.6664404000,-33.9454433000,"136","624","0",GREENDALE,"136","2362","498686"
"10028591",150.6939312000,-33.9405858000,"142","764","0",GREENDALE,"142","3948","729040"
"10028592",150.6307538000,-33.9479294000,"98","350","0",GREENDALE,"98","1002","289963"
"10028593",150.6305190000,-33.9492672000,"97","346","0",GREENDALE,"97","986","285294"
"10028594",150.6957040000,-33.9421674000,"137","700","0",GREENDALE,"137","3987","694446"
"10028595",150.6959378000,-33.9408294000,"143","765","0",GREENDALE,"143","3942","729040"
"10028596",150.6775775000,-33.9426983000,"140","504","0",GREENDALE,"140","3055","606808"
"10028597",150.6783801000,-33.9427958000,"128","475","0",GREENDALE,"128","2986","617090"
"10028598",150.6781460000,-33.9441338000,"109","443","0",GREENDALE,"109","2717","603566"
"10028599",150.6923915000,-33.9405469000,"123","685","0",GREENDALE,"123","3878","693814"
"10028600",150.6834301000,-33.9420431000,"71","341","0",GREENDALE,"71","2697","593786"
"10028601",150.6561053000,-33.9482849000,"158","631","0",GREENDALE,"158","1880","396298"
"10028602",150.6626615000,-33.9436172000,"179","691","0",GREENDALE,"179","2247","469370"
"10028603",150.6634641000,-33.9437148000,"172","676","0",GREENDALE,"172","2276","473402"
"10028604",150.6377428000,-33.9501478000,"169","502","0",GREENDALE,"169","1291","274986"
"10028605",150.6569079000,-33.9483826000,"149","627","0",GREENDALE,"149","1898","401921"
"10028606",150.6461400000,-33.9443387000,"174","720","0",GREENDALE,"174","1625","362606"
"10028607",150.6459054000,-33.9456766000,"196","701","0",GREENDALE,"196","1625","358056"
"10028608",150.6333965000,-33.9468851000,"137","400","0",GREENDALE,"137","1093","294328"
"10028609",150.6341992000,-33.9469830000,"145","429","0",GREENDALE,"145","1138","292993"
"10028610",150.6344340000,-33.9456452000,"149","440","0",GREENDALE,"149","1155","300941"
"10028611",150.6517583000,-33.9450229000,"199","736","0",GREENDALE,"199","1798","389613"
"10028612",150.6558708000,-33.9496228000,"150","606","0",GREENDALE,"150","1848","390517"
"10028613",150.6795173000,-33.9456668000,"95","418","0",GREENDALE,"95","2994","608310"
"10028614",150.6736644000,-33.9463218000,"110","512","0",GREENDALE,"110","2523","563061"
"10028615",150.6385455000,-33.9502456000,"172","516","0",GREENDALE,"172","1325","282328"
"10028616",150.6654034000,-33.9466835000,"126","626","0",GREENDALE,"126","2248","485777"
"10028617",150.6662061000,-33.9467812000,"108","597","0",GREENDALE,"108","2198","493827"
"10028618",150.6383107000,-33.9515834000,"162","494","0",GREENDALE,"162","1314","280588"
"10028619",150.6451027000,-33.9455788000,"193","699","0",GREENDALE,"193","1599","351572"
"10028620",150.6767748000,-33.9426007000,"143","496","0",GREENDALE,"143","2984","597621"
"10028621",150.6358044000,-33.9471787000,"151","456","0",GREENDALE,"151","1178","294979"
"10028622",150.6951352000,-33.9407319000,"122","657","0",GREENDALE,"122","3894","736752"
"10028623",150.6443001000,-33.9454810000,"172","683","0",GREENDALE,"172","1548","348106"
"10028624",150.6416575000,-33.9465255000,"198","630","0",GREENDALE,"198","1467","326861"
"10028625",150.6576113000,-33.9443690000,"194","709","0",GREENDALE,"194","2041","426292"
"10028626",150.6584139000,-33.9444667000,"185","697","0",GREENDALE,"185","2105","446974"
"10028627",150.6467080000,-33.9457743000,"170","694","0",GREENDALE,"170","1628","365225"
"10028628",150.6610562000,-33.9434218000,"181","700","0",GREENDALE,"181","2168","460206"
"10028629",150.6811333000,-33.9410815000,"102","428","0",GREENDALE,"102","2907","613632"
"10028630",150.6826275000,-33.9419456000,"77","365","0",GREENDALE,"77","2622","596138"
"10028631",150.6350018000,-33.9470808000,"153","449","0",GREENDALE,"153","1170","291189"
"10028632",150.6317913000,-33.9466894000,"120","377","0",GREENDALE,"120","1041","296309"
"10028633",150.6325939000,-33.9467873000,"130","391","0",GREENDALE,"130","1072","294803"
"10028634",150.6314197000,-33.9534763000,"81","327","0",GREENDALE,"81","1004","259269"
"10028635",150.6316545000,-33.9521385000,"99","349","0",GREENDALE,"99","1032","262118"
"10028636",150.6970755000,-33.9437002000,"74","604","0",GREENDALE,"74","4101","662856"
"10028637",150.6433615000,-33.9508324000,"187","557","0",GREENDALE,"187","1525","333531"
"10028638",150.6318894000,-33.9508007000,"107","365","0",GREENDALE,"107","1042","266180"
"10028639",150.6784805000,-33.9469072000,"91","451","0",GREENDALE,"91","3025","599264"
"10028640",150.6968417000,-33.9450382000,"60","550","0",GREENDALE,"60","4054","647547"
"10028641",150.6603530000,-33.9474355000,"143","638","0",GREENDALE,"143","2063","435860"
"10028642",150.6728617000,-33.9462242000,"110","511","0",GREENDALE,"110","2450","553765"
"10028643",150.6609213000,-33.9488710000,"118","610","0",GREENDALE,"118","2001","431654"
"10028644",150.6611557000,-33.9475332000,"136","635","0",GREENDALE,"136","2068","455406"
"10028645",150.6619584000,-33.9476308000,"126","626","0",GREENDALE,"126","2068","463332"
"10028646",150.6550681000,-33.9495251000,"164","617","0",GREENDALE,"164","1841","382042"
"10028647",150.6435961000,-33.9494945000,"189","602","0",GREENDALE,"189","1551","340802"
"10028648",150.6601186000,-33.9487734000,"123","611","0",GREENDALE,"123","1982","428311"
"10028649",150.6553026000,-33.9481872000,"168","636","0",GREENDALE,"168","1861","391905"
"10028650",150.6302841000,-33.9506050000,"90","332","0",GREENDALE,"90","976","280948"
"10028651",150.6294814000,-33.9505071000,"81","318","0",GREENDALE,"81","940","276479"
"10028652",150.6326921000,-33.9508986000,"116","379","0",GREENDALE,"116","1078","264362"
"10028653",150.6324572000,-33.9522364000,"107","367","0",GREENDALE,"107","1064","261143"
"10028654",150.6912229000,-33.9443560000,"84","518","0",GREENDALE,"84","3848","656008"
"10028655",150.6625267000,-33.9490664000,"109","611","0",GREENDALE,"109","2033","455406"
"10028656",150.6617240000,-33.9489687000,"110","607","0",GREENDALE,"110","2010","435860"
"10028657",150.6627611000,-33.9477285000,"124","630","0",GREENDALE,"124","2081","466779"
"10028658",150.6500175000,-33.9502766000,"179","591","0",GREENDALE,"179","1696","368195"
"10028659",150.6595504000,-33.9473378000,"150","646","0",GREENDALE,"150","2019","431654"
"10028660",150.6502521000,-33.9489388000,"173","579","0",GREENDALE,"173","1674","370637"
"10028661",150.6494494000,-33.9488410000,"178","628","0",GREENDALE,"178","1692","365225"
"10028662",150.6441642000,-33.9509302000,"193","563","0",GREENDALE,"193","1552","339704"
"10028663",150.6375080000,-33.9514856000,"159","484","0",GREENDALE,"159","1283","276692"
"10028664",150.6492148000,-33.9501789000,"170","540","0",GREENDALE,"170","1639","358899"
"10028665",150.6443988000,-33.9495923000,"170","597","0",GREENDALE,"170","1568","342804"
"10028666",150.6944336000,-33.9447459000,"83","599","0",GREENDALE,"83","3972","671358"
"10028667",150.6952363000,-33.9448433000,"74","587","0",GREENDALE,"74","3975","663020"
"10028668",150.6292466000,-33.9518449000,"70","296","0",GREENDALE,"70","921","259419"
"10028669",150.6954702000,-33.9435053000,"104","648","0",GREENDALE,"104","3952","686094"
"10028670",150.6720590000,-33.9461266000,"109","523","0",GREENDALE,"109","2423","546836"
"10028671",150.6544999000,-33.9480895000,"172","641","0",GREENDALE,"172","1843","390517"
"10028672",150.6837648000,-33.9448165000,"64","344","0",GREENDALE,"64","3109","642308"
"10028673",150.6835307000,-33.9461545000,"59","362","0",GREENDALE,"59","3399","655563"
"10028674",150.6391134000,-33.9516812000,"168","495","0",GREENDALE,"168","1348","282726"
"10028675",150.6393481000,-33.9503434000,"176","527","0",GREENDALE,"176","1364","289547"
"10028676",150.6419908000,-33.9492990000,"196","591","0",GREENDALE,"196","1485","326345"
"10028677",150.6417561000,-33.9506368000,"190","554","0",GREENDALE,"190","1466","322567"
"10028678",150.6409535000,-33.9505390000,"184","545","0",GREENDALE,"184","1434","302013"
"10028679",150.6334947000,-33.9509964000,"123","400","0",GREENDALE,"123","1112","263820"
"10028680",150.6300492000,-33.9519428000,"80","312","0",GREENDALE,"80","964","262787"
"10028681",150.6361375000,-33.9499521000,"160","468","0",GREENDALE,"160","1217","270669"
"10028682",150.6359027000,-33.9512899000,"145","446","0",GREENDALE,"145","1198","269002"
"10028683",150.6960390000,-33.9449407000,"65","565","0",GREENDALE,"65","3977","653456"
"10028684",150.6896175000,-33.9441611000,"46","422","0",GREENDALE,"46","3730","651422"
"10028685",150.6904202000,-33.9442585000,"76","494","0",GREENDALE,"76","3791","649807"
"10028686",150.6306170000,-33.9533785000,"54","263","0",GREENDALE,"54","923","257531"
"10028687",150.6308519000,-33.9520407000,"88","330","0",GREENDALE,"88","995","260924"
"10028688",150.6962729000,-33.9436028000,"88","632","0",GREENDALE,"88","4008","671251"
"10028689",150.6787146000,-33.9455692000,"102","437","0",GREENDALE,"102","2934","598725"
"10028690",150.6779119000,-33.9454717000,"111","461","0",GREENDALE,"111","2870","593886"
"10028691",150.6776778000,-33.9468096000,"97","474","0",GREENDALE,"97","2974","594388"
"10028692",150.6845674000,-33.9449140000,"59","328","0",GREENDALE,"59","3176","650258"
"10028693",150.6853701000,-33.9450115000,"53","315","0",GREENDALE,"53","3265","655483"
"10028694",150.6843334000,-33.9462520000,"58","366","0",GREENDALE,"58","3401","661352"
"10028695",150.6484122000,-33.9500811000,"184","591","0",GREENDALE,"184","1661","362385"
"10028696",150.6427935000,-33.9493968000,"189","592","0",GREENDALE,"189","1520","331660"
"10028697",150.6542654000,-33.9494274000,"175","618","0",GREENDALE,"175","1815","378115"
"10028698",150.6486467000,-33.9487433000,"169","580","0",GREENDALE,"169","1636","363307"
"10028699",150.6367054000,-33.9513878000,"159","466","0",GREENDALE,"159","1244","269776"
"10028700",150.6310867000,-33.9507029000,"85","331","0",GREENDALE,"85","984","279089"
"10028701",150.6425588000,-33.9507346000,"185","558","0",GREENDALE,"185","1502","329643"
"10028702",150.6369402000,-33.9500500000,"163","483","0",GREENDALE,"163","1253","272854"
"10028703",150.6997174000,-33.9426545000,"76","640","0",GREENDALE,"76","4029","652797"
"10028704",150.6979445000,-33.9410730000,"117","689","0",GREENDALE,"117","3965","689294"
"10028705",150.6329269000,-33.9495608000,"120","394","0",GREENDALE,"120","1082","284387"
"10028706",150.7000235000,-33.9406475000,"77","676","0",GREENDALE,"77","3953","682818"
"10028707",150.6763066000,-33.9452766000,"113","471","0",GREENDALE,"113","2735","580315"
"10028708",150.6760724000,-33.9466145000,"108","495","0",GREENDALE,"108","2856","580593"
"10028709",150.6714906000,-33.9446911000,"147","562","0",GREENDALE,"147","2534","536038"
"10028710",150.6967405000,-33.9409268000,"129","760","0",GREENDALE,"129","4016","699795"
"10028711",150.6765407000,-33.9439386000,"131","477","0",GREENDALE,"131","2825","590734"
"10028712",150.6755039000,-33.9451790000,"129","505","0",GREENDALE,"129","2731","574174"
"10028713",150.6589821000,-33.9459023000,"160","667","0",GREENDALE,"160","2054","435152"
"10028714",150.6813567000,-33.9445239000,"81","386","0",GREENDALE,"81","2938","608283"
"10028715",150.6757381000,-33.9438411000,"129","494","0",GREENDALE,"129","2674","585531"
"10028716",150.6579450000,-33.9471425000,"143","603","0",GREENDALE,"143","1887","418231"
"10028717",150.6331617000,-33.9482230000,"122","392","0",GREENDALE,"122","1068","288700"
"10028718",150.6587477000,-33.9472401000,"159","652","0",GREENDALE,"159","1996","428311"
"10028719",150.6581795000,-33.9458046000,"171","678","0",GREENDALE,"171","2014","425432"
"10028720",150.6337295000,-33.9496586000,"129","411","0",GREENDALE,"129","1115","270917"
"10028721",150.6345322000,-33.9497565000,"129","413","0",GREENDALE,"129","1131","269270"
"10028722",150.6339644000,-33.9483208000,"139","423","0",GREENDALE,"139","1127","287419"
"10028723",150.6821594000,-33.9446215000,"74","367","0",GREENDALE,"74","3011","613007"
"10028724",150.6823934000,-33.9432835000,"76","365","0",GREENDALE,"76","2823","598622"
"10028725",150.6936309000,-33.9446484000,"113","655","0",GREENDALE,"113","3997","663168"
"10028726",150.6938648000,-33.9433104000,"136","726","0",GREENDALE,"136","3980","686140"
"10028727",150.6464734000,-33.9471122000,"193","668","0",GREENDALE,"193","1645","358899"
"10028728",150.6704537000,-33.9459314000,"130","582","0",GREENDALE,"130","2508","529962"
"10028729",150.6401508000,-33.9504412000,"185","540","0",GREENDALE,"185","1400","294020"
"10028730",150.6403855000,-33.9491034000,"185","567","0",GREENDALE,"185","1414","310889"
"10028731",150.6347670000,-33.9484186000,"148","445","0",GREENDALE,"148","1161","286500"
"10028732",150.6462388000,-33.9484500000,"176","635","0",GREENDALE,"176","1617","360123"
"10028733",150.6411882000,-33.9492012000,"192","583","0",GREENDALE,"192","1456","322492"
"10028734",150.6624271000,-33.9449550000,"166","667","0",GREENDALE,"166","2261","469583"
"10028735",150.6696510000,-33.9458338000,"129","596","0",GREENDALE,"129","2474","520480"
"10028736",150.6688484000,-33.9457361000,"132","583","0",GREENDALE,"132","2449","515813"
"10028737",150.6686141000,-33.9470741000,"105","581","0",GREENDALE,"105","2252","509462"
"10028738",150.6629954000,-33.9463906000,"138","640","0",GREENDALE,"138","2180","474460"
"10028739",150.6632298000,-33.9450527000,"162","660","0",GREENDALE,"162","2280","473774"
"10028740",150.6563397000,-33.9469471000,"176","659","0",GREENDALE,"176","1913","405968"
"10028741",150.6515238000,-33.9463608000,"192","700","0",GREENDALE,"192","1772","378110"
"10028742",150.6621927000,-33.9462929000,"143","646","0",GREENDALE,"143","2149","471622"
"10028743",150.6571424000,-33.9470448000,"173","658","0",GREENDALE,"173","1959","412361"
"10028744",150.6878779000,-33.9439333000,"44","401","0",GREENDALE,"44","3593","649926"
"10028745",150.6866716000,-33.9437711000,"42","252","0",GREENDALE,"42","2724","655230"
"10028746",150.6981120000,-33.9424597000,"94","582","0",GREENDALE,"94","3952","671251"
"10028747",150.6882519000,-33.9413389000,"39","407","0",GREENDALE,"39","3511","652102"
"10028748",150.6747012000,-33.9450814000,"133","523","0",GREENDALE,"133","2689","568645"
"10028749",150.6690826000,-33.9443982000,"148","609","0",GREENDALE,"148","2438","515603"
"10028750",150.6693169000,-33.9430603000,"160","602","0",GREENDALE,"160","2466","522254"
"10028751",150.6807881000,-33.9430885000,"92","400","0",GREENDALE,"92","2698","596218"
"10028752",150.6805541000,-33.9444264000,"86","406","0",GREENDALE,"86","2874","598709"
"10028753",150.6749354000,-33.9437435000,"145","521","0",GREENDALE,"145","2746","573254"
"10028754",150.6989147000,-33.9425571000,"93","655","0",GREENDALE,"93","4061","662856"
"10028755",150.6932960000,-33.9418750000,"157","742","0",GREENDALE,"157","3997","689294"
"10028756",150.6390149000,-33.9475699000,"180","551","0",GREENDALE,"180","1355","306524"
"10028757",150.6387802000,-33.9489078000,"175","532","0",GREENDALE,"175","1341","285654"
"10028758",150.6922594000,-33.9431155000,"101","630","0",GREENDALE,"101","3901","663168"
"10028759",150.6815908000,-33.9431860000,"84","390","0",GREENDALE,"84","2757","593794"
"10028760",150.6930621000,-33.9432130000,"76","562","0",GREENDALE,"76","3847","671358"
"10028761",150.6924933000,-33.9417776000,"79","590","0",GREENDALE,"79","3799","686140"
"10028762",150.6504866000,-33.9476009000,"172","647","0",GREENDALE,"172","1729","373891"
"10028763",150.6491159000,-33.9460676000,"174","658","0",GREENDALE,"174","1662","371110"
"10028764",150.6511720000,-33.9483676000,"172","635","0",GREENDALE,"172","1707","374750"
"10028765",150.6507212000,-33.9462631000,"195","696","0",GREENDALE,"195","1743","376150"
"10028766",150.6454361000,-33.9483523000,"168","595","0",GREENDALE,"168","1565","354439"
"10028767",150.6395829000,-33.9490056000,"178","553","0",GREENDALE,"178","1382","294498"
"10028768",150.6483132000,-33.9459698000,"197","709","0",GREENDALE,"197","1686","367171"
"10028769",150.6475106000,-33.9458721000,"198","701","0",GREENDALE,"198","1645","365390"
"10028770",150.6456707000,-33.9470144000,"195","671","0",GREENDALE,"195","1612","356157"
"10028771",150.6829621000,-33.9447190000,"69","358","0",GREENDALE,"69","3076","625760"
"10028772",150.6831961000,-33.9433810000,"58","322","0",GREENDALE,"58","2742","608200"
"10028773",150.6850354000,-33.9422381000,"51","299","0",GREENDALE,"51","2809","612846"
"10028774",150.6856041000,-33.9436736000,"51","300","0",GREENDALE,"51","3072","642294"
"10028775",150.6791828000,-33.9428934000,"109","445","0",GREENDALE,"109","2856","609623"
"10028776",150.6794169000,-33.9415554000,"118","458","0",GREENDALE,"118","3015","629093"
"10028777",150.6789487000,-33.9442313000,"106","440","0",GREENDALE,"106","2755","596230"
"10028778",150.6799855000,-33.9429909000,"103","421","0",GREENDALE,"103","2791","603566"
"10028779",150.6797514000,-33.9443289000,"91","402","0",GREENDALE,"91","2803","593886"
"10028780",150.6940987000,-33.9419725000,"185","823","0",GREENDALE,"185","4063","694446"
"10028781",150.6949013000,-33.9420699000,"153","772","0",GREENDALE,"153","4130","699795"
"10028782",150.6912893000,-33.9416313000,"92","600","0",GREENDALE,"92","3921","671358"
"10028783",150.6965067000,-33.9422648000,"126","698","0",GREENDALE,"126","4001","689294"
"10028784",150.6946675000,-33.9434079000,"134","744","0",GREENDALE,"134","4058","689294"
"10028785",150.6890488000,-33.9427256000,"54","489","0",GREENDALE,"54","3727","649807"
"10028786",150.6892827000,-33.9413877000,"41","422","0",GREENDALE,"41","3629","651960"
"10028787",150.6914568000,-33.9430181000,"51","487","0",GREENDALE,"51","3775","654458"
"10028788",150.6888148000,-33.9440636000,"43","403","0",GREENDALE,"43","3654","655367"
"10028789",150.6499185000,-33.9461653000,"171","689","0",GREENDALE,"171","1723","373314"
"10028790",150.6496840000,-33.9475032000,"190","662","0",GREENDALE,"190","1698","367171"
"10028791",150.6557715000,-33.9455115000,"187","699","0",GREENDALE,"187","1918","410639"
"10028792",150.6555371000,-33.9468494000,"178","664","0",GREENDALE,"178","1887","401921"
"10028793",150.6382123000,-33.9474721000,"180","532","0",GREENDALE,"180","1316","289890"
"10028794",150.6379776000,-33.9488099000,"164","516","0",GREENDALE,"164","1290","280401"
"10028795",150.6448681000,-33.9469166000,"188","661","0",GREENDALE,"188","1589","353198"
"10028796",150.6446335000,-33.9482545000,"189","635","0",GREENDALE,"189","1582","343793"
"10028797",150.6738986000,-33.9449838000,"139","521","0",GREENDALE,"139","2570","562125"
"10028798",150.6685142000,-33.9429627000,"161","622","0",GREENDALE,"161","2436","515418"
"10028799",150.6682800000,-33.9443006000,"137","583","0",GREENDALE,"137","2345","506787"
"10028800",150.6773434000,-33.9440362000,"126","495","0",GREENDALE,"126","2914","595602"
"10028801",150.6741327000,-33.9436459000,"152","535","0",GREENDALE,"152","2691","566341"
"10028802",150.6616245000,-33.9448574000,"168","672","0",GREENDALE,"168","2228","467527"
"10028803",150.6613901000,-33.9461953000,"147","651","0",GREENDALE,"147","2120","460522"
"10028804",150.6680457000,-33.9456385000,"132","598","0",GREENDALE,"132","2429","508859"
"10028805",150.6656377000,-33.9453456000,"141","617","0",GREENDALE,"141","2345","495015"
"10028806",150.6844001000,-33.9435273000,"51","300","0",GREENDALE,"51","2801","625752"
"10028807",150.6733301000,-33.9435483000,"153","538","0",GREENDALE,"153","2647","559995"
"10028808",150.6900853000,-33.9414851000,"85","582","0",GREENDALE,"85","3832","654458"
"10028809",150.6898514000,-33.9428231000,"75","533","0",GREENDALE,"75","3882","656008"
"10028810",150.6701195000,-33.9431579000,"144","572","0",GREENDALE,"144","2478","526901"
"10028811",150.6674773000,-33.9442030000,"152","621","0",GREENDALE,"152","2369","502632"
"10028812",150.6730959000,-33.9448862000,"146","527","0",GREENDALE,"146","2559","552370"
"10028813",150.6400523000,-33.9463299000,"192","592","0",GREENDALE,"192","1402","319902"
"10028814",150.6374097000,-33.9473743000,"177","510","0",GREENDALE,"177","1277","283568"
"10028815",150.6488813000,-33.9474054000,"195","667","0",GREENDALE,"195","1696","365390"
"10028816",150.6408549000,-33.9464277000,"192","615","0",GREENDALE,"192","1435","324812"
"10028817",150.6313216000,-33.9493651000,"93","346","0",GREENDALE,"93","995","283544"
"10028818",150.6906541000,-33.9429206000,"82","554","0",GREENDALE,"82","3884","651960"
"10028819",150.6371749000,-33.9487121000,"175","503","0",GREENDALE,"175","1268","278504"
"10028820",150.6315565000,-33.9480272000,"104","362","0",GREENDALE,"104","1020","291975"
"10028821",150.6432628000,-33.9467211000,"192","654","0",GREENDALE,"192","1534","336334"
"10028822",150.6430282000,-33.9480589000,"163","617","0",GREENDALE,"163","1513","335772"
"10028823",150.6440655000,-33.9468189000,"187","652","0",GREENDALE,"187","1561","342944"
"10028824",150.6438308000,-33.9481567000,"190","624","0",GREENDALE,"190","1560","339139"
"10028825",150.6321242000,-33.9494629000,"113","379","0",GREENDALE,"113","1050","282727"
"10028826",150.6973094000,-33.9423622000,"114","667","0",GREENDALE,"114","3970","686094"
"10028827",150.6355696000,-33.9485165000,"156","462","0",GREENDALE,"156","1192","274769"
"10028828",150.6323591000,-33.9481251000,"124","388","0",GREENDALE,"124","1059","290083"
"10028829",150.6642667000,-33.9438125000,"154","641","0",GREENDALE,"154","2290","483310"
"10028830",150.6549689000,-33.9454138000,"193","707","0",GREENDALE,"193","1877","403519"
"10028831",150.6672430000,-33.9455409000,"139","620","0",GREENDALE,"139","2387","503254"
"10028832",150.6670088000,-33.9468788000,"123","610","0",GREENDALE,"123","2303","498063"
"10028833",150.6650694000,-33.9439101000,"160","658","0",GREENDALE,"160","2299","489289"
"10028834",150.6525610000,-33.9451207000,"195","728","0",GREENDALE,"195","1827","391862"
"10028835",150.6472760000,-33.9472099000,"181","674","0",GREENDALE,"181","1650","363307"
"10028836",150.6547344000,-33.9467517000,"165","618","0",GREENDALE,"165","1806","396298"
"10028837",150.6533636000,-33.9452184000,"171","665","0",GREENDALE,"171","1795","395360"
"10028838",150.6437693000,-33.9344849000,"163","594","0",GREENDALE,"163","1643","384568"
"10028839",150.6435347000,-33.9358228000,"167","603","0",GREENDALE,"167","1588","371678"
"10028840",150.6493870000,-33.9351692000,"192","736","0",GREENDALE,"192","1828","415611"
"10028841",150.6485845000,-33.9350715000,"184","721","0",GREENDALE,"184","1821","410154"
"10028842",150.6903512000,-33.9305865000,"251","632","0",GREENDALE,"251","2727","564252"
"10028843",150.6320647000,-33.9357912000,"66","320","0",GREENDALE,"66","1268","350469"
"10028844",150.6427322000,-33.9357250000,"164","595","0",GREENDALE,"164","1579","368376"
"10028845",150.6727956000,-33.9325522000,"168","644","0",GREENDALE,"168","2495","548424"
"10028846",150.6719930000,-33.9324546000,"171","647","0",GREENDALE,"171","2443","539507"
"10028847",150.6496216000,-33.9338314000,"183","710","0",GREENDALE,"183","1871","415416"
"10028848",150.6613258000,-33.9325234000,"189","798","0",GREENDALE,"189","2204","465235"
"10028849",150.6610915000,-33.9338613000,"182","806","0",GREENDALE,"182","2272","478707"
"10028850",150.6614605000,-33.9270742000,"183","709","0",GREENDALE,"183","1966","420268"
"10028851",150.6965692000,-33.9231433000,"305","772","0",GREENDALE,"305","2193","530260"
"10028852",150.6737321000,-33.9272005000,"159","602","0",GREENDALE,"159","2050","523234"
"10028853",150.6379170000,-33.9351382000,"111","461","0",GREENDALE,"111","1431","348558"
"10028854",150.6376823000,-33.9364761000,"118","444","0",GREENDALE,"118","1326","346883"
"10028855",150.6734980000,-33.9285384000,"143","569","0",GREENDALE,"143","2055","506052"
"10028856",150.6318299000,-33.9371290000,"76","333","0",GREENDALE,"76","1238","343379"
"10028857",150.6552393000,-33.9345154000,"183","801","0",GREENDALE,"183","1992","455333"
"10028858",150.6554737000,-33.9331775000,"181","781","0",GREENDALE,"181","1972","447594"
"10028859",150.6788866000,-33.9278189000,"90","469","0",GREENDALE,"90","1802","558075"
"10028860",150.6784341000,-33.9264335000,"98","482","0",GREENDALE,"98","1818","583462"
"10028861",150.6792701000,-33.9293172000,"89","452","0",GREENDALE,"89","1856","538293"
"10028862",150.6434360000,-33.9317115000,"110","508","0",GREENDALE,"110","1625","368530"
"10028863",150.6374476000,-33.9378139000,"136","483","0",GREENDALE,"136","1355","342520"
"10028864",150.6483500000,-33.9364093000,"181","710","0",GREENDALE,"181","1777","400844"
"10028865",150.6424976000,-33.9370628000,"173","608","0",GREENDALE,"173","1552","361919"
"10028866",150.6307925000,-33.9383690000,"72","314","0",GREENDALE,"72","1144","329648"
"10028867",150.6796548000,-33.9350293000,"104","479","0",GREENDALE,"104","3119","651566"
"10028868",150.6787769000,-33.9335557000,"135","515","0",GREENDALE,"135","2296","583087"
"10028869",150.6323976000,-33.9385647000,"89","359","0",GREENDALE,"89","1210","336796"
"10028870",150.6382502000,-33.9379117000,"150","508","0",GREENDALE,"150","1378","343464"
"10028871",150.6909199000,-33.9320219000,"296","686","0",GREENDALE,"296","2924","587835"
"10028872",150.6895487000,-33.9304890000,"248","660","0",GREENDALE,"248","2635","554683"
"10028873",150.6778450000,-33.9317997000,"100","505","0",GREENDALE,"100","2210","580247"
"10028874",150.6328672000,-33.9358891000,"76","345","0",GREENDALE,"76","1282","350116"
"10028875",150.6326324000,-33.9372269000,"83","354","0",GREENDALE,"83","1254","343407"
"10028876",150.6366451000,-33.9377161000,"130","462","0",GREENDALE,"130","1332","344012"
"10028877",150.6368798000,-33.9363782000,"117","452","0",GREENDALE,"117","1369","347734"
"10028878",150.6842655000,-33.9325800000,"92","263","0",GREENDALE,"92","2046","564370"
"10028879",150.6844994000,-33.9312420000,"94","248","0",GREENDALE,"94","1935","552966"
"10028880",150.6836969000,-33.9311445000,"91","278","0",GREENDALE,"91","2071","558968"
"10028881",150.6911538000,-33.9306839000,"266","684","0",GREENDALE,"266","2746","573286"
"10028882",150.6542023000,-33.9357556000,"177","812","0",GREENDALE,"177","1908","450684"
"10028883",150.6544368000,-33.9344177000,"183","792","0",GREENDALE,"183","1958","450740"
"10028884",150.6441027000,-33.9372584000,"180","661","0",GREENDALE,"180","1607","369646"
"10028885",150.6443373000,-33.9359206000,"178","641","0",GREENDALE,"178","1649","375658"
"10028886",150.6387196000,-33.9352360000,"127","486","0",GREENDALE,"127","1451","350465"
"10028887",150.6445719000,-33.9345827000,"169","615","0",GREENDALE,"169","1679","386820"
"10028888",150.6540128000,-33.9555455000,"80","497","0",GREENDALE,"80","1684","367112"
"10028889",150.6546983000,-33.9563122000,"80","499","0",GREENDALE,"80","1691","366834"
"10028890",150.6433800000,-33.9576683000,"93","390","0",GREENDALE,"93","1370","339053"
"10028891",150.6488446000,-33.9569659000,"106","450","0",GREENDALE,"106","1578","358198"
"10028892",150.6486100000,-33.9583038000,"81","435","0",GREENDALE,"81","1543","372317"
"10028893",150.6480418000,-33.9568682000,"94","414","0",GREENDALE,"94","1490","352773"
"10028894",150.6461029000,-33.9538992000,"163","490","0",GREENDALE,"163","1544","339391"
"10028895",150.6477083000,-33.9540947000,"131","458","0",GREENDALE,"131","1541","345837"
