MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value
"10031691",150.7202069000,-33.9191791000,"1927","13465","12",BRINGELLY,"1927"
"10031692",150.7270935000,-33.9172810000,"2660","39669","12",BRINGELLY,"2660"
"10031693",150.7289317000,-33.9161374000,"2500","43526","12",BRINGELLY,"2500"
"10031694",150.7214761000,-33.9166003000,"2094","13063","12",BRINGELLY,"2094"
"10031695",150.7222786000,-33.9166975000,"2108","12835","12",BRINGELLY,"2108"
"10031696",150.7269907000,-33.9131696000,"3310","19713","12",BRINGELLY,"3310"
"10031697",150.7267575000,-33.9145076000,"2840","21442","12",BRINGELLY,"2840"
"10031698",150.7259550000,-33.9144104000,"2698","19769","12",BRINGELLY,"2698"
"10031699",150.7201045000,-33.9150677000,"1983","10451","12",BRINGELLY,"1983"
"10031700",150.7198711000,-33.9164057000,"1887","9045","12",BRINGELLY,"1887"
"10031701",150.7190687000,-33.9163084000,"1728","8098","12",BRINGELLY,"1728"
"10031702",150.7257218000,-33.9157484000,"2308","28375","12",BRINGELLY,"2308"
"10031703",150.7249193000,-33.9156512000,"2385","20106","12",BRINGELLY,"2385"
"10031704",150.7206736000,-33.9165030000,"1921","10470","12",BRINGELLY,"1921"
"10031705",150.7273267000,-33.9159429000,"2472","37775","12",BRINGELLY,"2472"
"10031706",150.7281292000,-33.9160401000,"2049","35460","12",BRINGELLY,"2049"
"10031707",150.7164279000,-33.9173545000,"1429","5818","12",BRINGELLY,"1429"
"10031708",150.7172303000,-33.9174519000,"1485","6408","12",BRINGELLY,"1485"
"10031709",150.7265242000,-33.9158457000,"2549","35877","12",BRINGELLY,"2549"
"10031710",150.7168947000,-33.9146785000,"1671","7109","12",BRINGELLY,"1671"
"10031711",150.7166613000,-33.9160166000,"1475","6281","12",BRINGELLY,"1475"
"10031712",150.7219427000,-33.9139242000,"2135","10795","12",BRINGELLY,"2135"
"10031713",150.7227452000,-33.9140214000,"2269","13571","12",BRINGELLY,"2269"
"10031714",150.7225119000,-33.9153595000,"2269","13148","12",BRINGELLY,"2269"
"10031715",150.7293981000,-33.9134612000,"3554","28394","12",BRINGELLY,"3554"
"10031716",150.7291649000,-33.9147993000,"2155","35675","12",BRINGELLY,"2155"
"10031717",150.7305291000,-33.9134995000,"4183","38200","12",BRINGELLY,"4183"
"10031718",150.7301831000,-33.9148965000,"2649","35914","12",BRINGELLY,"2649"
"10031719",150.7299325000,-33.9162422000,"1887","40001","12",BRINGELLY,"1887"
"10031720",150.7154065000,-33.9138149000,"1545","6373","12",BRINGELLY,"1545"
"10031721",150.7158588000,-33.9159191000,"1408","5629","12",BRINGELLY,"1408"
"10031722",150.7209070000,-33.9151649000,"2043","10606","12",BRINGELLY,"2043"
"10031723",150.7217094000,-33.9152622000,"2158","11661","12",BRINGELLY,"2158"
"10031724",150.7277932000,-33.9132668000,"3738","21121","12",BRINGELLY,"3738"
"10031725",150.7275599000,-33.9146048000,"2835","27846","12",BRINGELLY,"2835"
"10031726",150.7328411000,-33.9125119000,"3977","30340","12",BRINGELLY,"3977"
"10031727",150.7921226000,-33.9155783000,"767","63802","10",KEMPS CREEK,"255"
"10031728",150.7819217000,-33.9129812000,"670","66687","10",KEMPS CREEK,"196"
"10031729",150.7883420000,-33.9137560000,"1905","79991","10",KEMPS CREEK,"162"
"10031730",150.7918283000,-33.9127958000,"681","62113","10",KEMPS CREEK,"251"
"10031731",150.7913200000,-33.9154815000,"4388","67678","10",KEMPS CREEK,"267"
"10031732",150.7889123000,-33.9151911000,"849","74908","10",KEMPS CREEK,"144"
"10031733",150.7881098000,-33.9150942000,"1287","76523","10",KEMPS CREEK,"140"
"10031734",150.7899471000,-33.9139497000,"711","69100","10",KEMPS CREEK,"122"
"10031735",150.7826081000,-33.9137472000,"1838","86419","10",KEMPS CREEK,"202"
"10031736",150.7811192000,-33.9128843000,"346","66658","10",KEMPS CREEK,"160"
"10031737",150.7855434000,-33.9133780000,"9969","103236","10",KEMPS CREEK,"148"
"10031738",150.7843293000,-33.9132718000,"10226","100156","10",KEMPS CREEK,"186"
"10031739",150.7835268000,-33.9131749000,"1391","86004","10",KEMPS CREEK,"144"
"10031740",150.7864201000,-33.9012279000,"2354","82639","10",KEMPS CREEK,"602"
"10031741",150.7861878000,-33.9025661000,"6018","92023","10",KEMPS CREEK,"550"
"10031742",150.7787335000,-33.9030325000,"2817","83952","10",KEMPS CREEK,"488"
"10031743",150.7912347000,-33.9018088000,"2691","94267","10",KEMPS CREEK,"498"
"10031744",150.7853853000,-33.9024692000,"2157","82616","10",KEMPS CREEK,"556"
"10031745",150.7938742000,-33.9007610000,"484","53956","10",KEMPS CREEK,"404"
"10031746",150.7936420000,-33.9020992000,"738","79748","10",KEMPS CREEK,"396"
"10031747",150.7837805000,-33.9022755000,"1076","84644","10",KEMPS CREEK,"630"
"10031748",150.7928396000,-33.9020024000,"1223","86016","10",KEMPS CREEK,"446"
"10031749",150.7920371000,-33.9019056000,"1740","89474","10",KEMPS CREEK,"476"
"10031750",150.7830835000,-33.9062902000,"1178","59317","10",KEMPS CREEK,"248"
"10031751",150.7822810000,-33.9061933000,"1610","63761","10",KEMPS CREEK,"268"
"10031752",150.7897356000,-33.9057267000,"3335","76488","10",KEMPS CREEK,"248"
"10031753",150.7838860000,-33.9063870000,"2213","66451","10",KEMPS CREEK,"268"
"10031754",150.7846884000,-33.9064839000,"3062","73726","10",KEMPS CREEK,"226"
"10031755",150.7904322000,-33.9017120000,"6082","97602","10",KEMPS CREEK,"538"
"10031756",150.7845829000,-33.9023724000,"1149","87087","10",KEMPS CREEK,"582"
"10031757",150.7801664000,-33.9018396000,"2131","82499","10",KEMPS CREEK,"432"
"10031758",150.7817836000,-33.9019585000,"1941","83949","10",KEMPS CREEK,"684"
"10031759",150.8060839000,-33.9078165000,"1155","22254","150",AUSTRAL,"1155"
"10031760",150.8074006000,-33.9010510000,"0","4556","0",AUSTRAL,"0"
"10031761",150.7976482000,-33.9082145000,"825","33321","150",AUSTRAL,"825"
"10031762",150.8031962000,-33.9092007000,"3974","42586","150",AUSTRAL,"1155"
"10031763",150.8040130000,-33.9076366000,"1155","34364","150",AUSTRAL,"1155"
"10031764",150.8029088000,-33.9075363000,"825","34436","150",AUSTRAL,"825"
"10031765",150.8042472000,-33.9158245000,"1002","55112","0",AUSTRAL,"990"
"10031766",150.8064091000,-33.9096338000,"4886","34081","150",AUSTRAL,"4886"
"10031767",150.8066648000,-33.9077806000,"990","20081","150",AUSTRAL,"990"
"10031768",150.8082760000,-33.9094057000,"4721","24017","150",AUSTRAL,"4721"
"10031769",150.8051424000,-33.9078519000,"825","19873","150",AUSTRAL,"825"
"10031770",150.8085122000,-33.9079792000,"3896","16132","150",AUSTRAL,"3896"
"10031771",150.8052440000,-33.9094658000,"1157","38468","150",AUSTRAL,"1155"
"10031772",150.7905174000,-33.9153847000,"3861","69275","10",KEMPS CREEK,"277"
"10031773",150.7872683000,-33.9129025000,"5118","84071","10",KEMPS CREEK,"182"
"10031774",150.7868765000,-33.9150435000,"13083","111334","10",ROSSMORE,"198"
"10031775",150.7934984000,-33.9141917000,"631","58985","10",KEMPS CREEK,"241"
"10031776",150.7897149000,-33.9152879000,"1107","80334","10",KEMPS CREEK,"289"
"10031777",150.7936186000,-33.9155282000,"678","56427","10",KEMPS CREEK,"239"
"10031778",150.7883108000,-33.9076196000,"176","46558","10",KEMPS CREEK,"142"
"10031779",150.8094607000,-33.9060349000,"3731","11912","150",AUSTRAL,"3731"
"10031780",150.7913397000,-33.9059203000,"1443","68755","10",KEMPS CREEK,"170"
"10031781",150.7908737000,-33.9085952000,"74","22922","10",KEMPS CREEK,"76"
"10031782",150.7892688000,-33.9084016000,"110","36129","10",KEMPS CREEK,"108"
"10031783",150.7905370000,-33.9058235000,"2736","72784","10",KEMPS CREEK,"208"
"10031784",150.7900712000,-33.9084984000,"94","27803","10",KEMPS CREEK,"96"
"10031785",150.8223527000,-33.9202473000,"4103","42039","150",AUSTRAL,"1290"
"10031786",150.8236414000,-33.9192987000,"900","29599","150",AUSTRAL,"900"
"10031787",150.8202262000,-33.9171380000,"6294","97772","150",AUSTRAL,"810"
"10031788",150.8225129000,-33.9180965000,"1748","46542","150",AUSTRAL,"1080"
"10031789",150.8191261000,-33.9179714000,"5293","72230","150",AUSTRAL,"690"
"10031790",150.8214200000,-33.9191745000,"5648","54893","150",AUSTRAL,"1410"
"10031791",150.7984025000,-33.9093612000,"994","41320","150",AUSTRAL,"990"
"10031792",150.8030288000,-33.9101368000,"4307","69020","150",AUSTRAL,"1320"
"10031793",150.8249967000,-33.9183467000,"270","27046","150",AUSTRAL,"270"
"10031794",150.8267580000,-33.9185756000,"540","24697","150",AUSTRAL,"510"
"10031795",150.8147319000,-33.9080626000,"3731","13824","150",AUSTRAL,"3731"
"10031796",150.8158060000,-33.9169418000,"10276","119052","150",AUSTRAL,"4181"
"10031797",150.8277147000,-33.9137564000,"0","16115","150",AUSTRAL,"0"
"10031798",150.8280900000,-33.9130614000,"0","9744","150",AUSTRAL,"0"
"10031799",150.8278296000,-33.9189961000,"510","19904","150",AUSTRAL,"510"
"10031800",150.8257364000,-33.9166602000,"360","26899","150",AUSTRAL,"360"
"10031801",150.8263249000,-33.9198722000,"1020","24832","150",AUSTRAL,"1020"
"10031802",150.8104468000,-33.9097667000,"4226","25642","150",AUSTRAL,"4226"
"10031803",150.7966630000,-33.9128880000,"4141","48223","0",AUSTRAL,"1320"
"10031804",150.7980651000,-33.9111651000,"4343","62617","0",AUSTRAL,"1155"
"10031805",150.8024595000,-33.9134242000,"4249","60906","0",AUSTRAL,"1324"
"10031806",150.8063028000,-33.9105679000,"4886","35390","150",AUSTRAL,"4886"
"10031807",150.8010661000,-33.9112523000,"6143","91147","0",AUSTRAL,"1320"
"10031808",150.8088812000,-33.9121185000,"5081","53420","226",AUSTRAL,"4721"
"10031809",150.8084662000,-33.9150465000,"4769","66129","150",AUSTRAL,"4721"
"10031810",150.8078193000,-33.9121832000,"4976","51138","150",AUSTRAL,"4886"
"10031811",150.8027997000,-33.9114805000,"5223","84666","0",AUSTRAL,"1320"
"10031812",150.8067827000,-33.9120374000,"5075","47690","150",AUSTRAL,"5051"
"10031813",150.8074790000,-33.9140969000,"4902","58647","150",AUSTRAL,"4886"
"10031814",150.8050727000,-33.9117777000,"4886","37542","0",AUSTRAL,"4886"
"10031815",150.8059575000,-33.9158713000,"1155","43155","150",AUSTRAL,"1155"
"10031816",150.8071280000,-33.9160166000,"1187","67554","150",AUSTRAL,"1155"
"10031817",150.8080736000,-33.9108179000,"4886","36789","150",AUSTRAL,"4886"
"10031818",150.8051014000,-33.9104060000,"4886","42695","150",AUSTRAL,"4886"
"10031819",150.8063716000,-33.9139939000,"4886","53464","150",AUSTRAL,"4886"
"10031820",150.8046783000,-33.9137685000,"1159","39182","0",AUSTRAL,"1155"
"10031821",150.8147281000,-33.9169217000,"9161","96482","150",AUSTRAL,"4031"
"10031822",150.8149852000,-33.9155504000,"8763","87726","0",AUSTRAL,"3881"
"10031823",150.8163184000,-33.9135639000,"4721","56052","150",AUSTRAL,"3731"
"10031824",150.8272327000,-33.9151457000,"120","20819","150",AUSTRAL,"120"
"10031825",150.8211880000,-33.9181406000,"5393","60660","150",AUSTRAL,"1230"
"10031826",150.8235601000,-33.9177767000,"990","35463","150",AUSTRAL,"990"
"10031827",150.8160007000,-33.9153287000,"8818","92405","150",AUSTRAL,"3881"
"10031828",150.8275355000,-33.9144479000,"90","18678","150",AUSTRAL,"90"
"10031829",150.8170579000,-33.9098920000,"4061","28439","150",AUSTRAL,"3731"
"10031830",150.8284930000,-33.9107242000,"0","8764","150",AUSTRAL,"0"
"10031831",150.8101833000,-33.9142102000,"5248","62051","226",AUSTRAL,"4556"
"10031832",150.8098582000,-33.9130533000,"5936","61074","0",AUSTRAL,"4721"
"10031833",150.8141395000,-33.9141813000,"6049","70071","150",AUSTRAL,"3896"
"10031834",150.8152709000,-33.9139543000,"4391","64077","150",AUSTRAL,"3731"
"10031835",150.8279082000,-33.9152319000,"30","19066","150",AUSTRAL,"30"
"10031836",150.8278035000,-33.9162726000,"180","19021","150",AUSTRAL,"180"
"10031837",150.8275147000,-33.9113486000,"0","9789","150",AUSTRAL,"0"
"10031838",150.8232779000,-33.9155509000,"150","24595","150",AUSTRAL,"120"
"10031839",150.8255012000,-33.9149019000,"120","22829","150",AUSTRAL,"120"
"10031840",150.8170404000,-33.9155101000,"8570","81229","150",AUSTRAL,"3971"
"10031841",150.8252720000,-33.9160696000,"450","27426","150",AUSTRAL,"450"
"10031842",150.8206886000,-33.9147530000,"8726","67472","150",AUSTRAL,"4031"
"10031843",150.8252705000,-33.9129013000,"0","20569","150",AUSTRAL,"0"
"10031844",150.8293310000,-33.9115976000,"0","8948","150",AUSTRAL,"0"
"10031845",150.8134062000,-33.9153753000,"7850","117620","150",AUSTRAL,"3791"
"10031846",150.8131021000,-33.9140539000,"6635","82394","150",AUSTRAL,"4061"
"10031847",150.8180042000,-33.9175020000,"5659","79439","150",AUSTRAL,"720"
"10031848",150.8127623000,-33.9179449000,"10128","121477","226",AUSTRAL,"7129"
"10031849",150.8261211000,-33.9163179000,"270","25071","150",AUSTRAL,"270"
"10031850",150.8182834000,-33.9159140000,"8196","89125","150",AUSTRAL,"3881"
"10031851",150.8216430000,-33.9157936000,"781","39419","150",AUSTRAL,"270"
"10031852",150.8168420000,-33.9170866000,"9426","92244","150",AUSTRAL,"4271"
"10031853",150.8263629000,-33.9150224000,"150","22524","150",AUSTRAL,"210"
"10031854",150.8244850000,-33.9158690000,"210","25510","150",AUSTRAL,"210"
"10031855",150.7705817000,-33.9075126000,"4568","72761","10",KEMPS CREEK,"116"
"10031856",150.7655344000,-33.9082690000,"504","29387","10",KEMPS CREEK,"28"
"10031857",150.7721865000,-33.9077069000,"2472","84547","10",KEMPS CREEK,"148"
"10031858",150.7713842000,-33.9076095000,"8340","95713","10",KEMPS CREEK,"158"
"10031859",150.7729890000,-33.9078038000,"395","63835","10",KEMPS CREEK,"164"
"10031860",150.7645198000,-33.9081237000,"34","29397","10",KEMPS CREEK,"28"
"10031861",150.7893447000,-33.9008977000,"6507","90908","10",KEMPS CREEK,"600"
"10031862",150.7880249000,-33.9014215000,"12463","105542","10",KEMPS CREEK,"574"
"10031863",150.7791983000,-33.9003561000,"1961","85657","10",KEMPS CREEK,"724"
"10031864",150.7789659000,-33.9016943000,"3783","93935","10",KEMPS CREEK,"648"
"10031865",150.7906439000,-33.9099350000,"132","39565","10",KEMPS CREEK,"128"
"10031866",150.7898414000,-33.9098382000,"180","46990","10",KEMPS CREEK,"156"
"10031867",150.7778319000,-33.9016070000,"17793","105229","10",KEMPS CREEK,"602"
"10031868",150.7762278000,-33.9014616000,"3607","94729","10",KEMPS CREEK,"468"
"10031869",150.7754157000,-33.9054569000,"1705","73081","10",KEMPS CREEK,"230"
"10031870",150.7698840000,-33.9115276000,"3681","92558","10",KEMPS CREEK,"244"
"10031871",150.7727565000,-33.9091420000,"1648","84972","10",KEMPS CREEK,"192"
"10031872",150.7725240000,-33.9104802000,"2756","85682","10",KEMPS CREEK,"210"
"10031873",150.7717215000,-33.9103833000,"3493","89211","10",KEMPS CREEK,"220"
"10031874",150.7735590000,-33.9092389000,"914","78929","10",KEMPS CREEK,"178"
"10031875",150.7745940000,-33.9079977000,"984","75928","10",KEMPS CREEK,"246"
"10031876",150.7682790000,-33.9113336000,"5800","91120","10",KEMPS CREEK,"210"
"10031877",150.7690815000,-33.9114306000,"3003","91386","10",KEMPS CREEK,"228"
"10031878",150.7720816000,-33.9035954000,"1928","73064","10",KEMPS CREEK,"286"
"10031879",150.7728840000,-33.9036924000,"11819","74658","10",KEMPS CREEK,"256"
"10031880",150.7736865000,-33.9037893000,"6810","83939","10",KEMPS CREEK,"310"
"10031881",150.7744889000,-33.9038862000,"9014","87148","10",KEMPS CREEK,"332"
"10031882",150.7738552000,-33.9051759000,"13367","81325","10",KEMPS CREEK,"276"
"10031883",150.7719540000,-33.9090451000,"3436","92109","10",KEMPS CREEK,"184"
"10031884",150.7718491000,-33.9049336000,"4241","67156","10",KEMPS CREEK,"236"
"10031885",150.7726515000,-33.9050305000,"11581","73938","10",KEMPS CREEK,"256"
"10031886",150.7831890000,-33.9104017000,"314","65328","10",KEMPS CREEK,"124"
"10031887",150.7829566000,-33.9117399000,"517","65610","10",KEMPS CREEK,"152"
"10031888",150.7765365000,-33.9109648000,"4603","76008","10",KEMPS CREEK,"232"
"10031889",150.7763040000,-33.9123030000,"928","64595","10",KEMPS CREEK,"280"
"10031890",150.7771066000,-33.9123999000,"979","87306","10",KEMPS CREEK,"252"
"10031891",150.7823865000,-33.9103048000,"244","62090","10",KEMPS CREEK,"128"
"10031892",150.7890388000,-33.9097414000,"194","51292","10",KEMPS CREEK,"170"
"10031893",150.7910951000,-33.9113216000,"90","34122","10",KEMPS CREEK,"94"
"10031894",150.7924308000,-33.9083313000,"76","27259","10",KEMPS CREEK,"68"
"10031895",150.7935868000,-33.9075309000,"645","59603","10",KEMPS CREEK,"122"
"10031896",150.7755015000,-33.9122061000,"1342","72739","10",KEMPS CREEK,"272"
"10031897",150.7872414000,-33.9067933000,"1613","73665","10",KEMPS CREEK,"280"
"10031898",150.7821541000,-33.9116430000,"356","67793","10",KEMPS CREEK,"156"
"10031899",150.7879257000,-33.9095485000,"470","61804","10",KEMPS CREEK,"184"
"10031900",150.7876092000,-33.9110600000,"618","65067","10",KEMPS CREEK,"182"
"10031901",150.7803166000,-33.9127875000,"400","79802","10",KEMPS CREEK,"212"
"10031902",150.7784792000,-33.9139319000,"244","49334","20",ROSSMORE,"244"
"10031903",150.7783101000,-33.9118356000,"927","90311","10",KEMPS CREEK,"232"
"10031904",150.7736640000,-33.9133504000,"2962","88941","20",ROSSMORE,"298"
"10031905",150.7738965000,-33.9120122000,"1131","75879","10",KEMPS CREEK,"228"
"10031906",150.7805490000,-33.9114493000,"674","77410","10",KEMPS CREEK,"172"
"10031907",150.7813516000,-33.9115461000,"184","57564","10",KEMPS CREEK,"138"
"10031908",150.7746990000,-33.9121092000,"2442","76883","10",KEMPS CREEK,"274"
"10031909",150.7722915000,-33.9118184000,"10881","95576","10",KEMPS CREEK,"260"
"10031910",150.7773390000,-33.9110617000,"2575","93421","10",KEMPS CREEK,"196"
"10031911",150.7939620000,-33.9107977000,"48","19140","10",KEMPS CREEK,"48"
"10031912",150.7847940000,-33.9105954000,"543","70273","10",KEMPS CREEK,"116"
"10031913",150.7845617000,-33.9119336000,"1527","83481","10",KEMPS CREEK,"146"
"10031914",150.7815839000,-33.9102079000,"242","61433","10",KEMPS CREEK,"150"
"10031915",150.7730940000,-33.9119153000,"5156","94619","10",KEMPS CREEK,"258"
"10031916",150.7796319000,-33.9113119000,"312","62692","10",KEMPS CREEK,"196"
"10031917",150.7793979000,-33.9133597000,"902","71007","10",KEMPS CREEK,"282"
"10031918",150.7839915000,-33.9104985000,"667","72056","10",KEMPS CREEK,"120"
"10031919",150.7837591000,-33.9118367000,"903","70394","10",KEMPS CREEK,"138"
"10031920",150.7844561000,-33.9078221000,"990","66747","10",KEMPS CREEK,"204"
"10031921",150.7944369000,-33.9069766000,"824","61642","10",KEMPS CREEK,"112"
"10031922",150.7828512000,-33.9076284000,"325","55123","10",KEMPS CREEK,"192"
"10031923",150.7836536000,-33.9077252000,"665","61312","10",KEMPS CREEK,"202"
"10031924",150.7775714000,-33.9097235000,"593","78004","10",KEMPS CREEK,"188"
"10031925",150.7757340000,-33.9108679000,"514","71368","10",KEMPS CREEK,"232"
"10031926",150.7767689000,-33.9096266000,"4408","67016","10",KEMPS CREEK,"210"
"10031927",150.7786905000,-33.9098204000,"320","52520","10",KEMPS CREEK,"168"
"10031928",150.7875604000,-33.9040980000,"634","78924","10",KEMPS CREEK,"346"
"10031929",150.7869902000,-33.9026629000,"7713","98771","10",KEMPS CREEK,"526"
"10031930",150.7931777000,-33.9047757000,"250","43085","10",KEMPS CREEK,"218"
"10031931",150.7877927000,-33.9027598000,"9976","115960","10",KEMPS CREEK,"520"
"10031932",150.7867580000,-33.9040011000,"776","79871","10",KEMPS CREEK,"368"
"10031933",150.7815384000,-33.9033570000,"2169","78828","10",KEMPS CREEK,"500"
"10031934",150.7928318000,-33.9067830000,"1528","66136","10",KEMPS CREEK,"110"
"10031935",150.7751640000,-33.9094328000,"805","81650","10",KEMPS CREEK,"228"
"10031936",150.7868463000,-33.9087949000,"622","65238","10",KEMPS CREEK,"218"
"10031937",150.7862934000,-33.9066776000,"2791","72490","10",KEMPS CREEK,"216"
"10031938",150.7759665000,-33.9095297000,"827","69517","10",KEMPS CREEK,"208"
"10031939",150.7820487000,-33.9075315000,"811","58730","10",KEMPS CREEK,"194"
"10031940",150.7921430000,-33.9060171000,"395","55877","10",KEMPS CREEK,"184"
"10031941",150.7761989000,-33.9081915000,"663","81660","10",KEMPS CREEK,"228"
"10031942",150.7802830000,-33.9100429000,"250","61471","10",KEMPS CREEK,"140"
"10031943",150.7733265000,-33.9105771000,"372","52208","10",KEMPS CREEK,"186"
"10031944",150.7860611000,-33.9080158000,"1306","67532","10",KEMPS CREEK,"196"
"10031945",150.7859842000,-33.9109862000,"1782","84686","10",KEMPS CREEK,"120"
"10031946",150.7852586000,-33.9079190000,"472","59724","10",KEMPS CREEK,"170"
"10031947",150.7807201000,-33.9077621000,"418","54393","10",KEMPS CREEK,"252"
"10031948",150.7789607000,-33.9084324000,"204","43117","10",KEMPS CREEK,"138"
"10031949",150.7741290000,-33.9106741000,"1042","69805","10",KEMPS CREEK,"210"
"10031950",150.7749315000,-33.9107710000,"961","74245","10",KEMPS CREEK,"226"
"10031951",150.7854909000,-33.9065807000,"4109","76696","10",KEMPS CREEK,"246"
"10031952",150.7843506000,-33.9037106000,"1898","81160","10",KEMPS CREEK,"406"
"10031953",150.7841183000,-33.9050488000,"1533","75139","10",KEMPS CREEK,"284"
"10031954",150.7885319000,-33.9055814000,"1443","84521","10",KEMPS CREEK,"302"
"10031955",150.7887641000,-33.9042432000,"2552","86556","10",KEMPS CREEK,"428"
"10031956",150.7756989000,-33.9041505000,"5712","84624","10",KEMPS CREEK,"302"
"10031957",150.7773053000,-33.9042962000,"1015","77057","10",KEMPS CREEK,"218"
"10031958",150.7778040000,-33.9083848000,"284","55579","10",KEMPS CREEK,"172"
"10031959",150.7774233000,-33.9056489000,"380","59586","10",KEMPS CREEK,"124"
"10031960",150.7770015000,-33.9082879000,"453","58936","10",KEMPS CREEK,"178"
"10031961",150.7812981000,-33.9047284000,"1865","57463","10",KEMPS CREEK,"272"
"10031962",150.7825134000,-33.9048551000,"3526","78905","10",KEMPS CREEK,"294"
"10031963",150.7794465000,-33.9058728000,"588","53878","10",KEMPS CREEK,"70"
"10031964",150.7946766000,-33.9008578000,"1232","82141","10",KEMPS CREEK,"362"
"10031965",150.7952553000,-33.9022444000,"316","36356","10",KEMPS CREEK,"304"
"10031966",150.7775609000,-33.9029421000,"6069","96331","10",KEMPS CREEK,"504"
"10031967",150.7829780000,-33.9021787000,"2560","86426","10",KEMPS CREEK,"562"
"10031968",150.7827457000,-33.9035169000,"4488","84487","10",KEMPS CREEK,"446"
"10031969",150.7889964000,-33.9029050000,"9146","100468","10",KEMPS CREEK,"538"
"10031970",150.7835482000,-33.9036138000,"3219","74984","10",KEMPS CREEK,"446"
"10031971",150.7833158000,-33.9049520000,"2202","68871","10",KEMPS CREEK,"280"
"10031972",150.7810411000,-33.9060964000,"2073","57035","10",KEMPS CREEK,"262"
"10031973",150.7798175000,-33.9038323000,"5616","86520","10",KEMPS CREEK,"336"
"10031974",150.7857232000,-33.9052425000,"2728","83901","10",KEMPS CREEK,"284"
"10031975",150.7923752000,-33.9046789000,"284","47698","10",KEMPS CREEK,"238"
"10031976",150.7865257000,-33.9053394000,"3983","88833","10",KEMPS CREEK,"298"
"10031977",150.7926074000,-33.9033407000,"392","59398","10",KEMPS CREEK,"242"
"10031978",150.7785011000,-33.9043707000,"400","74227","10",KEMPS CREEK,"294"
"10031979",150.7873282000,-33.9054362000,"2846","91109","10",KEMPS CREEK,"316"
"10031980",150.7934099000,-33.9034374000,"650","65170","10",KEMPS CREEK,"304"
"10031981",150.7942123000,-33.9035342000,"530","59114","10",KEMPS CREEK,"310"
"10031982",150.7944445000,-33.9021960000,"780","64608","10",KEMPS CREEK,"364"
"10031983",150.7916888000,-33.9039130000,"930","81227","10",KEMPS CREEK,"322"
"10031984",150.7907700000,-33.9044853000,"464","59981","20",KEMPS CREEK,"262"
"10031985",150.7899677000,-33.9043884000,"957","79210","10",KEMPS CREEK,"338"
"10031986",150.7939802000,-33.9048725000,"316","45879","10",KEMPS CREEK,"238"
"10031987",150.7902000000,-33.9030502000,"2624","94067","10",KEMPS CREEK,"466"
"10031988",150.7910025000,-33.9031470000,"1515","90197","10",KEMPS CREEK,"424"
"10031989",150.7859555000,-33.9039043000,"954","85999","10",KEMPS CREEK,"432"
"10031990",150.7851531000,-33.9038075000,"1446","82490","10",KEMPS CREEK,"406"
"10031991",150.7849208000,-33.9051457000,"2437","69861","10",KEMPS CREEK,"268"
"10031992",150.7562540000,-33.9050981000,"12013","56954","0",BADGERYS CREEK,"12013"
"10031993",150.7390079000,-33.9064356000,"13284","53365","0",BADGERYS CREEK,"13284"
"10031994",150.7369382000,-33.9087503000,"11225","54624","0",BRINGELLY,"11225"
"10031995",150.7337736000,-33.9071596000,"12683","54363","0",BADGERYS CREEK,"12683"
"10031996",150.7553352000,-33.9056702000,"12497","56984","0",BADGERYS CREEK,"12497"
"10031997",150.7369832000,-33.9075483000,"13091","57356","0",BADGERYS CREEK,"13091"
"10031998",150.7587776000,-33.9047202000,"8052","59155","0",BADGERYS CREEK,"8052"
"10031999",150.7377856000,-33.9076455000,"13635","53633","0",BADGERYS CREEK,"13635"
"10032000",150.7569400000,-33.9058642000,"9970","60552","0",BADGERYS CREEK,"9971"
"10032001",150.7537113000,-33.9097380000,"10310","59812","0",BADGERYS CREEK,"10310"
"10032002",150.7329712000,-33.9070624000,"12194","48491","0",BADGERYS CREEK,"12194"
"10032003",150.7246118000,-33.9033167000,"6252","33176","0",BADGERYS CREEK,"6252"
"10032004",150.7571727000,-33.9045261000,"10474","62453","0",BADGERYS CREEK,"10464"
"10032005",150.7345760000,-33.9072568000,"12542","46742","0",BADGERYS CREEK,"12542"
"10032006",150.7579752000,-33.9046231000,"9628","63998","0",BADGERYS CREEK,"9618"
"10032007",150.7353784000,-33.9073540000,"12676","57272","0",BADGERYS CREEK,"12676"
"10032008",150.7544462000,-33.9107729000,"7774","48539","0",BADGERYS CREEK,"7774"
"10032009",150.7360776000,-33.9033397000,"19943","71174","0",BADGERYS CREEK,"13782"
"10032010",150.7559048000,-33.9071054000,"9907","44543","0",BADGERYS CREEK,"9907"
"10032011",150.7556721000,-33.9084432000,"9540","51635","0",BADGERYS CREEK,"9540"
"10032012",150.7500800000,-33.8982031000,"15339","46121","0",BADGERYS CREEK,"15339"
"10032013",150.7551269000,-33.8974473000,"16448","80249","0",BADGERYS CREEK,"15991"
"10032014",150.7559292000,-33.8975443000,"21619","82260","0",BADGERYS CREEK,"15523"
"10032015",150.7538590000,-33.9000265000,"18037","64405","0",BADGERYS CREEK,"17925"
"10032016",150.7536263000,-33.9013646000,"14563","62672","0",BADGERYS CREEK,"14557"
"10032017",150.7492777000,-33.8981060000,"16164","59364","0",BADGERYS CREEK,"16164"
"10032018",150.7539910000,-33.9082341000,"11055","46766","0",BADGERYS CREEK,"11055"
"10032019",150.7542415000,-33.9068872000,"11785","46641","0",BADGERYS CREEK,"11785"
