MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value
"10476580000",150.8771641000,-33.9097360000,"2296","54166","116",BUSBY,"1954"
"10476590000",150.8781868000,-33.9229483000,"7087","54647","222",MILLER,"2997"
"10476600000",150.8787125000,-33.9121753000,"3700","49148","152",BUSBY,"2073"
"10476610000",150.8789669000,-33.9132444000,"3038","48989","100",BUSBY,"2033"
"10476620000",150.8796021000,-33.9193745000,"5303","65089","224",MILLER,"3074"
"10476630000",150.8803897000,-33.9223381000,"5877","42968","248",MILLER,"2988"
"10476640000",150.8812204000,-33.9540552000,"471","52859","180",CASULA,"471"
"10476650000",150.8843635000,-33.9261262000,"648","71258","119",CARTWRIGHT,"628"
"10476660000",150.8866862000,-33.9236505000,"3161","66594","0",CARTWRIGHT,"1505"
"10476670000",150.8858211000,-33.9563636000,"2509","62953","122",CASULA,"866"
"10476680000",150.8876746000,-33.9076071000,"2707","62891","128",HECKENBERG,"1368"
"10476690000",150.8871747000,-33.9175812000,"4347","64274","140",SADLEIR,"2232"
"10476700000",150.8883482000,-33.9552635000,"2887","65924","87",CASULA,"1314"
"10476710000",150.8894591000,-33.9093788000,"3423","61811","144",HECKENBERG,"1506"
"10476720000",150.8893410000,-33.9062155000,"2776","70608","128",HECKENBERG,"1171"
"10476730000",150.8920014000,-33.9170295000,"3241","58219","157",SADLEIR,"1422"
"10476740000",150.8921947000,-33.9178712000,"1722","59823","149",SADLEIR,"1418"
"10476750000",150.8908144000,-33.9251108000,"9169","84833","0",CARTWRIGHT,"1839"
"10476760000",150.8910274000,-33.9508087000,"1958","60912","191",CASULA,"1174"
"10476770000",150.8923731000,-33.9197332000,"2417","62564","193",SADLEIR,"2000"
"10476780000",150.8915164000,-33.9344491000,"6324","67935","109",LURNEA,"3615"
"10476790000",150.8917741000,-33.9068803000,"1981","60594","113",HECKENBERG,"988"
"10476820000",150.8930914000,-33.9413368000,"2447","56474","118",LURNEA,"1115"
"10476830000",150.8939631000,-33.9385111000,"3265","58790","161",LURNEA,"1486"
"10476840000",150.8943199000,-33.9348392000,"5854","72989","76",LURNEA,"1794"
"10476850000",150.8955422000,-33.9439498000,"890","36203","122",LURNEA,"840"
"10476860000",150.8951881000,-33.9356590000,"3074","59588","121",LURNEA,"1308"
"10476870000",150.8961135000,-33.9113436000,"1651","56483","153",ASHCROFT,"1544"
"10476880000",150.8966060000,-33.9567772000,"808","39267","90",CASULA,"808"
"10476890000",150.8986617000,-33.9364516000,"1588","38771","166",LURNEA,"1272"
"10476900000",150.8985482000,-33.9185191000,"2236","58762","86",ASHCROFT,"1197"
"10476910000",150.8987446000,-33.9124498000,"2260","56070","97",ASHCROFT,"1036"
"10476920000",150.8994143000,-33.9301590000,"3443","87368","137",LURNEA,"1399"
"10476930000",150.8992653000,-33.9193771000,"1545","57433","85",ASHCROFT,"988"
"10476940000",150.9000650000,-33.9199585000,"991","56339","96",ASHCROFT,"773"
"10476950000",150.8997837000,-33.9117739000,"1250","56650","117",ASHCROFT,"928"
"10476960000",150.9017430000,-33.9572778000,"493","47014","149",CASULA,"439"
"10476970000",150.9047595000,-33.9420454000,"1110","61326","134",CASULA,"771"
"10476980000",150.9052023000,-33.9546348000,"1137","64310","89",CASULA,"892"
"10476990000",150.9074542000,-33.9358761000,"1747","59808","244",LIVERPOOL,"1427"
"10477000000",150.9069314000,-33.9423061000,"1961","62706","65",CASULA,"828"
"10477010000",150.9085852000,-33.9481946000,"3595","79508","96",CASULA,"365"
"10477020000",150.9088007000,-33.9406804000,"2049","67522","122",CASULA,"732"
"10477030000",150.9088820000,-33.9418739000,"2231","65621","91",CASULA,"789"
"10477040000",150.9088905000,-33.9427932000,"1905","64136","121",CASULA,"957"
"10477050000",150.9123621000,-33.9118792000,"6954","56008","238",LIVERPOOL,"814"
"10477060000",150.9137543000,-33.9124375000,"2649","58481","217",LIVERPOOL,"1020"
"10477070000",150.9145741000,-33.9428170000,"2367","62926","166",CASULA,"487"
"10477080000",150.9160160000,-33.9111833000,"845","52578","242",LIVERPOOL,"845"
"10477090000",150.9179878000,-33.9365952000,"1274","59924","189",LIVERPOOL,"712"
"10477100000",150.9196911000,-33.9304014000,"4230","60709","221",LIVERPOOL,"4230"
"10477110000",150.9200584000,-33.9252573000,"25344","105547","98",LIVERPOOL,"23667"
"10477120000",150.9217680000,-33.9179307000,"24904","99833","207",LIVERPOOL,"23140"
"10477130000",150.9241188000,-33.9235736000,"51714","152896","0",LIVERPOOL,"37427"
"10477140000",150.9265918000,-33.9190846000,"39474","112620","8",LIVERPOOL,"37534"
"10477150000",150.9281388000,-33.9216547000,"43776","142032","6",LIVERPOOL,"39252"
"10477160000",150.9285363000,-33.9340247000,"5751","71239","338",MOOREBANK,"3422"
"10477180000",150.9296603000,-33.9324449000,"10502","80271","243",MOOREBANK,"3413"
"10477190000",150.9310838000,-33.9304468000,"15220","78064","228",MOOREBANK,"3448"
"10477200000",150.9315080000,-33.9333542000,"3602","55452","253",MOOREBANK,"3413"
"10477210000",150.9323841000,-33.9335247000,"6770","63515","243",MOOREBANK,"4803"
"10477220000",150.9320270000,-33.9150051000,"20597","99579","209",WARWICK FARM,"18644"
"10477230000",150.9328298000,-33.9142286000,"7352","108450","121",WARWICK FARM,"4238"
"10477240000",150.9334616000,-33.9142518000,"25816","123137","168",WARWICK FARM,"17611"
"10477250000",150.9372718000,-33.9361414000,"4646","62461","8",MOOREBANK,"3704"
"10477260000",150.9361700000,-33.9583581000,"686","4010","88",WATTLE GROVE,"686"
"10477270000",150.9388015000,-33.9630719000,"333","3922","100",WATTLE GROVE,"333"
"10477290000",150.9450466000,-33.9252548000,"1478","65044","128",CHIPPING NORTON,"878"
"10477300000",150.9459244000,-33.9268059000,"4089","82460","118",CHIPPING NORTON,"860"
"10477310000",150.9474989000,-33.9389405000,"2048","45554","383",MOOREBANK,"1757"
"10477320000",150.9474040000,-33.9275682000,"2332","71099","126",CHIPPING NORTON,"896"
"10477330000",150.9464952000,-33.9322695000,"2028","72649","220",MOOREBANK,"1002"
"10477340000",150.9469896000,-33.9536251000,"1439","7228","156",HOLSWORTHY,"1439"
"10477350000",150.9481706000,-33.9504660000,"1616","7168","119",HOLSWORTHY,"1616"
"10477360000",150.9476785000,-33.9575719000,"1291","6667","159",HOLSWORTHY,"1291"
"10477370000",150.9488025000,-33.9574577000,"1154","7066","134",HOLSWORTHY,"1154"
"10477390000",150.9499115000,-33.9461776000,"1564","9930","188",HAMMONDVILLE,"1564"
"10477400000",150.9506012000,-33.9352450000,"1835","75906","306",MOOREBANK,"1623"
"10477410000",150.9513899000,-33.9362101000,"1337","44430","333",MOOREBANK,"1252"
"10477420000",150.9507618000,-33.9304640000,"2360","88200","190",MOOREBANK,"1096"
"10477430000",150.9499869000,-33.9575454000,"1004","6460","0",HOLSWORTHY,"1004"
"10477440000",150.9512157000,-33.9400980000,"1239","15794","248",MOOREBANK,"937"
"10477450000",150.9504555000,-33.9258537000,"2622","75802","178",CHIPPING NORTON,"1014"
"10477460000",150.9502658000,-33.9401285000,"1081","11947","288",MOOREBANK,"952"
"10477470000",150.9535989000,-33.9507075000,"1802","6958","173",HAMMONDVILLE,"1968"
"10477480000",150.9525143000,-33.9129327000,"831","51314","100",CHIPPING NORTON,"392"
"10477490000",150.9534373000,-33.9030510000,"938","51855","0",CHIPPING NORTON,"849"
"10477500000",150.9533211000,-33.9095867000,"839","32147","99",CHIPPING NORTON,"310"
"10477510000",150.9547592000,-33.9509483000,"2242","5848","165",HAMMONDVILLE,"2242"
"10477520000",150.9556517000,-33.9504863000,"2337","5566","164",HAMMONDVILLE,"2337"
"10477530000",150.9557533000,-33.9255249000,"3527","77691","119",CHIPPING NORTON,"1789"
"10477540000",150.9568060000,-33.9504876000,"2390","5641","189",HAMMONDVILLE,"2390"
"10477560000",150.9578793000,-33.9100466000,"1101","50657","156",CHIPPING NORTON,"453"
"10477570000",150.9591561000,-33.9302413000,"1225","52812","358",MOOREBANK,"1077"
"10477580000",150.9589860000,-33.9138958000,"1864","49078","115",CHIPPING NORTON,"1256"
"10477590000",150.9585178000,-33.9508248000,"1632","4339","215",HAMMONDVILLE,"1632"
"10477600000",150.9586528000,-33.9169003000,"1259","49834","106",CHIPPING NORTON,"1016"
"10477610000",150.9589581000,-33.9194936000,"3932","50811","93",CHIPPING NORTON,"3729"
"10477620000",150.9589943000,-33.9202233000,"2401","42214","97",CHIPPING NORTON,"2223"
"10477630000",150.9606686000,-33.9260712000,"2488","68410","117",CHIPPING NORTON,"1977"
"10477640000",150.9613204000,-33.9011690000,"1818","51643","0",CHIPPING NORTON,"1566"
"10477650000",150.9617011000,-33.9268692000,"5264","84868","107",CHIPPING NORTON,"3216"
"10477660000",150.9649065000,-33.9135363000,"1451","9086","155",CHIPPING NORTON,"1478"
"10477670000",150.9655548000,-33.9012420000,"787","2914","0",CHIPPING NORTON,"787"
"10477680000",150.8765120000,-33.9051934000,"2759","50749","151",BUSBY,"2000"
"10477690000",150.8772356000,-33.9085503000,"3111","71095","104",BUSBY,"2074"
"10477700000",150.8759854000,-33.9094700000,"3194","81859","130",BUSBY,"1675"
"10477710000",150.8769858000,-33.9112771000,"4131","86315","128",BUSBY,"1961"
"10477720000",150.8747129000,-33.9199200000,"3510","46189","234",MILLER,"2287"
"10477730000",150.8743192000,-33.9209222000,"5561","69962","156",MILLER,"2202"
"10477740000",150.8908840000,-33.9357261000,"8259","68753","95",LURNEA,"5267"
"10477750000",150.8904067000,-33.9407184000,"6343","67807","121",LURNEA,"3437"
"10477760000",150.8787583000,-33.9063077000,"2521","46398","237",BUSBY,"1623"
"10477780000",150.8799655000,-33.9067564000,"1852","30149","0",BUSBY,"1774"
"10477800000",150.8826384000,-33.9059052000,"1624","56607","5",BUSBY,"1397"
"10477810000",150.8853426000,-33.9072340000,"2100","58106","90",HECKENBERG,"1469"
"10477820000",150.8789825000,-33.9096984000,"2013","48608","201",BUSBY,"1622"
"10477830000",150.8791481000,-33.9082814000,"2342","46336","131",BUSBY,"1805"
"10477840000",150.8806209000,-33.9096893000,"2267","40518","145",BUSBY,"1511"
"10477850000",150.8816281000,-33.9088452000,"1574","28581","130",BUSBY,"1574"
"10477860000",150.9635466000,-33.9122972000,"1091","10649","95",CHIPPING NORTON,"906"
"10477870000",150.9636132000,-33.9118972000,"1010","9235","93",CHIPPING NORTON,"912"
"10477880000",150.9649863000,-33.9114157000,"336","4499","56",CHIPPING NORTON,"336"
"10477890000",150.9550047000,-33.9300260000,"3145","73394","60",MOOREBANK,"1491"
"10477920000",150.9326447000,-33.9080761000,"466","55252","144",WARWICK FARM,"466"
"10477940000",150.9312487000,-33.9155330000,"20090","80395","227",WARWICK FARM,"20062"
"10477950000",150.9299609000,-33.9154632000,"29320","79695","186",WARWICK FARM,"27435"
"10477960000",150.9305931000,-33.9155042000,"26200","86403","121",WARWICK FARM,"24461"
"10477970000",150.9300225000,-33.9151416000,"25337","83805","126",WARWICK FARM,"25908"
"10477980000",150.9306470000,-33.9152090000,"21762","85784","266",WARWICK FARM,"20023"
"10477990000",150.9265450000,-33.9166414000,"31784","87228","355",LIVERPOOL,"29263"
"10478010000",150.9297935000,-33.9159079000,"29452","83412","116",WARWICK FARM,"27652"
"10478020000",150.9304792000,-33.9144296000,"4160","83281","235",WARWICK FARM,"4135"
"10478030000",150.9304383000,-33.9159184000,"28591","82920","150",WARWICK FARM,"26801"
"10478060000",150.9132233000,-33.9175039000,"26294","88549","64",LIVERPOOL,"2122"
"10478070000",150.9159468000,-33.9174802000,"26423","84276","51",LIVERPOOL,"10446"
"10478100000",150.9266255000,-33.9177687000,"32853","95407","119",LIVERPOOL,"31717"
"10478110000",150.9262062000,-33.9172897000,"31048","87205","148",LIVERPOOL,"30304"
"10478120000",150.9295960000,-33.9171787000,"30228","82671","70",LIVERPOOL,"28377"
"10478130000",150.9296675000,-33.9168921000,"29507","80086","102",LIVERPOOL,"27618"
"10478140000",150.9197098000,-33.9198077000,"25432","101204","191",LIVERPOOL,"22235"
"10478150000",150.9205815000,-33.9181991000,"22585","89867","176",LIVERPOOL,"21918"
"10478160000",150.9206401000,-33.9178967000,"22780","90741","170",LIVERPOOL,"22206"
"10478170000",150.9191782000,-33.9226003000,"28911","111482","109",LIVERPOOL,"24243"
"10478190000",150.9200048000,-33.9212028000,"28749","113249","141",LIVERPOOL,"23685"
"10478200000",150.9206873000,-33.9206963000,"42941","127207","125",LIVERPOOL,"38534"
"10478210000",150.9196091000,-33.9203610000,"24478","95775","111",LIVERPOOL,"21921"
"10478220000",150.9190297000,-33.9233014000,"18858","95975","129",LIVERPOOL,"17741"
"10478230000",150.9192247000,-33.9250051000,"20869","97330","72",LIVERPOOL,"19691"
"10478240000",150.9171437000,-33.9236355000,"14367","92098","305",LIVERPOOL,"13230"
"10478250000",150.9164411000,-33.9235280000,"10800","75117","385",LIVERPOOL,"10526"
"10478260000",150.9155012000,-33.9235917000,"12318","81197","184",LIVERPOOL,"12070"
"10478270000",150.9173720000,-33.9227032000,"23157","140446","389",LIVERPOOL,"19440"
"10478280000",150.9155561000,-33.9232861000,"13023","72104","150",LIVERPOOL,"10632"
"10478290000",150.9302299000,-33.9172790000,"26316","82194","113",LIVERPOOL,"24526"
"10478300000",150.9314957000,-33.9160842000,"26440","84479","152",WARWICK FARM,"24612"
"10478310000",150.9185521000,-33.9250051000,"19265","94961","293",LIVERPOOL,"18062"
"10478320000",150.9191748000,-33.9252733000,"20964","94349","94",LIVERPOOL,"19514"
"10478330000",150.9183302000,-33.9258024000,"17340","87835","104",LIVERPOOL,"16262"
"10478340000",150.9189700000,-33.9260050000,"23107","93812","94",LIVERPOOL,"21921"
"10478350000",150.9190913000,-33.9257650000,"21018","95296","80",LIVERPOOL,"19582"
"10478360000",150.9241339000,-33.9277802000,"14207","88157","125",LIVERPOOL,"14206"
"10478380000",150.9246800000,-33.9271095000,"34151","122236","182",LIVERPOOL,"32602"
"10478400000",150.9244727000,-33.9312604000,"2007","51449","133",LIVERPOOL,"1818"
"10478410000",150.9237792000,-33.9312113000,"4120","66272","154",LIVERPOOL,"4120"
"10478420000",150.9249941000,-33.9303788000,"3888","58729","769",LIVERPOOL,"3888"
"10478430000",150.9231269000,-33.9289936000,"8683","77045","121",LIVERPOOL,"8683"
"10478440000",150.9226303000,-33.9296529000,"11226","79070","225",LIVERPOOL,"11226"
"10478450000",150.9243935000,-33.9274279000,"20232","119016","182",LIVERPOOL,"18562"
"10478460000",150.9257551000,-33.9284130000,"14275","100117","617",LIVERPOOL,"14275"
"10478480000",150.9233015000,-33.9287725000,"14188","97199","115",LIVERPOOL,"14188"
"10478490000",150.9216426000,-33.9286959000,"11895","79469","96",LIVERPOOL,"11834"
"10478500000",150.9219103000,-33.9284257000,"14208","88759","139",LIVERPOOL,"14208"
"10478510000",150.9203472000,-33.9290899000,"11462","70369","82",LIVERPOOL,"11462"
"10478520000",150.9221936000,-33.9281302000,"15316","90934","104",LIVERPOOL,"15254"
"10478540000",150.9217029000,-33.9276334000,"15232","90467","72",LIVERPOOL,"15231"
"10478550000",150.9219495000,-33.9274676000,"15665","90429","64",LIVERPOOL,"15586"
"10478560000",150.9123969000,-33.9367827000,"2050","60035","121",LIVERPOOL,"1791"
"10478610000",150.8923913000,-33.9523254000,"2183","63601","46",CASULA,"1728"
"10478620000",150.8768094000,-33.9124971000,"4981","73113","86",BUSBY,"2044"
"10478630000",150.8755212000,-33.9130955000,"8219","83548","148",BUSBY,"2257"
"10478660000",150.8849344000,-33.9038729000,"1152","41408","145",HECKENBERG,"961"
"10478670000",150.8863845000,-33.9041152000,"970","15697","130",HECKENBERG,"833"
"10478680000",150.8856761000,-33.9054871000,"1633","64252","0",HECKENBERG,"1207"
"10478690000",150.8873601000,-33.9059770000,"1820","64658","135",HECKENBERG,"1141"
"10478700000",150.8920562000,-33.9059021000,"2163","75556","136",HECKENBERG,"1155"
"10478710000",150.8892470000,-33.9049802000,"1793","77178","134",HECKENBERG,"1118"
"10478720000",150.8873264000,-33.9086858000,"2348","57803","152",HECKENBERG,"1545"
"10478730000",150.8857896000,-33.9086380000,"2691","58437","78",HECKENBERG,"1706"
"10478740000",150.8847380000,-33.9093566000,"2715","61421","128",HECKENBERG,"1598"
"10478750000",150.8877850000,-33.9098325000,"3208","52713","167",HECKENBERG,"1469"
"10478760000",150.8906928000,-33.9092786000,"2190","60312","0",HECKENBERG,"1486"
"10478770000",150.8908061000,-33.9078322000,"2970","69621","128",HECKENBERG,"1404"
"10478780000",150.8932420000,-33.9076566000,"3365","65539","131",HECKENBERG,"1369"
"10478790000",150.8965490000,-33.9078466000,"2403","62840","111",HECKENBERG,"1125"
"10478800000",150.8949565000,-33.9083388000,"1315","46228","215",HECKENBERG,"881"
"10478810000",150.8932504000,-33.9092485000,"1887","48617","106",HECKENBERG,"1275"
"10478820000",150.8917316000,-33.9104951000,"2348","34057","118",HECKENBERG,"1503"
"10478830000",150.8919960000,-33.9095001000,"2224","61286","106",HECKENBERG,"1396"
"10478840000",150.8980696000,-33.9084768000,"1934","63686","0",HECKENBERG,"934"
"10478850000",150.8803054000,-33.9157746000,"9358","84829","0",BUSBY,"2988"
"10478860000",150.8790007000,-33.9142675000,"4563","63888","131",BUSBY,"2087"
"10478870000",150.8770471000,-33.9182450000,"4670","68784","345",MILLER,"2369"
"10478880000",150.8802361000,-33.9135434000,"3444","48912","170",BUSBY,"2178"
"10478890000",150.8818534000,-33.9150030000,"3936","66001","96",BUSBY,"2432"
"10478900000",150.8816694000,-33.9132140000,"1658","24763","152",BUSBY,"1658"
"10478910000",150.8812608000,-33.9114804000,"3036","48424","0",BUSBY,"1848"
"10478920000",150.8834427000,-33.9113676000,"2655","36657","0",BUSBY,"1794"
"10478930000",150.8826259000,-33.9155283000,"3469","57757","112",BUSBY,"2715"
"10478940000",150.8831296000,-33.9117484000,"3038","43598","142",BUSBY,"2242"
"10478950000",150.8828830000,-33.9167488000,"4935","70189","137",BUSBY,"2710"
"10478960000",150.8841386000,-33.9163883000,"4146","69771","163",BUSBY,"2117"
"10478970000",150.8851254000,-33.9166684000,"4801","67282","177",BUSBY,"2364"
"10478980000",150.8861435000,-33.9159580000,"3284","60102","102",SADLEIR,"1971"
"10478990000",150.8879562000,-33.9140168000,"3381","58378","113",SADLEIR,"2410"
"10479000000",150.8891712000,-33.9119333000,"2572","44408","146",HECKENBERG,"1768"
"10479010000",150.8857364000,-33.9139353000,"2170","57257","154",BUSBY,"2131"
"10479020000",150.8837974000,-33.9135206000,"2319","57021","132",BUSBY,"2194"
"10479030000",150.8854870000,-33.9126823000,"2272","43933","109",BUSBY,"1747"
"10479040000",150.8855426000,-33.9114614000,"2093","42812","118",HECKENBERG,"1661"
"10479050000",150.8870151000,-33.9121747000,"2578","55117","146",HECKENBERG,"1600"
"10479060000",150.8875886000,-33.9110219000,"3314","56484","0",HECKENBERG,"1549"
"10479070000",150.8901295000,-33.9124879000,"2856","55110","144",SADLEIR,"1968"
"10479080000",150.8940274000,-33.9116960000,"1966","57779","119",SADLEIR,"1560"
"10479090000",150.8904919000,-33.9133785000,"2684","56628","122",SADLEIR,"1783"
"10479100000",150.8912262000,-33.9139553000,"3112","54687","0",SADLEIR,"1446"
"10479110000",150.8908317000,-33.9159049000,"2642","55568","0",SADLEIR,"1318"
"10479120000",150.8922038000,-33.9153886000,"3378","58458","132",SADLEIR,"1607"
"10479130000",150.8877749000,-33.9151106000,"3105","58572","112",SADLEIR,"2147"
"10479140000",150.8860321000,-33.9190230000,"4911","68756","179",SADLEIR,"2472"
"10479150000",150.8879902000,-33.9191385000,"2041","61295","52",SADLEIR,"1735"
"10479160000",150.8886778000,-33.9180938000,"3180","61730","191",SADLEIR,"2180"
"10479170000",150.8934538000,-33.9148616000,"3583","60064","116",SADLEIR,"1623"
"10479180000",150.8924750000,-33.9132869000,"2196","53241","119",SADLEIR,"1558"
"10479190000",150.8944730000,-33.9141655000,"2952","57526","165",SADLEIR,"1498"
"10479200000",150.8899584000,-33.9192745000,"2181","60804","151",SADLEIR,"1644"
"10479210000",150.8925762000,-33.9187179000,"1527","58861","105",SADLEIR,"1238"
"10479220000",150.8943629000,-33.9181157000,"2661","60843","162",SADLEIR,"1697"
"10479230000",150.8954767000,-33.9184673000,"1552","59273","146",ASHCROFT,"1127"
"10479260000",150.9011678000,-33.9153916000,"3420","58689","128",ASHCROFT,"1189"
"10479270000",150.9025765000,-33.9135422000,"1918","60200","244",ASHCROFT,"1267"
"10479290000",150.9002547000,-33.9130649000,"2123","56933","160",ASHCROFT,"1022"
"10479300000",150.8949053000,-33.9111550000,"1769","57679","169",ASHCROFT,"1506"
"10479310000",150.8974138000,-33.9124654000,"1860","47907","179",ASHCROFT,"1076"
"10479320000",150.8954606000,-33.9166428000,"3622","60126","115",ASHCROFT,"1648"
"10479340000",150.8928991000,-33.9206613000,"2933","62977","115",SADLEIR,"1774"
"10479350000",150.8947969000,-33.9206183000,"1499","60953","107",SADLEIR,"1136"
"10479360000",150.8892207000,-33.9202770000,"5145","71985","75",SADLEIR,"1955"
"10479370000",150.8908562000,-33.9215029000,"4283","67957","3",SADLEIR,"2011"
"10479380000",150.8967495000,-33.9203355000,"1238","57950","0",ASHCROFT,"1037"
"10479390000",150.8980926000,-33.9199585000,"1333","58500","113",ASHCROFT,"918"
"10479400000",150.9005000000,-33.9182907000,"2320","56613","68",ASHCROFT,"917"
"10479410000",150.9019820000,-33.9183956000,"858","47518","203",ASHCROFT,"620"
"10479420000",150.9011241000,-33.9168980000,"1648","56542","184",ASHCROFT,"873"
"10479430000",150.8991730000,-33.9105547000,"1040","52876","184",ASHCROFT,"957"
"10479440000",150.9049219000,-33.9135426000,"2509","68138","94",ASHCROFT,"1508"
"10479450000",150.9020565000,-33.9117751000,"1686","59114","162",ASHCROFT,"1169"
"10479460000",150.8998483000,-33.9090513000,"1616","61032","0",MOUNT PRITCHARD,"847"
"10479470000",150.9015944000,-33.9092295000,"715","55895","191",MOUNT PRITCHARD,"496"
"10479480000",150.9040204000,-33.9103093000,"619","57827","165",MOUNT PRITCHARD,"616"
"10479490000",150.9050159000,-33.9119017000,"3264","68939","196",MOUNT PRITCHARD,"1318"
"10479500000",150.9039706000,-33.9192594000,"1268","61599","0",ASHCROFT,"1309"
"10479510000",150.8762623000,-33.9148213000,"7572","78846","177",MILLER,"2487"
"10479520000",150.8749882000,-33.9155913000,"2794","66957","328",MILLER,"2209"
"10479561000",150.8740849000,-33.9182967000,"3824","89508","158",MILLER,"1976"
"10479562000",150.8750723000,-33.9182813000,"5142","51960","219",MILLER,"2005"
"10479570000",150.8785348000,-33.9178428000,"6262","76218","194",MILLER,"2655"
"10479580000",150.8783990000,-33.9190068000,"4438","70980","146",MILLER,"2923"
"10479590000",150.8795862000,-33.9172451000,"9171","83578","118",MILLER,"2966"
"10479600000",150.8804347000,-33.9195938000,"4271","43796","257",MILLER,"2483"
"10479610000",150.8760289000,-33.9206566000,"6291","57532","177",MILLER,"2720"
"10479620000",150.8768070000,-33.9215306000,"6438","63100","0",MILLER,"3102"
"10479640000",150.8733955000,-33.9261686000,"3208","89673","0",MILLER,"1594"
"10479650000",150.8739843000,-33.9231158000,"1958","63252","253",MILLER,"1823"
"10479660000",150.8764099000,-33.9233589000,"5855","53197","205",MILLER,"2770"
"10479670000",150.8804934000,-33.9214613000,"4666","61620","193",MILLER,"2793"
"10479680000",150.8824984000,-33.9218145000,"3994","69265","59",MILLER,"1909"
"10479690000",150.8811815000,-33.9196205000,"5409","67993","0",MILLER,"2502"
"10479702000",150.8840517000,-33.9185092000,"6209","70332","126",BUSBY,"2657"
"10479710000",150.8865583000,-33.9203470000,"7751","75890","19",MILLER,"2347"
"10479720000",150.8808114000,-33.9271535000,"15946","111860","122",CARTWRIGHT,"2817"
"10479730000",150.8812364000,-33.9257907000,"3808","91465","0",CARTWRIGHT,"1602"
"10479740000",150.8825075000,-33.9270145000,"12803","119271","133",CARTWRIGHT,"3462"
"10479750000",150.8843262000,-33.9270447000,"21740","116658","100",CARTWRIGHT,"3136"
"10479760000",150.8868005000,-33.9269036000,"14032","97449","125",CARTWRIGHT,"2121"
"10479770000",150.8849537000,-33.9249412000,"1009","63791","107",CARTWRIGHT,"809"
"10479780000",150.8863286000,-33.9249412000,"2686","66911","118",CARTWRIGHT,"1407"
"10479790000",150.8877650000,-33.9257346000,"3802","72187","127",CARTWRIGHT,"1613"
"10479800000",150.8893714000,-33.9249559000,"9393","86212","118",CARTWRIGHT,"2154"
"10479810000",150.8878913000,-33.9245426000,"4827","73667","110",CARTWRIGHT,"1706"
"10479820000",150.8923805000,-33.9250154000,"4267","72082","101",CARTWRIGHT,"1538"
"10479830000",150.8927660000,-33.9258829000,"13901","91048","87",CARTWRIGHT,"2230"
"10479840000",150.8937733000,-33.9249119000,"2136","64850","116",CARTWRIGHT,"1338"
"10479850000",150.8892169000,-33.9269195000,"25230","105620","107",CARTWRIGHT,"2679"
"10479860000",150.8927201000,-33.9266289000,"12474","92433","189",CARTWRIGHT,"2201"
"10479870000",150.8965074000,-33.9259942000,"42570","124015","142",CARTWRIGHT,"2377"
"10479880000",150.8947033000,-33.9245730000,"32052","97917","109",CARTWRIGHT,"1541"
"10479890000",150.8924876000,-33.9237229000,"2764","67912","138",CARTWRIGHT,"1511"
"10479900000",150.8955114000,-33.9238119000,"933","72562","131",CARTWRIGHT,"541"
"10479910000",150.8909901000,-33.9227184000,"4591","72441","6",CARTWRIGHT,"1433"
"10479920000",150.8983516000,-33.9243396000,"19974","108159","173",CARTWRIGHT,"803"
"10479930000",150.8979076000,-33.9238957000,"997","68223","106",CARTWRIGHT,"897"
"10479940000",150.8966298000,-33.9249848000,"16904","93396","127",CARTWRIGHT,"1773"
"10479950000",150.8843036000,-33.9329639000,"6594","46728","0",PRESTONS,"6594"
"10479960000",150.8832450000,-33.9288651000,"7833","106173","0",PRESTONS,"5165"
"10479970000",150.8859454000,-33.9291837000,"8124","85733","0",PRESTONS,"6404"
"10479981000",150.8882592000,-33.9335630000,"6234","65253","0",PRESTONS,"5052"
"10479982000",150.8900416000,-33.9336785000,"6824","64617","0",PRESTONS,"4544"
"10479990000",150.8892081000,-33.9291837000,"3105","75426","3",PRESTONS,"2591"
"10480002000",150.8919669000,-33.9285615000,"5527","80446","0",PRESTONS,"1837"
"10480010000",150.8918170000,-33.9300454000,"2690","74532","0",LURNEA,"1926"
"10480020000",150.8926728000,-33.9305209000,"2389","71864","188",LURNEA,"975"
"10480030000",150.8967595000,-33.9279448000,"19311","105560","127",LURNEA,"1804"
"10480040000",150.8941738000,-33.9288301000,"1226","69949","108",LURNEA,"713"
"10480050000",150.8953482000,-33.9302683000,"2450","75946","172",LURNEA,"1114"
"10480060000",150.8998453000,-33.9272869000,"41309","124876","89",LURNEA,"2039"
"10480070000",150.8985413000,-33.9283160000,"18248","104733","214",LURNEA,"2039"
"10480080000",150.8997459000,-33.9288780000,"3607","93596","0",LURNEA,"1347"
"10480100000",150.8987686000,-33.9315376000,"3771","80236","138",LURNEA,"1562"
"10480110000",150.9016211000,-33.9278558000,"19855","102295","210",LURNEA,"1994"
"10480120000",150.9012070000,-33.9303123000,"4043","77107","101",LURNEA,"1336"
"10480180000",150.9047545000,-33.9322906000,"3032","69346","0",LURNEA,"1836"
"10480220000",150.9053400000,-33.9309550000,"2464","77771","99",LURNEA,"1759"
"10480230000",150.9088419000,-33.9161691000,"12893","79590","240",LIVERPOOL,"1592"
"10480240000",150.9009013000,-33.9247818000,"41005","114282","197",LIVERPOOL,"1485"
"10480250000",150.9018444000,-33.9262212000,"42396","119837","115",LIVERPOOL,"2132"
